EG20230404a1,EG20230404a2,EG20230404a3,EG20230404a4,EG20230404a5,EG20230404a6,EG20230404a7,EG20230404a8,EG20230410b1,EG20230410b2,EG20230410b3,EG20230410b4,EG20230410c1,EG20230410c2,EG20230410c3,EG20230410c4,EG20230410c5,EG20230410c6,EG20230410c8,EG20230410c9,EG20230410c10,EG20230410c11,EG20230410c12,EG20230410c13
10.0061,4.3789001,,11.7487,7.2521,3.4919,,6.8017001,6.0478001,5.5900002,,,5.9638,8.3387003,13.9445,,,6.8627,13.3574,7.8575001,8.7804003,7.0349998,,3.5436001
10.0581,4.4022002,,11.799,7.2986999,3.5329001,,6.8288002,6.0959001,5.6725998,,,5.9910998,8.4059,13.9874,,,6.9105,13.4365,7.8786001,8.8250999,7.0707002,,3.5717001
10.11,4.4260998,,11.8594,7.3551002,3.5639999,,6.8645,6.1545,5.7364998,,,6.0233002,8.4754,14.033,,,6.9612002,13.5094,7.9159002,8.8697004,7.1136999,,3.6032
10.1696,4.4603,,11.9338,7.3873,3.6040001,,6.8980999,6.2129998,5.7908001,,,6.0476999,8.6281004,14.0801,,,7.0453,13.5973,7.9700999,8.9059,7.1545,,3.6273999
10.224,4.5121999,,11.9986,7.4123001,3.6278999,,6.9369001,6.2726998,5.8318,,,6.0834999,8.6913996,14.1195,,,7.1051002,13.6702,8.0148001,8.9903002,7.1987,,3.6575999
10.2825,4.5563002,,12.0664,7.4408002,3.6659999,,6.9856,6.3334999,5.8846002,,,6.1192999,8.7552004,14.1649,,,7.1827998,13.7331,8.0787001,9.0318003,7.243,,3.6835001
10.3361,4.5952001,,12.1414,7.4703999,3.7028,,7.0585999,6.3806,5.9390998,,,6.1480999,8.8162003,14.2151,,,7.2259002,13.7749,8.1164999,9.0830002,7.2823,,3.7077999
10.3965,4.6255002,,12.2166,7.4984999,3.7355001,,7.1185002,6.4315,6.0282998,,,6.1823001,8.8838997,14.2603,,,7.2722998,13.8475,8.2038002,9.1364002,7.3256998,,3.7293999
10.4598,4.6559,,12.2975,7.5524998,3.7704,,7.1655998,6.4846001,6.0532999,,,6.2224998,8.9618998,14.314,,,7.323,13.9277,8.2621002,9.1843996,7.369,,3.7607999
10.5104,4.6914001,,12.3712,7.5897002,3.802,,7.2098999,6.5581002,6.0938001,,,6.2753,9.0362997,14.3591,,,7.3600001,13.9672,8.3250999,9.2311001,7.4243002,,3.7880001
10.5576,4.7163,,12.466,7.6276002,3.8341999,,7.2758999,6.6059999,6.1487999,,,6.3239002,9.0867996,14.404,,,7.4108,14.0561,8.3652,9.2767,7.4682999,,3.8176999
10.6321,4.7491999,,12.565,7.6683002,3.8715,,7.3175998,6.6465998,6.1956,,,6.3470998,9.1450005,14.4563,,,7.4698,14.1002,8.4138002,9.3095999,7.5179,,3.8461001
10.6807,4.7742,,12.6427,7.697,3.9089,,7.3572001,6.6890001,6.3214002,,,6.3776999,9.1997004,14.5063,,,7.5118999,14.181,8.4647999,9.3487997,7.5714002,,3.8750999
10.7448,4.8157001,,12.7496,7.7333002,3.9428999,,7.3965001,6.7396998,6.3768001,,,6.4147,9.2420998,14.5616,,,7.559,14.2405,8.5166998,9.4420996,7.6303,,3.8999
10.7891,4.9109998,,12.8592,7.8070998,3.9770999,,7.4363999,6.789,6.4379001,,,6.4524002,9.3062,14.6088,,,7.6335001,14.3006,8.5695,9.4849005,7.6849999,,3.9230001
10.9564,4.9411998,,12.9533,7.848,4.033,,7.4590998,6.8600001,6.5531998,,,6.4864998,9.3846998,14.6628,,,7.6838999,14.382,8.6156998,9.5347996,7.7322998,,3.9651
11.0114,4.9772,,13.0495,7.8964,4.0650001,,7.4878998,6.9176002,6.6982002,,,6.5363002,9.4382,14.72,,,7.7449999,14.6227,8.6680002,9.5895996,7.7729001,,3.9954
11.0713,5.0078001,,13.1842,7.9389,4.1029,,7.5275998,6.9654999,6.7923002,,,6.5837002,9.4979,14.7711,,,7.7937002,14.7153,8.7047005,9.6335001,7.8123999,,4.0279002
11.1241,5.0411,,13.3366,7.9755998,4.1244001,,7.5588002,7.0162001,6.8327999,,,6.6169,9.5635996,14.8259,,,7.8527999,14.8733,8.7629995,9.6758003,7.8534999,,4.0576
11.1809,5.0741,,13.4803,8.0099001,4.1529999,,7.6076002,7.0714998,6.8955002,,,6.6539001,9.6295004,14.885,,,7.8916001,,8.8198996,9.7292004,7.8951998,,4.0881
11.2301,5.1037002,,13.5635,8.0488997,4.1847,,7.6577001,7.1153998,6.9554,,,6.7154002,9.7047005,14.9347,,,7.9626999,,8.8724003,9.7777004,7.9341002,,4.1170001
11.2864,5.1388001,,13.7346,8.1182003,4.2487001,,7.7080998,7.1592999,7.0019999,,,6.7484002,9.7744999,14.9803,,,8.0096998,,8.9195004,9.8195,7.9747,,4.1490998
11.3372,5.177,,13.8662,8.1429996,4.2778001,,7.7469001,7.2024002,7.0567999,,,6.7862,9.8337002,,,,8.0384998,,8.9927998,9.8523998,8.0242004,,4.1824002
11.3924,5.2083998,,13.9519,8.1794004,4.3192,,7.7909999,7.2971001,7.1338,,,6.8257999,9.9015999,,,,8.0712004,,9.0159998,9.8971004,8.0576,,4.2063999
11.4364,5.2309999,,14.083,8.2077999,4.3688998,,7.8154998,7.3520002,7.1543002,,,6.8632002,9.9857998,,,,8.1449003,,9.0750999,9.9425001,8.2357998,,4.2431998
11.4752,5.2579999,,14.1667,8.2539997,4.4359999,,7.8484998,7.4018002,7.1946001,,,6.8937001,10.0785,,,,8.2319002,,9.1449003,9.9967003,8.2905998,,4.2786999
11.5421,5.2848001,,14.258,8.2961998,4.4703002,,7.8843999,7.4520001,7.2540998,,,6.9260001,10.1863,,,,8.2658997,,9.1880999,10.0437,8.3319998,,4.3119001
11.5883,5.3202,,14.4375,8.3659,4.5167999,,7.9152999,7.5028,7.2842999,,,7.0042,10.3155,,,,8.3106003,,9.2146997,10.0816,8.3715,,4.3340998
11.6335,5.3583999,,14.5131,8.4140997,4.5654001,,7.9572001,7.5454001,7.3365002,,,7.0448999,10.4133,,,,8.3743,,9.2782001,10.1264,8.4132996,,4.3603001
11.6857,5.3888001,,14.6389,8.4558001,4.6018,,7.9849,7.5913,7.3775001,,,7.0830002,10.5022,,,,8.4145002,,9.3725004,10.1767,8.4533997,,4.3888998
11.734,5.4222002,,14.7215,8.4921999,4.6280999,,8.0293999,7.6213999,7.4394002,,,7.1240001,10.5799,,,,8.4806995,,9.4111996,10.229,8.5030003,,4.4208002
11.7667,5.4428,,14.8704,8.5342999,4.6564999,,8.0733995,7.6679001,7.5015998,,,7.1662998,10.7123,,,,8.5242004,,9.4691,10.2823,8.5445995,,4.4467001
11.8244,5.4763999,,14.9439,8.6117001,4.6956,,8.1274004,7.7073998,7.5785999,,,7.1950998,10.7876,,,,8.5802002,,9.5654001,10.3261,8.5904999,,4.4766998
11.8711,5.5092001,,,8.6714001,4.7379999,,8.1521997,7.7438998,7.6405001,,,7.2382998,10.8517,,,,8.6140003,,9.6436005,10.3714,8.6423998,,4.5229001
11.9106,5.5419002,,,8.7414999,4.7688999,,8.1953001,7.7975998,7.6841002,,,7.2774,10.915,,,,8.6924,,9.6726999,10.4301,8.6794004,,4.5592999
11.9564,5.5665998,,,8.7693005,4.8176999,,8.2483997,7.8470998,7.7424002,,,7.3174,10.9666,,,,8.7483997,,9.7437,10.4752,8.7365999,,4.6343002
11.9973,5.5890002,,,8.8037996,4.8922,,8.2720003,7.9036999,7.7907,,,7.3477998,11.033,,,,8.8118,,9.7771997,10.5193,8.7812996,,4.6679001
12.0442,5.6114001,,,8.8640003,4.9306998,,8.3114004,7.9382,7.8516998,,,7.3813,11.0955,,,,8.8634005,,9.9209995,10.5549,8.8156996,,4.6964998
12.094,5.6381001,,,8.8971996,4.9765,,8.3409996,8.0072002,7.8945999,,,7.4189,11.1634,,,,8.9200001,,9.9775,10.5883,8.8488998,,4.7335
12.1817,5.6647,,,8.9589996,5.0149002,,8.3719997,8.0658998,7.9713998,,,7.4445,11.2728,,,,8.9622002,,10.0242,10.6388,8.8875999,,4.7549
12.2331,5.6919999,,,9.0226002,5.0388999,,8.4061003,8.1082001,8.0407,,,7.487,11.3338,,,,9.0115995,,10.1155,10.6783,8.9342003,,4.7873001
12.2884,5.7305999,,,9.0569,5.0774002,,8.4427004,8.1539001,8.1026001,,,7.5267,11.4096,,,,9.0598001,,10.2614,10.724,8.9758997,,4.823
12.3357,5.7680001,,,9.1129999,5.0977001,,8.4678001,8.2573996,8.1712999,,,7.5651999,11.4826,,,,9.1138,,10.3221,10.7863,9.0472002,,4.8526001
12.3921,5.8312001,,,9.1745996,5.1289001,,8.4981003,8.3254995,8.2079,,,7.5970001,11.5402,,,,9.1667995,,10.4402,10.8337,9.0888996,,4.8801999
12.4561,5.8597002,,,9.2149,5.1532998,,8.5263004,8.3753004,8.2869997,,,7.6401,11.5898,,,,9.2107,,10.4984,10.8757,9.1322002,,4.9074998
12.499,5.8873,,,9.2690001,5.1806998,,8.5548,8.4320002,8.3409996,,,7.6845002,11.648,,,,9.2643003,,10.5782,10.9092,9.1775999,,4.9446001
12.5462,5.9252,,,9.3043003,5.2245002,,8.585,8.4727001,8.3942003,,,7.7171001,11.7328,,,,9.3123999,,10.6666,10.9495,9.2264004,,4.9819002
12.6019,5.9594002,,,9.3692999,5.2543001,,8.6415997,8.5433998,8.4436998,,,7.7564001,11.7939,,,,9.3642998,,10.7426,11.0055,9.2716999,,5.0131001
12.6528,5.9903998,,,9.4188004,5.3037,,8.6880999,8.5946999,8.4988003,,,7.7944002,11.86,,,,9.4110003,,10.8195,11.049,9.3275003,,5.0458999
12.7126,6.0125999,,,9.5347004,5.3404999,,8.7382002,8.6394997,8.5483999,,,7.8235998,11.9115,,,,9.4617996,,10.9296,11.0959,9.3605003,,5.0771999
12.7561,6.0366998,,,9.5700998,5.3645,,8.7681999,8.6952,8.5823002,,,7.8557,11.9631,,,,9.5325003,,11.0158,11.1352,9.4076004,,5.1079998
12.8102,6.0675001,,,9.6107998,5.4035001,,8.8220997,8.7402,8.6447001,,,7.8909001,12.0312,,,,9.5764999,,11.1713,11.1735,9.4559002,,5.1329999
12.8539,6.1065998,,,9.6597996,5.4382,,8.8855,8.7940998,8.6789999,,,7.9240999,12.0928,,,,9.6275997,,11.2647,11.2245,9.5962,,5.1540999
12.9044,6.158,,,9.7102003,5.4828,,8.9469995,8.8556004,8.7550001,,,7.9521999,12.1685,,,,9.6820002,,11.3667,11.26,9.6381998,,5.1788998
12.9427,6.1845002,,,9.7521,5.5414,,8.9765997,8.9202003,8.8233995,,,7.9791999,12.2512,,,,9.7356005,,11.4735,11.3254,9.6768999,,5.2037001
13.0064,6.2097998,,,9.8470001,5.5611,,9.0170002,8.9723997,8.8453999,,,8.0361996,12.334,,,,9.7965002,,11.5706,11.3809,9.7220001,,5.2323999
13.037,6.2452998,,,9.8780003,5.5936999,,9.0489998,9.0365,8.9034004,,,8.0629997,12.4025,,,,9.8608999,,11.7547,11.4299,9.7652998,,5.2530999
13.0965,6.2674999,,,9.9273005,5.6178002,,9.0683002,9.1051998,8.9474001,,,8.0924997,12.467,,,,9.9158001,,11.8545,11.4812,9.8174,,5.2793999
13.142,6.2856998,,,10.0123,5.6459999,,9.0984001,9.1681995,8.9904003,,,8.1213999,12.542,,,,9.9763002,,11.9198,11.5274,9.8972998,,5.3287001
13.2075,6.3167,,,10.0798,5.6722999,,9.1365004,9.2231998,9.0431004,,,8.1423998,12.6079,,,,10.0302,,11.9925,11.5739,9.9413996,,5.3481998
13.2424,6.3431001,,,10.1017,5.6929998,,9.1594,9.2809,9.0955,,,8.1772003,12.6835,,,,10.0964,,12.1535,11.6252,9.9783001,,5.3759999
13.2813,6.3702002,,,10.1525,5.7270999,,9.1913004,9.3276997,9.1478004,,,8.2334003,12.7608,,,,10.1555,,12.1991,11.6706,10.0209,,5.3979001
13.3525,6.3889999,,,10.1954,5.7648001,,9.2743998,9.3885002,9.1856003,,,8.2699003,12.8142,,,,10.2119,,12.6397,11.6982,10.0649,,5.4282999
13.4054,6.4221001,,,10.2309,5.7858,,9.2974005,9.4474001,9.2300997,,,8.3077002,12.8835,,,,10.2805,,12.8713,11.7463,10.1042,,5.4628
13.4485,6.4545002,,,10.2643,5.8038998,,9.3910999,9.5060997,9.2559004,,,8.3383999,12.9631,,,,10.3563,,13.3505,11.7999,10.1954,,5.4863
13.4985,6.4784002,,,10.3306,5.8435998,,9.4327002,9.5626001,9.3067999,,,8.3813,13.0366,,,,10.4081,,13.5753,11.8523,10.2473,,5.5091
13.5382,6.5050998,,,10.3548,5.8873,,9.4533005,9.6110001,9.3540001,,,8.4162998,13.1449,,,,10.4644,,14.5431,11.8907,10.2965,,5.5439
13.5945,6.5419002,,,10.4231,5.9177999,,9.4794998,9.6589003,9.4267998,,,8.4533005,13.226,,,,10.512,,,11.9388,10.3293,,5.573
13.6572,6.5823002,,,10.4656,5.9432001,,9.5151997,9.7289,9.4715004,,,8.5025997,13.2969,,,,10.5715,,,11.9886,10.3659,,5.5893998
13.6996,6.6097999,,,10.5191,5.9721999,,9.5818996,9.7927999,9.5035,,,8.5348997,13.3765,,,,10.6205,,,12.0298,10.4174,,5.6044002
13.7614,6.6455998,,,10.5791,6.0233002,,9.6111002,9.8427,9.5726995,,,8.5702,13.4439,,,,10.6776,,,12.0653,10.4624,,5.6329002
13.7957,6.6746998,,,10.6414,6.0890999,,9.6385002,9.8877001,9.6278,,,8.6021004,13.5101,,,,10.7125,,,12.1043,10.5034,,5.6936002
13.8455,6.7080002,,,10.6749,6.1199002,,9.684,9.9279003,9.6738005,,,8.6442003,13.5745,,,,10.7628,,,12.146,10.54,,5.7199998
13.912,6.7277002,,,10.7188,6.1883001,,9.7406998,9.9968996,9.7711,,,8.6976995,13.6518,,,,10.8102,,,12.1945,10.584,,5.7495999
13.9427,6.7571998,,,10.7618,6.204,,9.7939997,10.0318,9.8243999,,,8.7356997,13.7162,,,,10.861,,,12.2303,10.6247,,5.7820001
14.0109,6.7905998,,,10.7969,6.2328,,9.8438997,10.0907,9.8982,,,8.7756004,13.7822,,,,10.9108,,,12.269,10.6674,,5.8118
14.0601,6.8105001,,,10.8328,6.2652001,,9.8872995,10.1325,9.9497995,,,8.8017998,13.8351,,,,10.986,,,12.3111,10.7062,,5.8551002
14.1263,6.8367,,,10.8872,6.2835002,,9.9517002,10.1861,9.9882002,,,8.8492002,13.897,,,,11.0368,,,12.3489,10.7476,,5.8811002
14.1806,6.8709998,,,10.9188,6.3059001,,10.009,10.2381,10.0476,,,8.8992996,13.9674,,,,11.0917,,,12.4051,10.7881,,5.9060001
14.216,6.9315,,,10.9607,6.3348999,,10.0691,10.2885,10.0942,,,8.9305,14.0374,,,,11.1644,,,12.4369,10.836,,5.9345999
14.2643,6.9538999,,,10.9945,6.3557,,10.1197,10.3452,10.2021,,,8.9706001,14.1197,,,,11.2193,,,12.4752,10.8777,,5.9684
14.3019,6.9843001,,,11.0308,6.3859,,10.1523,10.4219,10.2469,,,9.0331001,14.1986,,,,11.2694,,,12.5166,10.9159,,6.0015998
14.3481,7.0089002,,,11.0569,6.4155998,,10.1922,10.4725,10.3273,,,9.0733004,14.2752,,,,11.3323,,,12.5576,10.9528,,6.0573001
14.3885,7.0359001,,,11.0972,6.4324002,,10.2321,10.5323,10.3754,,,9.1197996,14.3716,,,,11.3868,,,12.5982,11.0022,,6.0813999
14.4215,7.0616999,,,11.1306,6.4552002,,10.2789,10.5839,10.4067,,,9.1648998,14.4547,,,,11.4485,,,12.6548,11.0427,,6.1217999
14.4623,7.1047001,,,11.1705,6.4751,,10.3133,10.6386,10.4459,,,9.1926003,14.5244,,,,11.4828,,,12.7013,11.1076,,6.1461
14.5084,7.1258998,,,11.2214,6.5036998,,10.4026,10.6828,10.4975,,,9.2353001,14.6074,,,,11.5622,,,12.7461,11.1397,,6.1725998
14.5514,7.1462002,,,11.2558,6.5289001,,10.4425,10.7593,10.5354,,,9.2719002,14.6741,,,,11.6374,,,12.7955,11.1942,,6.2101998
14.6059,7.1654,,,11.3034,6.5615001,,10.4776,10.813,10.624,,,9.3346004,14.7979,,,,11.6989,,,12.8336,11.234,,6.2343001
14.637,7.1939998,,,11.3321,6.5853,,10.5181,10.8595,10.6456,,,9.3688002,14.9005,,,,11.7409,,,12.877,11.285,,6.2677002
14.6821,7.2158999,,,11.382,6.6016998,,10.5459,10.9195,10.6768,,,9.3957005,14.9604,,,,11.8336,,,12.9228,11.3314,,6.2925
14.7263,7.2305999,,,11.4147,6.6311998,,10.5792,10.967,10.7332,,,9.4294996,,,,,11.9074,,,12.9581,11.371,,6.3332
14.7737,7.2486,,,11.4532,6.6799002,,10.6207,11.0379,10.7983,,,9.4729996,,,,,11.9612,,,13.0085,11.4114,,6.3744998
14.8136,7.2809,,,11.4864,6.7129998,,10.6685,11.0999,10.8774,,,9.5103998,,,,,12.0296,,,13.0638,11.4518,,6.4127998
14.8669,7.3151999,,,11.5291,6.7399998,,10.7215,11.1583,10.9309,,,9.5390997,,,,,12.0982,,,13.1243,11.512,,6.4559999
14.9047,7.3498001,,,11.5589,6.7625999,,10.7799,11.2049,10.9577,,,9.5754995,,,,,12.1927,,,13.1664,11.566,,6.5025001
14.9749,7.3850999,,,11.5949,6.7848001,,10.8032,11.2567,10.9995,,,9.6125002,,,,,12.2958,,,13.2097,11.5991,,6.5524998
,7.4109998,,,11.6209,6.8153,,10.8696,11.3207,11.037,,,9.6423998,,,,,12.4038,,,13.2502,11.6498,,6.6075001
,7.4649,,,11.6574,6.8397999,,10.9363,11.384,11.0945,,,9.6745996,,,,,12.4638,,,13.2948,11.688,,6.638
,7.4889002,,,11.6866,6.8681998,,10.9914,11.4275,11.1852,,,9.7222996,,,,,12.523,,,13.3459,11.7481,,6.6893001
,7.5190001,,,11.7236,6.8912001,,11.0345,11.5026,11.2406,,,9.7645998,,,,,12.6372,,,13.3987,11.7989,,6.7305999
,7.5475001,,,11.7814,6.9162998,,11.1022,11.5576,11.2617,,,9.8069,,,,,12.7457,,,13.4635,11.8457,,6.7645001
,7.5625,,,11.8386,6.9450002,,11.1291,11.5961,11.3044,,,9.8431997,,,,,12.8247,,,13.5168,11.8869,,6.8369002
,7.5974002,,,11.8838,6.9699001,,11.1867,11.6707,11.3411,,,9.8823004,,,,,12.9002,,,13.5572,11.9267,,6.8590002
,7.6355,,,11.9188,6.9924002,,11.2409,11.7467,11.4194,,,9.9188004,,,,,13.0315,,,13.6181,11.9851,,6.8934999
,7.6619,,,11.9442,7.0226998,,11.2818,11.7893,11.4531,,,9.9489002,,,,,13.3431,,,13.6549,12.0376,,6.9222999
,7.6943002,,,11.9815,7.0489001,,11.3319,11.838,11.4895,,,9.9888,,,,,13.4122,,,13.7089,12.086,,6.9457002
,7.7378998,,,12.0237,7.0709,,11.3771,11.8792,11.5918,,,10.032,,,,,13.5961,,,13.7413,12.1368,,6.9812002
,7.7698998,,,12.0716,7.0967999,,11.4082,11.9481,11.6266,,,10.0753,,,,,13.7106,,,13.784,12.1955,,7.0191998
,7.7927999,,,12.0967,7.1448998,,11.4392,12.0008,11.6768,,,10.1144,,,,,13.9356,,,13.8202,12.2584,,7.0569
,7.8171,,,12.131,7.1573,,11.4845,12.0569,11.7056,,,10.146,,,,,13.99,,,13.8606,12.3086,,7.0927
,7.8386998,,,12.165,7.1883998,,11.5278,12.0971,11.7475,,,10.193,,,,,14.0799,,,13.9031,12.3573,,7.1258001
,7.8663998,,,12.1939,7.2037001,,11.5667,12.1268,11.7976,,,10.2359,,,,,14.1804,,,13.9607,12.4116,,7.1675
,7.8887,,,12.2284,7.2399001,,11.6093,12.1676,11.837,,,10.2828,,,,,14.2515,,,13.9974,12.4654,,7.2089
,7.9092002,,,12.2584,7.2691002,,11.627,12.2115,11.875,,,10.3248,,,,,14.3132,,,14.0379,12.5205,,7.2858
,7.9257998,,,12.287,7.2946,,11.6617,12.2724,11.9405,,,10.3692,,,,,14.3986,,,14.083,12.5698,,7.3154998
,7.9530001,,,12.3122,7.3171,,11.706,12.3268,11.9779,,,10.3985,,,,,14.4733,,,14.1252,12.6066,,7.3558002
,7.9864001,,,12.3346,7.3376999,,11.7533,12.3638,12.0167,,,10.4371,,,,,14.5248,,,14.1683,12.6834,,7.4095998
,8.0121002,,,12.3753,7.3631001,,11.812,12.4372,12.0467,,,10.4765,,,,,14.6319,,,14.228,12.7273,,7.4786
,8.0536003,,,12.4121,7.3846002,,11.8604,12.4626,12.0831,,,10.5195,,,,,14.7249,,,14.2719,12.7878,,7.5283999
,8.0721998,,,12.4435,7.4211001,,11.9287,12.5023,12.1183,,,10.5628,,,,,14.8054,,,14.3256,12.8507,,7.5714002
,8.0958004,,,12.466,7.4400001,,11.9593,12.5394,12.1449,,,10.5959,,,,,14.9486,,,14.3687,12.9133,,7.6132998
,8.1167002,,,12.504,7.4688001,,12.0112,12.5764,12.1745,,,10.6302,,,,,,,,14.4036,12.974,,7.6528001
,8.1386995,,,12.5412,7.4931998,,12.0905,12.6414,12.2048,,,10.6753,,,,,,,,14.4546,13.0549,,7.6824002
,8.1676998,,,12.5782,7.5286999,,12.1705,12.6674,12.2352,,,10.7187,,,,,,,,14.5123,13.1266,,7.7357001
,8.1945,,,12.602,7.5462999,,12.2426,12.7014,12.2686,,,10.7715,,,,,,,,14.5557,13.1869,,7.7842999
,8.2137003,,,12.635,7.5759001,,12.4357,12.747,12.3021,,,10.8173,,,,,,,,14.6004,13.2482,,7.8238001
,8.2356997,,,12.7245,7.5967002,,12.4697,12.7948,12.333,,,10.8652,,,,,,,,14.6406,13.3223,,7.8710999
,8.2790003,,,12.8182,7.619,,12.7076,12.8296,12.3655,,,10.9057,,,,,,,,14.6923,13.3658,,7.9098001
,8.3062,,,12.8495,7.6366,,12.7917,12.8535,12.3978,,,10.9422,,,,,,,,14.7458,13.4266,,7.9583001
,8.3330002,,,12.8862,7.6768999,,12.9724,12.8915,12.4313,,,10.9824,,,,,,,,14.8084,13.4854,,8.0488997
,8.3702002,,,12.91,7.6961999,,13.0011,12.9204,12.4629,,,11.0207,,,,,,,,14.858,13.5455,,8.0881996
,8.3900995,,,12.9382,7.7136998,,13.0566,12.9512,12.4957,,,11.0461,,,,,,,,14.9096,13.5857,,8.1259003
,8.4120998,,,12.9679,7.7402,,13.0937,13.0147,12.5274,,,11.0813,,,,,,,,14.9845,13.6334,,8.1597004
,8.441,,,13.0182,7.7718,,13.149,13.0576,12.5608,,,11.1248,,,,,,,,,13.7043,,8.1998997
,8.4582996,,,13.0545,7.7975001,,13.2108,13.1018,12.603,,,11.1526,,,,,,,,,13.7985,,8.2364998
,8.4858999,,,13.0841,7.8259001,,13.2561,13.1326,12.6359,,,11.1924,,,,,,,,,13.8529,,8.2749004
,8.5226002,,,13.1284,7.8529,,13.275,13.1619,12.6692,,,11.2281,,,,,,,,,13.9193,,8.3128004
,8.5649996,,,13.1781,7.8892999,,13.3068,13.1939,12.7014,,,11.2559,,,,,,,,,13.984,,8.3515997
,8.5811005,,,13.2034,7.9240999,,13.3518,13.2285,12.7329,,,11.2909,,,,,,,,,14.0656,,8.3837996
,8.5991001,,,13.236,7.9390001,,13.3801,13.2801,12.7684,,,11.3283,,,,,,,,,14.1144,,8.4258003
,8.6220999,,,13.2745,7.9594998,,13.4119,13.3197,12.8028,,,11.3566,,,,,,,,,14.1789,,8.5149002
,8.6517,,,13.3207,7.9791002,,13.4601,13.3772,12.8418,,,11.3886,,,,,,,,,14.2586,,8.5535002
,8.6738997,,,13.3504,8.0061998,,13.4939,13.4145,12.8751,,,11.4224,,,,,,,,,14.3177,,8.5748997
,8.6934996,,,13.3982,8.0397997,,13.5517,13.4543,12.913,,,11.4611,,,,,,,,,14.3713,,8.6166
,8.7191,,,13.4579,8.0558996,,13.5738,13.4855,12.955,,,11.4956,,,,,,,,,14.4386,,8.6398001
,8.7469997,,,13.4938,8.0785999,,13.6162,13.5401,12.9885,,,11.5359,,,,,,,,,14.498,,8.6729002
,8.7719002,,,13.5509,8.0971003,,13.6564,13.586,13.0257,,,11.5723,,,,,,,,,14.5662,,8.7032003
,8.8041,,,13.6042,8.1096001,,13.703,13.6406,13.0595,,,11.6069,,,,,,,,,14.6308,,8.7256002
,8.8254995,,,13.6593,8.1275997,,13.7292,13.6745,13.0946,,,11.649,,,,,,,,,14.7049,,8.757
,8.8760004,,,13.7011,8.1520004,,13.7852,13.728,13.1287,,,11.6921,,,,,,,,,14.7772,,8.8376999
,8.9062996,,,13.7745,8.1752996,,13.8294,13.7648,13.1649,,,11.7275,,,,,,,,,14.8475,,8.8639002
,8.9420996,,,13.9516,8.1990004,,13.8841,13.8148,13.1996,,,11.7711,,,,,,,,,14.8975,,8.8874998
,8.9792995,,,13.9781,8.2245998,,13.9512,13.8534,13.2357,,,11.8065,,,,,,,,,14.9317,,8.9291
,9.0053997,,,14.0377,8.2484999,,14.0046,13.8933,13.2697,,,11.838,,,,,,,,,,,8.9567003
,9.0396996,,,14.0675,8.2702999,,14.0413,13.9345,13.3103,,,11.888,,,,,,,,,,,8.9789
,9.0615997,,,14.1446,8.3125,,14.0742,13.9677,13.3479,,,11.9279,,,,,,,,,,,9.0021
,9.0927,,,14.2221,8.3358002,,14.1153,14.0095,13.3833,,,11.9712,,,,,,,,,,,9.0305996
,9.1232004,,,14.2691,8.3708,,14.167,14.0422,13.4157,,,12.0035,,,,,,,,,,,9.0562
,9.1654997,,,14.4044,8.3963003,,14.2158,14.0771,13.4504,,,12.053,,,,,,,,,,,9.0804005
,9.1897001,,,14.4454,8.4175997,,14.2541,14.1156,13.4927,,,12.0828,,,,,,,,,,,9.0962
,9.2146997,,,14.4896,8.4487,,14.297,14.158,13.529,,,12.1208,,,,,,,,,,,9.1162996
,9.2551003,,,14.5407,8.4715004,,14.3585,14.2098,13.569,,,12.1533,,,,,,,,,,,9.1592999
,9.2819996,,,14.6578,8.4989996,,14.4121,14.2645,13.6042,,,12.1862,,,,,,,,,,,9.1985998
,9.3086996,,,14.6859,8.5232,,14.4522,14.3058,13.6474,,,12.2155,,,,,,,,,,,9.2180004
,9.3277998,,,14.7654,8.5494003,,14.4983,14.3561,13.6835,,,12.2465,,,,,,,,,,,9.2447004
,9.3657999,,,14.8516,8.5825996,,14.5465,14.4047,13.7274,,,12.2849,,,,,,,,,,,9.2607002
,9.3874998,,,14.883,8.5958004,,14.6165,14.4589,13.766,,,12.3168,,,,,,,,,,,9.2749996
,9.4175997,,,14.9157,8.6281996,,14.6687,14.4907,13.8009,,,12.3529,,,,,,,,,,,9.2966995
,9.4408998,,,14.9519,8.6538,,14.7648,14.5359,13.8428,,,12.4008,,,,,,,,,,,9.3437004
,9.4796,,,14.9767,8.6806002,,14.7963,14.5624,13.8775,,,12.4351,,,,,,,,,,,9.3650999
,9.5017996,,,,8.7045002,,14.8369,14.5873,13.9232,,,12.4881,,,,,,,,,,,9.3860998
,9.5228996,,,,8.7265997,,14.8712,14.6177,13.9748,,,12.5221,,,,,,,,,,,9.4126997
,9.5559998,,,,8.7418003,,14.9121,14.6699,14.0179,,,12.5516,,,,,,,,,,,9.4485998
,9.5918999,,,,8.7686996,,14.9461,14.7429,14.0596,,,12.5855,,,,,,,,,,,9.4794998
,9.6262999,,,,8.7952003,,14.9909,14.7773,14.0969,,,12.6161,,,,,,,,,,,9.5072002
,9.6581001,,,,8.8304005,,,14.8182,14.1482,,,12.6497,,,,,,,,,,,9.5372
,9.6744003,,,,8.8453999,,,14.8552,14.1909,,,12.6805,,,,,,,,,,,9.5764999
,9.7028999,,,,8.8802004,,,14.9095,14.2348,,,12.7207,,,,,,,,,,,9.6152
,9.7349997,,,,8.9103003,,,14.94,14.282,,,12.7681,,,,,,,,,,,9.6478004
