EG20230328b2,EG20230328b3,EG20230328b5,EG20230330a1,EG20230330a2,EG20230330b1,EG20230330b2,EG20230330b3,EG20230330b4,EG20230330c1,EG20230330c2,EG20230330d1,EG20230330d2,EG20230413a,EG20230413b1,EG20230413b2,EG20230413b3,EG20230413c2,EG20230413c3,EG20230413c4,EG20230413c5
,,5.5960002,11.7372,,,,,,12.8639,5.0657001,,5.7195001,,12.5538,,5.5261998,,,,3.704
,,5.6285,11.8017,,,,,,12.9102,5.1029,,5.7437,,12.6264,,5.5373998,,,,3.7281001
,,5.6413999,11.871,,,,,,12.9593,5.1261001,,5.7799001,,12.7101,,5.5630999,,,,3.7495
,,5.6785002,11.9285,,,,,,13.0013,5.1705999,,5.8025999,,12.78,,5.5714998,,,,3.7739999
,,5.6897001,11.9945,,,,,,13.0486,5.2184,,5.8326998,,12.8627,,5.5815001,,,,3.7957001
,,5.7021999,12.045,,,,,,13.1036,5.2381001,,5.8786001,,12.9374,,5.5907998,,,,3.8267
,,5.7419,12.0917,,,,,,13.1499,5.2659001,,5.8985,,13.0107,,5.6166,,,,3.8443999
,,5.7536998,12.1339,,,,,,13.1961,5.2845998,,5.9306002,,13.0831,,5.6304002,,,,3.8729999
,,5.7929001,12.188,,,,,,13.2477,5.3042002,,5.9531999,,13.1576,,5.6623998,,,,3.8972001
,,5.8288999,12.2372,,,,,,13.2913,5.3389001,,5.9886999,,13.2264,,5.6760998,,,,3.9238999
,,5.8492999,12.2841,,,,,,13.3308,5.3683,,6.0240998,,13.2986,,5.6900001,,,,3.9421999
,,5.8945999,12.3333,,,,,,13.3866,5.3881998,,6.0423999,,13.3782,,5.7101998,,,,3.9765
,,5.9233999,12.3803,,,,,,13.4426,5.4172001,,6.0797,,13.4311,,5.7282,,,,3.9935999
,,5.9370999,12.4333,,,,,,13.4946,5.4431,,6.1037002,,13.5073,,5.7447,,,,4.0211
,,5.9734998,12.4895,,,,,,13.5867,5.4741998,,6.1338,,13.5671,,5.7620001,,,,4.0391998
,,5.9928999,12.5627,,,,,,13.6517,5.4931998,,6.1724,,13.6479,,5.7715001,,,,4.0757999
,,6.0261002,12.6097,,,,,,13.7186,5.5325999,,6.1974001,,13.727,,5.7804999,,,,4.0976
,,6.0427999,12.6695,,,,,,13.799,5.5696998,,6.2346001,,13.8013,,5.8200998,,,,4.1222
,,6.0788002,12.7155,,,,,,13.8671,5.6026001,,6.2751002,,13.869,,5.8327999,,,,4.1378999
,,6.0949001,12.7802,,,,,,13.9368,5.6202998,,6.2999001,,13.9368,,5.8470001,,,,4.1684999
,,6.1353002,12.855,,,,,,14.0041,5.6462998,,6.3365002,,13.9787,,5.8593998,,,,4.1907001
,,6.1841998,12.9038,,,,,,14.0762,5.6815,,6.3838,,14.024,,5.8834,,,,4.2206998
,,6.2037001,12.9578,,,,,,14.1372,5.7017999,,6.4313998,,14.0637,,5.8968,,,,4.2358999
,,6.2433,13.0033,,,,,,14.1909,5.7224002,,6.4554,,14.1169,,5.9152002,,,,4.2523999
,,6.2714,13.0502,,,,,,14.2473,5.7779999,,6.4853001,,14.1777,,5.9355001,,,,4.2806001
,,6.2902999,13.1059,,,,,,14.2899,5.8132,,6.5279999,,14.2392,,5.9489002,,,,4.2982001
,,6.3228998,13.1574,,,,,,14.3572,5.8288999,,6.5739002,,14.3084,,5.9594998,,,,4.3246002
,,6.3438001,13.2068,,,,,,14.4149,5.8692002,,6.6420999,,14.3702,,5.9706001,,,,4.3452001
,,6.3758998,13.2517,,,,,,14.4725,5.9246998,,6.6847,,14.4357,,5.9843001,,,,4.3734002
,,6.3922,13.3242,,,,,,14.5401,5.9382,,6.7389002,,14.4992,,5.9949002,,,,4.3916998
,,6.4324002,13.3778,,,,,,14.607,5.9791002,,6.7758002,,14.5617,,6.0132999,,,,4.4198999
,,6.4473,13.4413,,,,,,14.6752,6.0036001,,6.8383002,,14.5975,,6.0299001,,,,4.4398999
,,6.4822001,13.486,,,,,,14.73,6.0222998,,6.8822999,,14.6389,,6.0489001,,,,4.4706001
,,6.4965,13.5282,,,,,,14.8085,6.0486999,,6.9247999,,14.694,,6.0672002,,,,4.4896002
,,6.5296001,13.5787,,,,,,14.8692,6.0692,,6.9535999,,14.7553,,6.1149001,,,,4.5054998
,,6.5482998,13.6385,,,,,,14.9329,6.0942001,,6.9896002,,14.8076,,6.1430998,,,,4.5296998
,,6.5832,13.6907,,,,,,14.9848,6.1243,,7.0317001,,14.8772,,6.1708999,,,,4.5437999
,,6.5948,13.7545,,,,,,,6.1499,,7.0783,,14.9328,,6.1842999,,,,4.5721998
,,6.6293998,13.8116,,,,,,,6.1763,,7.1357999,,14.9948,,6.2082,,,,4.5883999
,,6.6472001,13.86,,,,,,,6.2135,,7.1957998,,,,6.2214999,,,,4.6238999
,,6.6819,13.9045,,,,,,,6.2529998,,7.2326999,,,,6.2730999,,,,4.6462002
,,6.697,13.9551,,,,,,,6.2761998,,7.2751999,,,,6.3101001,,,,4.6718001
,,6.7251,14.0062,,,,,,,6.3182998,,7.3018999,,,,6.3305998,,,,4.6924
,,6.7393999,14.0569,,,,,,,6.3344002,,7.3330002,,,,6.3534002,,,,4.7192998
,,6.7742,14.106,,,,,,,6.3643999,,7.3919001,,,,6.3653998,,,,4.7353001
,,6.7902999,14.1558,,,,,,,6.3790002,,7.4355998,,,,6.3831,,,,4.7529001
,,6.8325,14.2035,,,,,,,6.4159002,,7.4678001,,,,6.3941998,,,,4.7765999
,,6.8485999,14.2477,,,,,,,6.4426999,,7.4895,,,,6.4028001,,,,4.7937002
,,6.8765001,14.2989,,,,,,,6.4816999,,7.5288,,,,6.4205999,,,,4.8200002
,,6.8923998,14.3518,,,,,,,6.5124998,,7.5556998,,,,6.4519,,,,4.8369002
,,6.9252,14.4035,,,,,,,6.5495,,7.5871,,,,6.4685998,,,,4.8706999
,,6.9414001,14.4718,,,,,,,6.5763998,,7.6206999,,,,6.4882998,,,,4.8864002
,,6.9762001,14.5256,,,,,,,6.6029,,7.6462998,,,,6.5118999,,,,4.9032998
,,6.9893999,14.5749,,,,,,,6.6550002,,7.6757998,,,,6.5387001,,,,4.9310002
,,7.0040998,14.6225,,,,,,,6.6662002,,7.6957002,,,,6.5689001,,,,4.9738998
,,7.0485001,14.6853,,,,,,,6.6855998,,7.7234001,,,,6.5924001,,,,4.9920001
,,7.0808001,14.7321,,,,,,,6.7055001,,7.7444,,,,6.6143999,,,,5.0226998
,,7.1018,14.787,,,,,,,6.7224002,,7.7778001,,,,6.6430001,,,,5.0356002
,,7.1412001,14.8355,,,,,,,6.7431002,,7.8046999,,,,6.6694999,,,,5.0542998
,,7.1722999,14.8793,,,,,,,6.7811999,,7.8333998,,,,6.6894002,,,,5.0762
,,7.1876998,14.9299,,,,,,,6.8158998,,7.8716998,,,,6.7158999,,,,5.1254001
,,7.2248998,14.9743,,,,,,,6.8400998,,7.8969998,,,,6.7294002,,,,5.1391001
,,7.2399001,,,,,,,,6.8764,,7.9284,,,,6.7551999,,,,5.1532001
,,7.2778001,,,,,,,,6.8994002,,7.9533,,,,6.7803001,,,,5.1757002
,,7.2884998,,,,,,,,6.9541001,,7.9861999,,,,6.7972002,,,,5.1940999
,,7.3048,,,,,,,,6.9791002,,8.0265999,,,,6.8182001,,,,5.2206998
,,7.3759999,,,,,,,,7.0184999,,8.073,,,,6.8327999,,,,5.2389002
,,7.3938999,,,,,,,,7.0360999,,8.0941,,,,6.8474998,,,,5.2546
,,7.4287,,,,,,,,7.0697999,,8.1301003,,,,6.8582001,,,,5.2792001
,,7.4401999,,,,,,,,7.0949001,,8.1538,,,,6.8702002,,,,5.3042998
,,7.4712,,,,,,,,7.1143999,,8.1808004,,,,6.8954,,,,5.3256001
,,7.4840999,,,,,,,,7.1385999,,8.2212,,,,6.9147,,,,5.3483
,,7.5036998,,,,,,,,7.1651001,,8.2438002,,,,6.9421,,,,5.3736
,,7.5434999,,,,,,,,7.2136998,,8.2819004,,,,6.9728999,,,,5.3901
,,7.5942001,,,,,,,,7.2663002,,8.3247995,,,,7.0349998,,,,5.4217
,,7.6251998,,,,,,,,7.2923002,,8.3533001,,,,7.0490999,,,,5.4373999
,,7.6466999,,,,,,,,7.3162999,,8.3838997,,,,7.0914001,,,,5.4521999
,,7.6795001,,,,,,,,7.3523002,,8.4258003,,,,7.1490998,,,,5.4726
,,7.6932001,,,,,,,,7.3779998,,8.4752998,,,,7.3168998,,,,5.487
,,7.7273998,,,,,,,,7.4053001,,8.4983997,,,,7.329,,,,5.5201001
,,7.7410998,,,,,,,,7.4259,,8.5340996,,,,7.3518,,,,5.5323
,,7.7817998,,,,,,,,7.4443998,,8.5761003,,,,7.5047002,,,,5.5493999
,,7.7983999,,,,,,,,7.4713998,,8.5976,,,,8.0272999,,,,5.5746002
,,7.8346,,,,,,,,7.4878998,,8.6337996,,,,8.0672998,,,,5.5882001
,,7.8751998,,,,,,,,7.5056,,8.6693001,,,,8.1106005,,,,5.6185002
,,7.8916001,,,,,,,,7.5256,,8.698,,,,8.1533003,,,,5.6341
,,7.9379001,,,,,,,,7.5426998,,8.7263002,,,,8.1987,,,,5.6684999
,,7.9471998,,,,,,,,7.5739002,,8.7498999,,,,8.2235003,,,,5.6914001
,,7.9554,,,,,,,,7.5970998,,8.7868004,,,,8.2587004,,,,5.7210002
,,7.9684,,,,,,,,7.6371999,,8.8224001,,,,8.3044004,,,,5.737
,,7.9769001,,,,,,,,7.6756001,,8.8406,,,,8.3579998,,,,5.7532001
,,7.9888,,,,,,,,7.7775002,,8.8720999,,,,8.4822998,,,,5.7735
,,8.0176001,,,,,,,,7.8204002,,8.8924999,,,,8.5078001,,,,5.7927999
,,8.0265999,,,,,,,,7.8520999,,8.9188004,,,,8.7620001,,,,5.8211002
,,8.0347004,,,,,,,,7.8708,,8.9358997,,,,8.7838001,,,,5.8375001
,,8.0438004,,,,,,,,7.8958001,,8.9749002,,,,8.8530998,,,,5.8764
,,8.0534,,,,,,,,7.9198999,,8.9928999,,,,8.9194002,,,,5.8961
,,8.0717001,,,,,,,,7.9762001,,9.0309,,,,8.9369001,,,,5.9225001
,,8.0818005,,,,,,,,7.9966002,,9.0698004,,,,8.9535999,,,,5.9417
,,8.0906,,,,,,,,8.04,,9.0902004,,,,8.9875002,,,,5.9685998
,,8.0997,,,,,,,,8.0642004,,9.1204004,,,,9.0052996,,,,5.9868999
,,8.1187,,,,,,,,8.1141005,,9.1471996,,,,9.0391998,,,,6.0025001
,,8.1274996,,,,,,,,8.1332998,,9.1851997,,,,9.0747004,,,,6.0235
,,8.1370001,,,,,,,,8.1662998,,9.2252998,,,,9.0876999,,,,6.0405998
,,8.1473999,,,,,,,,8.2131996,,9.2734003,,,,9.1040001,,,,6.0686002
,,8.1661997,,,,,,,,8.2308998,,9.2952003,,,,9.1131001,,,,6.0854998
,,8.1752005,,,,,,,,8.2847004,,9.3260002,,,,9.1497002,,,,6.1259999
,,8.1854,,,,,,,,8.3268995,,9.3549995,,,,9.2177,,,,6.1434002
,,8.1954002,,,,,,,,8.3701,,9.3901997,,,,9.3320999,,,,6.1722002
,,8.2044001,,,,,,,,8.3877001,,9.4298,,,,9.3611002,,,,6.1908002
,,8.2221003,,,,,,,,8.4181004,,9.4720001,,,,9.3825998,,,,6.2228999
,,8.2311001,,,,,,,,8.4521999,,9.4998999,,,,9.4134998,,,,6.2385998
,,8.2405005,,,,,,,,8.4755001,,9.5362997,,,,9.4582005,,,,6.2688999
,,8.2497997,,,,,,,,8.5117998,,9.5761995,,,,9.4825001,,,,6.2835002
,,8.2698002,,,,,,,,8.5649996,,9.6378002,,,,9.5801001,,,,6.3253999
,,8.2795,,,,,,,,8.5830002,,9.6710997,,,,9.6068001,,,,6.3449998
,,8.29,,,,,,,,8.599,,9.6948996,,,,9.6223001,,,,6.3730001
,,8.2995005,,,,,,,,8.6218004,,9.7320995,,,,9.6327,,,,6.3898001
,,8.3179998,,,,,,,,8.6484003,,9.7719002,,,,9.6434002,,,,6.4197998
,,8.3260002,,,,,,,,8.6622,,9.7941999,,,,9.6687002,,,,6.4362998
,,8.3361998,,,,,,,,8.6913004,,9.8318005,,,,9.684,,,,6.4706001
,,8.3464003,,,,,,,,8.7156,,9.8699999,,,,9.6967001,,,,6.4889002
,,8.3676004,,,,,,,,8.7519999,,9.8969002,,,,9.7144003,,,,6.5218
,,8.3774996,,,,,,,,8.7687998,,9.9285002,,,,9.7383003,,,,6.5395002
,,8.3872004,,,,,,,,8.7986002,,9.9709997,,,,9.7531004,,,,6.5686998
,,8.4202995,,,,,,,,8.8210001,,10.0206,,,,9.8677998,,,,6.585
,,8.4293003,,,,,,,,8.8411999,,10.0419,,,,9.8941002,,,,6.6283002
,,8.4382,,,,,,,,8.8698997,,10.0761,,,,9.9069004,,,,6.6461
,,8.4493999,,,,,,,,8.8914003,,10.1228,,,,9.9268999,,,,6.6745
,,8.4712,,,,,,,,8.9209995,,10.1465,,,,9.9854002,,,,6.6894999
,,8.4799995,,,,,,,,8.9722004,,10.1805,,,,10.0078,,,,6.7047
,,8.4895,,,,,,,,8.9891005,,10.2019,,,,10.0447,,,,6.7305999
,,8.5016003,,,,,,,,9.0029001,,10.2329,,,,10.1282,,,,6.7515998
,,8.5212002,,,,,,,,9.0167999,,10.2724,,,,10.1958,,,,6.7772999
,,8.5320997,,,,,,,,9.0537996,,10.2939,,,,10.2302,,,,6.7961001
,,8.5411997,,,,,,,,9.0865002,,10.3281,,,,10.2661,,,,6.8239002
,,8.5530996,,,,,,,,9.1157999,,10.3535,,,,10.2898,,,,6.8434
,,8.5692997,,,,,,,,9.1701002,,10.3861,,,,10.3256,,,,6.8709998
,,8.5783997,,,,,,,,9.1845999,,10.4267,,,,10.3693,,,,6.8868999
,,8.5872002,,,,,,,,9.2349997,,10.4499,,,,10.3861,,,,6.9046998
,,8.5979996,,,,,,,,9.2802,,10.4762,,,,10.4158,,,,6.9294
,,8.6175003,,,,,,,,9.3042002,,10.5369,,,,10.4285,,,,6.9547
,,8.6285,,,,,,,,9.3332996,,10.5776,,,,10.4406,,,,6.9716001
,,8.6370001,,,,,,,,9.3561001,,10.606,,,,10.4563,,,,6.9948001
,,8.6458998,,,,,,,,9.3739004,,10.6336,,,,10.4753,,,,7.0202999
,,8.6688004,,,,,,,,9.4183998,,10.6669,,,,10.4894,,,,7.0404
,,8.6779003,,,,,,,,9.4555998,,10.6915,,,,10.5162,,,,7.0737
,,8.6877003,,,,,,,,9.4797001,,10.7256,,,,10.5291,,,,7.0918999
,,8.6975002,,,,,,,,9.5177002,,10.752,,,,10.5499,,,,7.1164999
,,8.7194004,,,,,,,,9.5750999,,10.7827,,,,10.5762,,,,7.1325002
,,8.7287998,,,,,,,,9.6330004,,10.8272,,,,10.5975,,,,7.1743002
,,8.7403002,,,,,,,,9.6616001,,10.8695,,,,10.6368,,,,7.1940999
,,8.7545004,,,,,,,,9.6759005,,10.8928,,,,10.6731,,,,7.2203002
,,8.7727003,,,,,,,,9.7215996,,10.9244,,,,10.6921,,,,7.2363
,,8.7823,,,,,,,,9.7883997,,10.9443,,,,10.7098,,,,7.2708001
,,8.7936001,,,,,,,,9.8034,,10.9798,,,,10.7332,,,,7.2852001
,,8.8028002,,,,,,,,9.8312998,,11.0034,,,,10.7789,,,,7.3035002
,,8.8224001,,,,,,,,9.8634005,,11.0461,,,,10.8116,,,,7.3248
,,8.8332996,,,,,,,,9.9148998,,11.0906,,,,10.8336,,,,7.3449998
,,8.8439999,,,,,,,,9.9540005,,11.1267,,,,10.8463,,,,7.3754001
,,8.8548002,,,,,,,,9.9868002,,11.182,,,,10.8738,,,,7.3924999
,,8.8715,,,,,,,,10.0137,,11.2186,,,,10.9184,,,,7.4194002
,,8.8804998,,,,,,,,10.0437,,11.2445,,,,10.9779,,,,7.4342999
,,8.8935003,,,,,,,,10.0895,,11.2783,,,,11.02,,,,7.4686999
,,8.9036999,,,,,,,,10.1169,,11.3049,,,,11.0986,,,,7.4878998
,,8.9225998,,,,,,,,10.1338,,11.3408,,,,11.3687,,,,7.5184002
,,8.9331999,,,,,,,,10.168,,11.3753,,,,11.3996,,,,7.5409999
,,8.9431,,,,,,,,10.246,,11.4162,,,,11.4915,,,,7.5689998
,,8.9555998,,,,,,,,10.2712,,11.4413,,,,11.5384,,,,7.5904002
,,8.9789,,,,,,,,10.3221,,11.4861,,,,11.7289,,,,7.6171999
,,8.9910002,,,,,,,,10.3808,,11.5303,,,,11.7637,,,,7.6332002
,,9.0022001,,,,,,,,10.4336,,11.571,,,,12.1656,,,,7.6736002
,,9.0228996,,,,,,,,10.4558,,11.5962,,,,12.2925,,,,7.6935
,,9.0339003,,,,,,,,10.4747,,11.6314,,,,12.4245,,,,7.7191
,,9.0446997,,,,,,,,10.5026,,11.6742,,,,12.4892,,,,7.7330999
,,9.0550003,,,,,,,,10.5345,,11.7218,,,,12.5455,,,,7.7765999
,,9.0747995,,,,,,,,10.5793,,11.7486,,,,12.5645,,,,7.7916002
,,9.0876999,,,,,,,,10.5952,,11.7851,,,,12.6738,,,,7.8199
,,9.1054001,,,,,,,,10.6188,,11.8267,,,,12.7084,,,,7.8435001
,,9.1217003,,,,,,,,10.646,,11.8531,,,,12.8346,,,,7.8755002
,,9.1360998,,,,,,,,10.6687,,11.8902,,,,12.8828,,,,7.8920002
,,9.1487999,,,,,,,,10.7234,,11.9343,,,,12.897,,,,7.9231
,,9.1700001,,,,,,,,10.7414,,11.9728,,,,12.9142,,,,7.9400001
,,9.1822004,,,,,,,,10.7889,,12.0005,,,,12.9319,,,,7.9695001
,,9.1976004,,,,,,,,10.8208,,12.0257,,,,12.9478,,,,7.9980001
,,9.2222996,,,,,,,,10.8857,,12.0647,,,,12.9706,,,,8.0222998
,,9.2328997,,,,,,,,10.9186,,12.0949,,,,12.9856,,,,8.0372
,,9.2426996,,,,,,,,10.9375,,12.1275,,,,12.9985,,,,8.0537996
,,9.2686005,,,,,,,,10.9743,,12.1582,,,,13.0249,,,,8.0735998
,,9.2771997,,,,,,,,10.9925,,12.1838,,,,13.0431,,,,8.0921001
,,9.2916002,,,,,,,,11.0552,,12.2123,,,,13.1983,,,,8.1225004
,,9.3163996,,,,,,,,11.0706,,12.2363,,,,13.2869,,,,8.1401997
,,9.3267002,,,,,,,,11.1348,,12.2627,,,,13.3187,,,,8.1696997
,,9.3395996,,,,,,,,11.1794,,12.2879,,,,13.3789,,,,8.1892996
,,9.3518,,,,,,,,11.2094,,12.3157,,,,13.4137,,,,8.2194004
,,9.3754997,,,,,,,,11.2316,,12.3541,,,,13.4472,,,,8.2360001
,,9.3871002,,,,,,,,11.2682,,12.381,,,,13.5426,,,,8.2537003
,,9.3979998,,,,,,,,11.2856,,12.4058,,,,13.5642,,,,8.2762003
,,9.4222002,,,,,,,,11.3132,,12.4315,,,,13.5838,,,,8.2936001
,,9.4336004,,,,,,,,11.3523,,12.4601,,,,13.6098,,,,8.3200998
,,9.4462996,,,,,,,,11.3679,,12.4873,,,,13.6459,,,,8.335
,,9.4553003,,,,,,,,11.3865,,12.5145,,,,13.6662,,,,8.3529997
,,9.4751997,,,,,,,,11.4047,,12.5424,,,,13.7778,,,,8.3808002
,,9.4878998,,,,,,,,11.4335,,12.5721,,,,13.8321,,,,8.3941002
,,9.4981003,,,,,,,,11.4652,,12.595,,,,13.8839,,,,8.4200001
,,9.5220003,,,,,,,,11.4829,,12.6175,,,,13.9221,,,,8.4364996
,,9.5321999,,,,,,,,11.495,,12.6404,,,,13.945,,,,8.4521999
,,9.5457001,,,,,,,,11.5164,,12.675,,,,13.9848,,,,8.4747
,,9.5672998,,,,,,,,11.5465,,12.7041,,,,14.0601,,,,8.4955997
,,9.5773001,,,,,,,,11.5716,,12.7323,,,,14.2595,,,,8.5286999
,,9.5918999,,,,,,,,11.5874,,12.7604,,,,,,,,8.5452995
,,9.6015997,,,,,,,,11.614,,12.7886,,,,,,,,8.5704002
,,9.6253004,,,,,,,,11.6388,,12.8146,,,,,,,,8.5896997
,,9.6388998,,,,,,,,11.6654,,12.8465,,,,,,,,8.6213999
,,9.6527996,,,,,,,,11.7115,,12.8809,,,,,,,,8.6339998
,,9.6784,,,,,,,,11.7326,,12.9066,,,,,,,,8.6496
,,9.6899004,,,,,,,,11.7716,,12.937,,,,,,,,8.6723003
,,9.6993999,,,,,,,,11.8045,,12.9613,,,,,,,,8.6893997
,,9.7282,,,,,,,,11.8293,,13.0039,,,,,,,,8.7056999
,,9.7381001,,,,,,,,11.8671,,13.028,,,,,,,,8.7276001
,,9.7735004,,,,,,,,11.9151,,13.0626,,,,,,,,8.7456999
,,9.7861004,,,,,,,,11.9347,,13.0902,,,,,,,,8.7694998
,,9.7996998,,,,,,,,11.9545,,13.115,,,,,,,,8.7865
,,9.8247995,,,,,,,,11.9807,,13.1431,,,,,,,,8.8051004
,,9.8385,,,,,,,,12.0049,,13.1678,,,,,,,,8.8332996
,,9.8515997,,,,,,,,12.0179,,13.1953,,,,,,,,8.8493004
,,9.8736,,,,,,,,12.0383,,13.2236,,,,,,,,8.8732996
,,9.8837996,,,,,,,,12.0582,,13.2453,,,,,,,,8.8924999
,,9.9020996,,,,,,,,12.0815,,13.2729,,,,,,,,8.9233999
,,9.9265003,,,,,,,,12.1252,,13.2956,,,,,,,,8.9401999
,,9.9401999,,,,,,,,12.149,,13.3196,,,,,,,,8.9547005
,,9.9540997,,,,,,,,12.1731,,13.3445,,,,,,,,8.9768
,,9.9764004,,,,,,,,12.2078,,13.3815,,,,,,,,8.9921999
,,9.9889002,,,,,,,,12.2424,,13.41,,,,,,,,9.0218
,,10.0027,,,,,,,,12.2605,,13.4377,,,,,,,,9.0438004
,,10.0276,,,,,,,,12.2737,,13.4617,,,,,,,,9.0706997
,,10.0408,,,,,,,,12.2954,,13.4883,,,,,,,,9.0897999
,,10.0556,,,,,,,,12.3145,,13.5236,,,,,,,,9.1204004
,,10.0787,,,,,,,,12.3286,,13.545,,,,,,,,9.1337004
,,10.0943,,,,,,,,12.3751,,13.5797,,,,,,,,9.1549997
,,10.1214,,,,,,,,12.3943,,13.6094,,,,,,,,9.1768999
,,10.1371,,,,,,,,12.4456,,13.6394,,,,,,,,9.1996002
,,10.1528,,,,,,,,12.4706,,13.67,,,,,,,,9.2284002
,,10.1753,,,,,,,,12.5058,,13.6975,,,,,,,,9.2428999
,,10.1915,,,,,,,,12.5314,,13.7222,,,,,,,,9.2716999
,,10.2049,,,,,,,,12.5584,,13.7522,,,,,,,,9.2925997
,,10.227,,,,,,,,12.6079,,13.7851,,,,,,,,9.3241997
,,10.2414,,,,,,,,12.63,,13.8089,,,,,,,,9.3428001
,,10.2732,,,,,,,,12.6584,,13.8349,,,,,,,,9.3737001
,,10.2867,,,,,,,,12.7047,,13.8599,,,,,,,,9.3937998
,,10.3356,,,,,,,,12.7539,,13.8877,,,,,,,,9.4195995
,,10.3546,,,,,,,,12.7724,,13.9173,,,,,,,,9.4431
,,10.3841,,,,,,,,12.8118,,13.948,,,,,,,,9.4672003
,,10.4265,,,,,,,,12.841,,13.9746,,,,,,,,9.4839001
,,10.4453,,,,,,,,12.8542,,13.9996,,,,,,,,9.5187998
,,10.4788,,,,,,,,12.8792,,14.0315,,,,,,,,9.5354996
,,10.4943,,,,,,,,12.9241,,14.0571,,,,,,,,9.5692997
,,10.5666,,,,,,,,12.9714,,14.0815,,,,,,,,9.5844002
,,10.593,,,,,,,,12.9984,,14.1116,,,,,,,,9.6036997
,,10.6876,,,,,,,,13.0257,,14.1368,,,,,,,,9.6339998
,,10.7308,,,,,,,,13.0581,,14.1681,,,,,,,,9.677
,,10.8224,,,,,,,,13.0995,,14.194,,,,,,,,9.6991997
,,10.9032,,,,,,,,13.1263,,14.2229,,,,,,,,9.7259998
,,11.0666,,,,,,,,13.1463,,14.2477,,,,,,,,9.7447996
,,11.0874,,,,,,,,13.1881,,14.2767,,,,,,,,9.7789001
,,11.1353,,,,,,,,13.2052,,14.3089,,,,,,,,9.7990999
,,11.1944,,,,,,,,13.2576,,14.3431,,,,,,,,9.8270998
,,11.2274,,,,,,,,13.3031,,14.3792,,,,,,,,9.8462
,,11.2475,,,,,,,,13.3272,,14.4119,,,,,,,,9.8723001
,,11.2903,,,,,,,,13.3604,,14.4389,,,,,,,,9.8886003
,,11.3293,,,,,,,,13.3769,,14.468,,,,,,,,9.9053001
,,11.3409,,,,,,,,13.4006,,14.4993,,,,,,,,9.9302998
,,11.3819,,,,,,,,13.4396,,14.5279,,,,,,,,9.9518003
,,11.4317,,,,,,,,13.472,,14.5538,,,,,,,,9.9757004
,,11.4531,,,,,,,,13.5074,,14.5869,,,,,,,,9.9979
,,11.5674,,,,,,,,13.5655,,14.6182,,,,,,,,10.0236
,,11.5953,,,,,,,,13.5807,,14.6464,,,,,,,,10.0407
,,11.6836,,,,,,,,13.5988,,14.6729,,,,,,,,10.07
,,11.7017,,,,,,,,13.6468,,14.7042,,,,,,,,10.093
,,11.7765,,,,,,,,13.6905,,14.7338,,,,,,,,10.124
,,11.7958,,,,,,,,13.7185,,14.7646,,,,,,,,10.1423
,,11.8475,,,,,,,,13.7396,,14.7956,,,,,,,,10.174
,,11.8845,,,,,,,,13.7588,,14.8254,,,,,,,,10.1975
,,11.9181,,,,,,,,13.8005,,14.8512,,,,,,,,10.2263
,,11.9527,,,,,,,,13.8618,,14.8787,,,,,,,,10.2432
,,11.9905,,,,,,,,13.9179,,14.9102,,,,,,,,10.2704
,,12.0453,,,,,,,,13.9528,,14.9362,,,,,,,,10.289
,,12.0577,,,,,,,,14.0071,,14.9618,,,,,,,,10.3212
,,12.0825,,,,,,,,14.0271,,14.9864,,,,,,,,10.3377
,,12.1146,,,,,,,,14.0393,,,,,,,,,,10.3657
,,12.1372,,,,,,,,14.0917,,,,,,,,,,10.3798
,,12.1552,,,,,,,,14.1134,,,,,,,,,,10.3992
,,12.1917,,,,,,,,14.1298,,,,,,,,,,10.4189
,,12.2191,,,,,,,,14.1624,,,,,,,,,,10.4379
,,12.2379,,,,,,,,14.2247,,,,,,,,,,10.4549
,,12.2767,,,,,,,,14.2562,,,,,,,,,,10.478
,,12.2996,,,,,,,,14.2707,,,,,,,,,,10.4976
,,12.3295,,,,,,,,14.2974,,,,,,,,,,10.5218
,,12.353,,,,,,,,14.3192,,,,,,,,,,10.5426
,,12.374,,,,,,,,14.3383,,,,,,,,,,10.5717
,,12.4014,,,,,,,,14.3757,,,,,,,,,,10.5876
,,12.4268,,,,,,,,14.4049,,,,,,,,,,10.605
,,12.4445,,,,,,,,14.4414,,,,,,,,,,10.6251
,,12.48,,,,,,,,14.4817,,,,,,,,,,10.6448
,,12.4883,,,,,,,,14.5192,,,,,,,,,,10.6676
,,12.5101,,,,,,,,14.5447,,,,,,,,,,10.6891
,,12.536,,,,,,,,14.5772,,,,,,,,,,10.7175
,,12.5499,,,,,,,,14.5926,,,,,,,,,,10.738
,,12.5749,,,,,,,,14.6346,,,,,,,,,,10.765
,,12.5999,,,,,,,,14.6612,,,,,,,,,,10.7802
,,12.6339,,,,,,,,14.6903,,,,,,,,,,10.7978
,,12.6602,,,,,,,,14.7041,,,,,,,,,,10.8243
,,12.6818,,,,,,,,14.7292,,,,,,,,,,10.8385
,,12.7014,,,,,,,,14.765,,,,,,,,,,10.866
,,12.7239,,,,,,,,14.781,,,,,,,,,,10.8823
,,12.753,,,,,,,,14.823,,,,,,,,,,10.9016
,,12.7773,,,,,,,,14.8585,,,,,,,,,,10.9226
,,12.8009,,,,,,,,14.8927,,,,,,,,,,10.9432
,,12.8337,,,,,,,,14.9086,,,,,,,,,,10.9719
,,12.853,,,,,,,,14.9248,,,,,,,,,,10.995
,,12.8747,,,,,,,,14.9396,,,,,,,,,,11.0232
