20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
4.7556,,10.273,,8.6314001,7.0581999,14.6525,2.6185999,12.8176,,6.4528999,8.5503998,,8.7804003,14.2784,4.4236002,10.3772,5.7810001,9.1671,3.6204,5.3933001,,13.4819,12.1209,5.2807999,8.4441004,12.987,10.6598,12.8065,11.2955,,12.3782,6.2080998,,4.2783999,6.5858002,3.9319999,
4.7765002,,10.3312,,8.6646996,7.1076002,14.7281,2.6347001,12.8629,,6.4728999,8.5816002,,8.8256998,14.344,4.4436002,10.4304,5.8326998,9.2213001,3.6387,5.4204001,,13.5747,12.1506,5.3239999,8.4797001,13.0575,10.7289,12.8679,11.3546,,12.4369,6.2567,,4.2993002,6.6231999,3.9497001,
4.7950001,,10.3595,,8.7054005,7.1571999,14.833,2.6484001,12.909,,6.4919,8.6345997,,8.8647003,14.4119,4.4615002,10.4716,5.8558998,9.2665005,3.6564,5.4408998,,13.6503,12.1816,5.3460999,8.5214996,13.1067,10.7833,12.9264,11.4227,,12.5048,6.2975998,,4.3235998,6.6472998,3.9677,
4.8225999,,10.3941,,8.7381001,7.1824002,14.8935,2.661,12.9535,,6.5152001,8.6604004,,8.9275999,14.4692,4.4801002,10.5237,5.8818998,9.3168001,3.6742001,5.4640999,,13.7162,12.2082,5.3692999,8.5560999,13.1721,10.8447,12.9924,11.4792,,12.5649,6.3016,,4.3435998,6.6810999,3.9860001,
4.8432002,,10.4491,,8.7785997,7.2070999,14.9717,2.6747999,13.0001,,6.5447001,8.6932001,,8.9609003,14.529,4.5226998,10.5675,5.9295998,9.3502998,3.6919,5.4886999,,13.7825,12.2192,5.3943,8.6135998,13.241,10.8946,13.0545,11.5414,,12.6236,6.3165002,,4.3646002,6.7226,4.0058999,
4.8743,,10.4966,,8.8315001,7.2477002,,2.6865001,13.0609,,6.5681,8.7470999,,8.9904003,14.5923,4.5450001,10.6279,5.9519,9.3931999,3.7149,5.5221,,13.8511,12.2533,5.4254999,8.6427002,13.2885,10.9529,13.1192,11.5982,,12.6827,6.3558002,,4.3845,6.7477999,4.0219002,
4.8941002,,10.5552,,8.8687,7.2544999,,2.6989,13.1163,,6.6422,8.7785997,,9.0478001,14.6389,4.5640001,10.6728,5.9769001,9.4286003,3.7319,5.5495,,13.9313,12.2838,5.4446001,8.6752005,13.3517,11.0558,13.18,11.6552,,12.7402,6.3713002,,4.4033999,6.7845998,4.0425,
4.9201002,,10.5985,,8.9302998,7.257,,2.7228,13.1742,,6.6609001,8.8044004,,9.0809002,14.6964,4.5843,10.7296,6.0019999,9.4684,3.7504001,5.5799999,,14.0083,12.3135,5.4707999,8.7271996,13.4252,11.1036,13.2521,11.7022,,12.8038,6.4047999,,4.4243999,6.8249002,4.0620999,
4.9383001,,10.6624,,8.9643002,7.3073001,,2.7375,13.2306,,6.6868,8.8501997,,9.1393003,14.7468,4.6170001,10.7682,6.0366001,9.5214005,3.7681999,5.6156998,,14.0763,12.3438,5.4899001,8.7778997,13.4918,11.1533,13.3138,11.7587,,12.8615,6.4335999,,4.4463,6.8579001,4.0809002,
4.9664001,,10.7469,,9.0026999,7.3383999,,2.7507999,13.2856,,6.7214999,8.8787003,,9.1742001,14.7936,4.6374998,10.8328,6.0626998,9.5762997,3.7865,5.6367002,,14.1487,12.3817,5.526,8.8206997,13.5583,11.202,13.3726,11.8232,,12.9213,6.4823999,,4.4658999,6.8853998,4.1170998,
4.9865999,,10.7894,,9.0488997,7.3576999,,2.7648001,13.3517,,6.7498002,8.9376001,,9.2337999,14.8595,4.658,10.8638,6.0935998,9.6195002,3.8127999,5.6605,,14.2309,12.4181,5.5462999,8.8458004,13.6276,11.2534,13.4311,11.8735,,12.9837,6.4994001,,4.4856,6.9242001,4.1363001,
5.0194001,,10.8445,,9.0854998,7.4068999,,2.7781,13.4051,,6.7820001,8.9643002,,9.2615004,14.9139,4.6771998,10.9289,6.1339998,9.6534004,3.8285,5.6880999,,14.2854,12.4504,5.5721002,8.8855,13.6957,11.3026,13.4913,11.9284,,13.0495,6.507,,4.5163002,6.9513001,4.1554999,
5.0497999,,10.8917,,9.1339998,7.4528999,,2.7911999,13.4589,,6.7976999,9.0047998,,9.2921,14.9756,4.6998,10.976,6.1619,9.6953001,3.8485,5.7192998,,14.3133,12.4837,5.5998998,8.9287996,13.7599,11.3543,13.5518,11.9839,,13.1107,6.5377998,,4.5351,6.9847002,4.1761999,
5.0668001,,10.954,,9.1723003,7.4871998,,2.8038001,13.527,,6.8509002,9.0502005,,9.3666,,4.7237,11.0283,6.1837001,9.7301998,3.8661001,5.7417998,,14.3857,12.5115,5.6345,8.9778004,13.8161,11.4343,13.6146,12.0388,,13.1779,6.5882001,,4.5545998,7.0265999,4.1954999,
5.0888,,11.0033,,9.2271996,7.5078001,,2.8210001,13.5787,,6.8741999,9.0790005,,9.6722002,,4.7410998,11.0713,6.2361002,9.7700996,3.8843999,5.7722001,,14.4552,12.5438,5.6540999,9.0240002,13.8813,11.4806,13.6818,12.0943,,13.2432,6.5939002,,4.5721998,7.0549998,4.2164001,
5.1125002,,11.0579,,9.2646999,7.5528002,,2.8371999,13.6421,,6.9008002,9.1358004,,9.7217999,,4.7607002,11.1259,6.2589998,9.8204002,3.9031,5.7995,,14.5219,12.5717,5.6722999,9.0699997,13.9486,11.5422,13.742,12.1457,,13.3015,6.6097002,,4.5900002,7.0901999,4.2344999,
5.1329002,,11.1521,,9.3311996,7.5612998,,2.8506,13.6923,,6.9330001,9.1716995,,9.7582998,,4.7803001,11.1613,6.2887001,9.8619003,3.9212999,5.8239999,,14.5826,12.6036,5.6950002,9.1174002,14.0108,11.5879,13.803,12.1984,,13.3695,6.6490002,,4.6181002,7.1265998,4.2528,
5.1539001,,11.2187,,9.3706999,7.6093001,,2.8635001,13.7412,,6.9545999,9.2068005,,9.7953997,,4.8035998,11.2238,6.3316998,9.9047003,3.9366,5.8513999,,14.6527,12.6347,5.7283001,9.1559,14.0734,11.6453,13.8657,12.2535,,13.4196,6.6925998,,4.6357999,7.1606002,4.2722001,
5.1760001,,11.2614,,9.4293003,7.6573,,2.8756001,13.8058,,6.9851999,9.2426004,,9.8746004,,4.8262,11.2661,6.3571,9.9411001,3.9528999,5.8757,,14.717,12.6855,5.7514,9.2052002,14.1355,11.6964,13.9244,12.3051,,13.4288,6.6971002,,4.6566,7.1932998,4.2915001,
5.2244,,11.3338,,9.4735003,7.7065001,,2.8872001,13.8651,,7.0620999,9.2791004,,9.9575996,,4.8484998,11.3358,6.3818002,9.9890003,3.9695001,5.8999,,14.7921,12.714,5.7733998,9.2391996,14.1951,11.7513,13.9898,12.3573,,13.4938,6.7090001,,4.6753998,7.2249999,4.3111,
5.2435002,,11.3837,,9.5281,7.7301002,,2.8992,13.9348,,7.0801001,9.3374004,,9.9860001,,4.8674998,11.3947,6.4322,10.0239,3.9870999,5.9257998,,14.8698,12.7374,5.8397999,9.2721996,14.2481,11.7996,14.0551,12.4078,,13.561,6.7494998,,4.6947999,7.2614002,4.3313999,
5.27,,11.4397,,9.5678997,7.7579002,,2.9219999,13.9925,,7.1269002,9.3676004,,10.0498,,4.8878002,11.4406,6.4576001,10.0671,4.0046,5.9506001,,14.9253,12.7627,5.8594999,9.3154001,14.3121,11.8571,14.116,12.4641,,13.6315,6.7936001,,4.7200999,7.2912998,4.3513999,
5.2891002,,11.4902,,9.6303997,7.802,,2.9372001,14.0541,,7.1417999,9.4425001,,10.0929,,4.9157,11.4853,6.4844999,10.123,4.0212998,5.9754,,,12.7942,5.8902001,9.3618002,14.3699,11.9301,14.1768,12.5162,,13.712,6.7982001,,4.7410002,7.3274999,4.3731999,
5.3203001,,11.5334,,9.6659002,7.8108001,,2.9498999,14.1051,,7.1616001,9.4726,,10.1644,,4.9359002,11.5397,6.5251999,10.1649,4.0394001,6.0019002,,,12.8277,5.9250998,9.4125996,14.4231,11.9798,14.2377,12.5666,,13.7736,6.8097,,4.7596002,7.3579998,4.3951001,
5.3372998,,11.5729,,9.7025995,7.8571,,2.9642999,14.1566,,7.1809001,9.5021,,10.2288,,4.9559999,11.5761,6.5503001,10.2209,4.0574002,6.0272002,,,12.8686,5.9488001,9.4566002,14.4725,12.0321,14.2997,12.6235,,13.8385,6.8555002,,4.7807002,7.3874998,4.4155002,
5.3606,,11.6406,,9.7444,7.9050002,,2.9769001,14.2021,,7.2396998,9.552,,10.2663,,4.9762001,11.6366,6.5753002,10.261,4.079,6.0545001,,,12.9017,5.9734998,9.5109997,14.5274,12.0811,14.3577,12.6809,,13.9048,6.8832002,,4.8227,7.4250998,4.4337001,
5.3801999,,11.692,,9.7827997,7.9563999,,2.9895999,14.2468,,7.2637,9.5833998,,10.2938,,4.9987998,11.6832,6.6023002,10.3179,4.0948,6.0826998,,,12.9515,5.9963002,9.5483999,14.5912,12.1306,14.4165,12.7358,,13.9758,6.9060998,,4.8414001,7.4520998,4.4538002,
5.4036002,,11.7402,,9.8318005,8.0080996,,3.0215001,14.3103,,7.2863002,9.6478996,,10.3553,,5.0296998,11.7379,6.6402001,10.3606,4.1150999,6.1152,,,12.9843,6.0289998,9.5829,14.6558,12.1769,14.4808,12.785,,14.0489,6.9301,,4.8618999,7.4868002,4.4745998,
5.4259,,11.7811,,9.8681002,8.0516005,,3.0336001,14.3714,,7.3083,9.6791,,10.3852,,5.0503001,11.7899,6.6657,10.4416,4.132,6.1384001,,,13.0211,6.0558,9.6358004,14.7249,12.223,14.5424,12.837,,14.122,6.9706998,,4.8832998,7.5275998,4.4954,
5.4463,,11.8385,,9.9025002,8.0598001,,3.0469999,14.4312,,7.3319001,9.7320995,,10.4481,,5.0713,11.8333,6.6942,10.4834,4.1497002,6.1629,,,13.0565,6.0760999,9.6808996,14.7882,12.2725,14.6053,12.8916,,14.1867,6.9892001,,4.9028001,7.5588002,4.5156002,
5.4702001,,11.8984,,9.9447002,8.0811005,,3.0618,14.4908,,7.3568001,9.7628002,,10.5271,,5.0911002,11.8805,6.7361002,10.5249,4.1676002,6.1889,,,13.0887,6.1029,9.7191,14.855,12.3191,14.6629,12.9443,,14.2616,7.0068002,,4.9257002,7.5964999,4.5362,
5.4907999,,11.949,,9.9843998,8.1077003,,3.0755999,14.554,,7.3822999,9.7881002,,10.5765,,5.1205001,11.9391,6.7660999,10.5616,4.1845999,6.2200999,,,13.1278,6.1336999,9.7620001,14.9292,12.3705,14.7241,12.9824,,14.328,7.0387998,,4.9457998,7.6285,4.5563998,
5.5184999,,11.9997,,10.0328,8.1515999,,3.0901,14.6011,,7.4519,9.8473997,,10.6428,,5.1398001,11.9891,6.7940998,10.6022,4.2020998,6.2498002,,,13.1554,6.1596999,9.8128004,,12.4199,14.7789,13.0474,,14.3935,7.0815001,,4.9653001,7.6595001,4.5767002,
5.5372,,12.0488,,10.0711,8.1612997,,3.1034999,14.6562,,7.4885001,9.8789997,,10.6805,,5.1631999,12.0442,6.8341999,10.64,4.2191,6.277,,,13.1865,6.1785998,9.8480997,,12.4709,14.8413,13.1005,,14.4471,7.0879998,,4.9847999,7.6911001,4.5984998,
5.5602002,,12.0894,,10.1286,8.2020998,,3.1210999,14.7133,,7.5363002,9.9334002,,10.7243,,5.1845999,12.0901,6.8610001,10.6854,4.2379999,6.3143001,,,13.2185,6.2026,9.8888998,,12.5202,14.9029,13.1566,,14.4933,7.1079001,,5.0177002,7.7272,4.6157999,
5.5804,,12.1311,,10.1638,8.2292995,,3.1338,14.7683,,7.5690999,9.9637003,,10.7511,,5.2181001,12.1419,6.8853998,10.7263,4.2551999,6.3382001,,,13.2507,6.2382002,9.9216003,,12.5669,14.9648,13.21,,14.5093,7.1454,,5.0377998,7.7553,4.6370001,
5.6043,,12.1705,,10.198,8.2575998,,3.1473,14.8314,,7.5900002,9.9989004,,10.7869,,5.2406001,12.2078,6.9247999,10.7664,4.2733998,6.3656998,,,13.2812,6.2607999,9.9525995,,12.6166,,13.263,,14.5742,7.1946001,,5.0584998,7.7897,4.6571999,
5.6255002,,12.2137,,10.238,8.3070002,,3.1605999,14.9073,,7.6575999,10.0462,,10.8884,,5.2610998,12.255,6.9506001,10.8197,4.2919002,6.3938999,,,13.3232,6.2926002,9.9877996,,12.6652,,13.321,,14.6379,7.1993999,,5.0791998,7.8264999,4.6774998,
5.6452999,,12.2594,,10.2736,8.3264999,,3.1788001,14.9761,,7.6739001,10.0757,,10.944,,5.2823,12.2964,6.9784002,10.8553,4.3130002,6.4197998,,,13.3426,6.3316998,10.0214,,12.7097,,13.3828,,14.7076,7.2075,,5.0994,7.8594999,4.697,
5.6689,,12.3105,,10.3318,8.3345003,,3.1912,,,7.6975999,10.1357,,10.9751,,5.3249002,12.3393,7.0282001,10.894,4.3291001,6.4466,,,13.3691,6.3506999,10.0552,,12.758,,13.4449,,14.7764,7.2456002,,5.1236,7.8906999,4.7131,
5.697,,12.3456,,10.3663,8.3570004,,3.2047,,,7.7206001,10.1631,,11.0309,,5.3484998,12.3864,7.0549998,10.9342,4.3464999,6.4775,,,13.3754,6.3888001,10.1018,,12.8056,,13.4994,,14.8479,7.2923002,,5.1431999,7.9254999,4.7335,
5.7233,,12.3856,,10.4043,8.3839998,,3.2207,,,7.7364001,10.1906,,11.0684,,5.3695002,12.4317,7.0812001,10.9719,4.3635998,6.5035,,,13.4139,6.4253001,10.1391,,12.8509,,13.5542,,14.9079,7.2986002,,5.1630001,7.9533,4.7546,
5.7441001,,12.4164,,10.4418,8.4069996,,3.2337,,,7.7653999,10.2485,,11.1046,,5.3922,12.477,7.1290002,11.022,4.3787999,6.5279002,,,13.4417,6.4491,10.1865,,12.8988,,13.6069,,14.9668,7.3087001,,5.1820998,7.9811001,4.7765002,
5.7620001,,12.4626,,10.4802,8.4319,,3.2460001,,,7.8042998,10.2775,,11.1734,,5.4208999,12.479,7.1542001,11.0643,4.3962002,6.5514998,,,13.4773,6.4784999,10.2259,,12.9463,,13.6741,,,7.3492999,,5.1999002,8.0216999,4.7965002,
5.7806001,,12.5066,,10.5313,8.4582005,,3.2590001,,,7.8477001,10.3486,,11.2213,,5.4415998,12.5276,7.1767998,11.1043,4.4151001,6.5755,,,13.5165,6.4994001,10.2683,,12.9927,,13.7404,,,7.3972998,,5.2238002,8.0504999,4.8147998,
5.8025999,,12.5409,,10.5614,8.4893999,,3.2707,,,7.8706002,10.3745,,11.2543,,5.4635,12.5428,7.2045002,11.1432,4.4324999,6.6029,,,13.5533,6.5293002,10.3091,,13.0382,,13.8014,,,7.3997002,,5.243,8.0833998,4.8316998,
5.8270998,,12.5843,,10.5951,8.5077,,3.2815001,,,7.8961,10.3997,,11.2902,,5.4850998,12.5731,7.2371998,11.1831,4.4499998,6.6264,,,13.5795,6.5482001,10.3556,,13.0813,,13.85,,,7.4116998,,5.2631998,8.1273003,4.8501,
5.8491998,,12.6246,,10.64,8.5393,,3.2936001,,,7.9103999,10.4454,,11.3571,,5.5165,12.6174,7.2624002,11.2266,4.4679999,6.6493001,,,13.6208,6.5696998,10.3977,,13.1258,,13.9006,,,7.4569998,,5.2837,8.1591997,4.8706002,
5.8720999,,12.6727,,10.6805,8.5574999,,3.3215001,,,7.9422002,10.4818,,11.3865,,5.5369,12.6697,7.2879,11.2719,4.4850998,6.677,,,13.6528,6.5918999,10.4337,,13.1695,,13.9518,,,7.4886999,,5.3044,8.1905003,4.8919001,
5.8906002,,12.71,,10.7326,8.6065998,,3.3353,,,7.9671001,10.5476,,11.4356,,5.5572,12.7171,7.3281999,11.3209,4.5021,6.7191,,,13.6844,6.6258998,10.483,,13.2177,,14.0033,,,7.5061998,,5.3341999,8.2265997,4.9109001,
5.9171,,12.7477,,10.7726,8.6395998,,3.3492,,,8.0056,10.5737,,11.4619,,5.5770001,12.7629,7.3552999,11.3691,4.5187998,6.7405,,,13.72,6.6529999,10.5161,,13.2647,,14.0649,,,7.5349998,,5.3537998,8.2622995,4.9299998,
5.9389,,12.7862,,10.8288,8.6587,,3.3627999,,,8.0490999,10.6331,,11.4931,,5.5957999,12.8072,7.3832998,11.4174,4.5355,6.7670999,,,13.7491,6.6742001,10.5558,,13.3132,,14.1183,,,7.5756998,,5.3723998,8.2947998,4.9500999,
5.9628,,12.8314,,10.8676,8.6976995,,3.3752999,,,8.0709,10.6739,,11.5421,,5.6192002,12.8528,7.4320002,11.4587,4.5537,6.7971001,,,13.7758,6.6964002,10.5887,,13.3587,,14.1807,,,7.5900998,,5.3903999,8.3269997,4.9682999,
5.9856,,12.8715,,10.9029,8.7091999,,3.3889999,,,8.099,10.7405,,11.5771,,5.6395998,12.9023,7.4555001,11.5025,4.5704002,6.8207002,,,13.8124,6.7247,10.6222,,13.4035,,14.2332,,,7.6071,,5.4187999,8.3555002,4.9854002,
6.0158,,12.9043,,10.9402,8.7489004,,3.4201,,,8.1487999,10.7759,,11.6734,,5.6592002,12.949,7.4812002,11.5429,4.5883999,6.8436999,,,13.8445,6.7451,10.681,,13.4537,,14.2843,,,7.6466999,,5.4369998,8.3902998,5.0064001,
6.0377998,,12.9398,,10.9746,8.7582998,,3.4384999,,,8.1683998,10.8057,,11.7027,,5.6781001,13.0011,7.5299001,11.5883,4.6146002,6.8723998,,,13.8726,6.7751999,10.7211,,13.4991,,14.3419,,,7.6887999,,5.4576998,8.4256001,5.0215001,
6.0591002,,12.9805,,11.0053,8.8071003,,3.4521999,,,8.1899996,10.8534,,11.7604,,5.6988001,13.0581,7.5567999,11.6304,4.6304002,6.9015999,,,13.9069,6.7988,10.7541,,13.5455,,14.3902,,,7.6939001,,5.4780998,8.4615002,5.0407,
6.0839,,13.0289,,11.0384,8.8556004,,3.4635999,,,8.2475004,10.8945,,11.7911,,5.7231998,13.122,7.5822001,11.67,4.6472998,6.9246998,,,13.9306,6.8329,10.7986,,13.5956,,14.4472,,,7.7082,,5.4977999,8.4914999,5.0608001,
6.1037002,,13.0618,,11.0738,8.9077997,,3.4742,,,8.2656002,10.9588,,11.8312,,5.7441001,13.1716,7.6329999,11.7243,4.6637001,6.9514999,,,13.9892,6.8642998,10.8404,,13.6459,,14.5045,,,7.7577,,5.5229001,8.5293999,5.0788999,
6.1286001,,13.1033,,11.1045,8.9345999,,3.4849,,,8.2978001,10.9892,,11.8574,,5.7646999,13.2122,7.6571002,11.7686,4.6803999,6.9796,,,14.0144,6.8870001,10.8707,,13.6951,,14.5617,,,7.7993002,,5.5426998,8.5621996,5.0988002,
6.151,,13.1357,,11.1377,8.9580002,,3.4958,,,8.3206997,11.0433,,11.8882,,5.7838998,13.2608,7.6817999,11.8203,4.6982999,7.0149999,,,14.044,6.9295001,10.9247,,13.7424,,14.6202,,,7.8038001,,5.5630002,8.5960999,5.1163001,
6.1773,,13.1699,,11.1696,8.9966002,,3.5178001,,,8.3438997,11.0856,,11.9286,,5.8042998,13.3161,7.7293,11.8533,4.7164998,7.0393,,,14.0713,6.9548001,10.9745,,13.7881,,14.6707,,,7.8274002,,5.5829,8.632,5.1363001,
6.1978998,,13.2023,,11.2032,9.0075998,,3.5290999,,,8.3681002,11.1363,,11.9557,,5.8267999,13.376,7.7572999,11.8928,4.7371001,7.0650001,,,14.0952,6.9780002,11.0208,,13.8406,,14.7276,,,7.8744001,,5.6016002,8.6686001,5.1549001,
6.2322998,,13.2454,,11.2406,9.0419998,,3.5395,,,8.3885002,11.1637,,11.9925,,5.8497,13.4357,7.7810998,11.9266,4.7532001,7.0918999,,,14.1401,7.0243001,11.05,,13.8897,,14.7842,,,7.8997998,,5.6247001,8.7349997,5.1753001,
6.2519999,,13.2921,,11.2746,9.0572004,,3.5518,,,8.4359999,11.2023,,12.0275,,5.8706999,13.4984,7.8309002,11.9675,4.7690001,7.1066999,,,14.1698,7.0458002,11.0921,,13.9396,,14.8333,,,7.9070001,,5.6451998,8.7702999,5.1936998,
6.2754002,,13.3368,,11.3251,9.1077003,,3.5634999,,,8.4525003,11.2519,,12.0641,,5.8915,13.5571,7.8532,12.0112,4.7856998,7.118,,,14.2066,7.0739999,11.1354,,13.9905,,14.8881,,,7.9352002,,5.6652999,8.8044996,5.2167001,
6.296,,13.3846,,11.3568,9.1416998,,3.575,,,8.4807997,11.2937,,12.0979,,5.9169998,13.6043,7.8811002,12.0558,4.8045998,7.1420002,,,14.2374,7.0939999,11.1821,,14.0445,,14.9346,,,7.9758,,5.6879001,8.8358002,5.2358999,
6.3228002,,13.4373,,11.3946,9.158,,3.5866001,,,8.5192003,11.3446,,12.1271,,5.9363999,13.6568,7.9316001,12.0993,4.8213,7.1669002,,,14.2747,7.1343999,11.2284,,14.0921,,14.9957,,,7.9808998,,5.7182999,8.8741999,5.2557998,
6.3456001,,13.4953,,11.4398,9.1843996,,3.5994999,,,8.5569,11.3732,,12.1588,,5.9545002,13.7091,7.9530001,12.1457,4.8383002,7.1925001,,,14.3182,7.1605,11.2682,,14.147,,,,,8.0065002,,5.7384,8.9209003,5.2768002,
6.3657999,,13.5401,,11.4797,9.2079,,3.6182001,,,8.6039,11.4041,,12.1938,,5.9734998,13.755,7.9821,12.1865,4.8552999,7.2063999,,,14.3483,7.1830001,11.3127,,14.1899,,,,,8.0316,,5.7600999,8.9498997,5.2953,
6.3922,,13.5862,,11.5297,9.2530003,,3.6303,,,8.658,11.4586,,12.2277,,5.9927001,13.7955,8.0268002,12.2282,4.8726001,7.2228999,,,14.3855,7.2263999,11.3502,,14.2549,,,,,8.0768003,,5.7797999,8.9841003,5.3109002,
6.4242001,,13.6333,,11.5647,9.2930002,,3.6415,,,8.6809998,11.4929,,12.2672,,6.0190001,13.8416,8.0525999,12.2743,4.8884001,7.2447,,,14.4177,7.2483001,11.3865,,14.3082,,,,,8.0897999,,5.7989998,9.0232,5.3306999,
6.4429002,,13.7038,,11.6049,9.3076,,3.6535001,,,8.7203999,11.5505,,12.3064,,6.0405002,13.8994,8.0799999,12.3218,4.9120998,7.2723999,,,14.4451,7.2739,11.4322,,14.3598,,,,,8.1070004,,5.8234,9.0536003,5.3516998,
6.4645,,13.7558,,11.6423,9.3571997,,3.6654999,,,8.7448997,11.5855,,12.3401,,6.0626998,13.958,8.1048002,12.3649,4.9288998,7.2965999,,,14.4702,7.2930002,11.4835,,14.4095,,,,,8.1341,,5.8436999,9.0818005,5.3720002,
6.4900999,,13.7968,,11.6828,9.4118004,,3.6794,,,8.7785997,11.6567,,12.3703,,6.0820999,13.9998,8.1451998,12.412,4.9450998,7.3227,,,14.5012,7.3239999,11.5208,,14.457,,,,,8.1802998,,5.8642001,9.1247997,5.3909998,
6.5174999,,13.8416,,11.7344,9.4532003,,3.6919999,,,8.8655005,11.6891,,12.4089,,6.1231999,14.0487,8.1738997,12.4511,4.9629998,7.3491001,,,14.5134,7.3484001,11.561,,14.5069,,,,,8.1877003,,5.8860002,9.1570997,5.4141998,
6.5458999,,13.8823,,11.7659,9.4864998,,3.7026,,,8.8802004,11.7614,,12.4428,,6.1440001,14.1046,8.198,12.4952,4.9802999,7.3758998,,,14.5397,7.3736,11.6102,,14.5661,,,,,8.2093,,5.9169998,9.1948996,5.4301,
6.5753999,,13.9418,,11.8038,9.5073004,,3.7205999,,,8.9013996,11.7905,,12.4745,,6.1648998,14.153,8.2367001,12.534,4.9977999,7.3999,,,14.5921,7.3973999,11.6515,,14.6211,,,,,8.2504997,,5.9372001,9.2283001,5.4496002,
6.5995002,,13.9812,,11.8433,9.5467997,,3.7332001,,,8.9258003,11.8477,,12.5109,,6.1859999,14.2075,8.2637997,12.5798,5.0159998,7.4067001,,,14.6408,7.4236002,11.6957,,14.6702,,,,,8.2946997,,5.9590998,9.2613001,5.4685998,
6.6224999,,14.037,,11.8777,9.5586004,,3.7447,,,8.9448004,11.884,,12.5433,,6.2188001,14.2592,8.2945004,12.6218,5.0331998,7.4253998,,,14.6803,7.4509001,11.7285,,14.719,,,,,8.2989998,,5.9805999,9.2971001,5.4896998,
6.6410999,,14.0848,,11.9319,9.6072998,,3.757,,,8.9750004,11.9402,,12.5971,,6.2403002,14.3037,8.3360996,12.6684,5.0521998,7.4530001,,,14.7107,7.4812999,11.7788,,14.7701,,,,,8.3125,,6.0026999,9.3277998,5.5091,
6.6676002,,14.1457,,11.971,9.6428003,,3.7688,,,8.9959002,11.9754,,12.6364,,6.2610998,14.3534,8.3653002,12.7148,5.0710001,7.4786,,,14.7586,7.5274,11.8156,,14.8189,,,,,8.3522997,,6.0258999,9.3634005,5.5276999,
6.6918998,,14.2039,,12.0119,9.6578999,,3.7808001,,,9.0479002,12.0182,,12.6612,,6.2810001,14.3921,8.3868999,12.7577,5.0889001,7.5036998,,,14.7947,7.5538001,11.8626,,14.8715,,,,,8.3992004,,6.0458999,9.3956003,5.5493999,
6.7217999,,14.2476,,12.0547,9.7070999,,3.793,,,9.0683002,12.0609,,12.699,,6.3264999,14.4317,8.4295998,12.8029,5.1118002,7.5275998,,,14.83,7.5767999,11.902,,14.9236,,,,,8.4102001,,6.0696998,9.4321003,5.5711002,
6.7469001,,14.2988,,12.0923,9.7357998,,3.8046999,,,9.0994997,12.0919,,12.7269,,6.3466001,14.4751,8.4548998,12.8511,5.1266999,7.5559001,,,14.8696,7.6016998,11.9319,,14.976,,,,,8.4449997,,6.0903001,9.4691,5.5911002,
6.7694998,,14.3305,,12.1319,9.7577,,3.8197,,,9.1311998,12.1216,,12.7531,,6.3674998,14.5176,8.4808998,12.8963,5.1452999,7.5840001,,,14.9127,7.6301999,11.9726,,,,,,,8.4878998,,6.1192999,9.5297003,5.6107001,
6.789,,14.3554,,12.1675,9.8046999,,3.8313,,,9.1630001,12.1576,,12.7847,,6.3878002,14.5576,8.5047998,12.9407,5.1634002,7.6065998,,,14.9751,7.6546998,12.0342,,,,,,,8.4989004,,6.1394,9.5667,5.6286998,
6.8165998,,14.3964,,12.2025,9.8336,,3.8433001,,,9.1858997,12.1873,,12.8144,,6.4175,14.5983,8.5382004,12.986,5.1796999,7.6159,,,,7.6799998,12.0709,,,,,,,8.5087004,,6.1592999,9.6324997,5.6490002,
6.8443999,,14.4367,,12.2366,9.8576002,,3.8548999,,,9.2412996,12.2286,,12.8678,,6.4380002,14.6182,8.5696001,13.0363,5.1998,7.6409998,,,,7.7157998,12.1324,,,,,,,8.5536003,,6.1806002,9.6687002,5.6683998,
6.8681002,,14.4739,,12.2756,9.8753996,,3.8659999,,,9.2615004,12.2644,,12.9017,,6.4587002,14.6423,8.5970001,13.0829,5.2168999,7.6659999,,,,7.7484999,12.1724,,,,,,,8.5921001,,6.1999002,9.6998997,5.6872001,
6.8934002,,14.504,,12.3083,9.9078999,,3.8868999,,,9.2858,12.3013,,12.9374,,6.4784002,14.6926,8.6342001,13.1246,5.2349,7.6938,,,,7.7778001,12.2101,,,,,,,8.6020002,,6.2245002,9.7313995,5.7056999,
6.9171,,14.5422,,12.3523,9.9393997,,3.8971,,,9.3175001,12.3417,,12.9736,,6.4988999,14.7323,8.6623001,13.1656,5.2526002,7.7059002,,,,7.8063002,12.2399,,,,,,,8.6201,,6.2449002,9.7685003,5.7213998,
6.9412999,,14.5915,,12.3887,9.9572001,,3.9198,,,9.3500996,12.3732,,13.0093,,6.5251999,14.7439,8.6898003,13.2134,5.2712998,7.7220998,,,,7.8301001,12.277,,,,,,,8.6655998,,6.2674999,9.8226004,5.7413998,
