20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
1.3125,4.4401002,2.7678001,,2.2757001,2.2978001,4.4959002,0.70420003,3.6482999,10.5544,1.7969,2.404,5.9777999,2.1326001,4.4685001,1.227,3.3956001,1.5148,2.7218001,1.0113,1.5219001,4.6875,3.7834001,5.0801001,1.3548,2.4632001,3.5841999,2.9417,3.5901999,3.0209,7.8848,3.4236,2.2966001,4.6872001,1.1778001,1.8616,1.0822001,7.6234002
1.3356,4.5222001,2.8715,,2.3350999,2.3072,4.5650001,0.72140002,3.7477,10.6694,1.8279001,2.4658999,6.1388998,2.1695001,4.553,1.2473,3.4363999,1.5436,2.7671001,1.0303,1.5508,4.7828002,3.8076,5.1490998,1.3779,2.517,3.652,2.9890001,3.6496,3.0783,7.9945002,3.4885001,2.3081999,4.7884002,1.1998,1.8894,1.1014,7.7645001
1.3579,4.5946002,2.9388001,,2.3694999,2.3570001,4.6346998,0.73629999,3.8389001,10.8351,1.8563,2.5051999,6.2993002,2.2035,4.5908999,1.2673,3.4828,1.5700001,2.8218999,1.0495,1.5789,4.8564,3.9056001,5.2037001,1.4046,2.552,3.7163,3.0464001,3.7320001,3.1394999,8.0939999,3.5483999,2.3496001,4.8990998,1.2208,1.9173,1.1224,7.8828001
1.3844,4.6613998,2.9846001,,2.4337001,2.4049001,4.7016001,0.74870002,3.9019001,10.9682,1.8849,2.5532,6.4043999,2.2644,4.6627002,1.2887,3.5351,1.5986,2.8680999,1.068,1.6081001,4.9551001,3.9877,5.2761998,1.4298,2.5957,3.7774999,3.0984001,3.7918,3.1949,8.1939001,3.5671,2.3961999,5.0036998,1.2410001,1.9548,1.1414,8.0080004
1.4058,4.7592001,3.0515001,,2.4735,2.4360001,4.7796001,0.7626,3.9707,11.1035,1.9093,2.5859001,6.5366998,2.2932999,4.7680998,1.3102,3.5785,1.6273,2.9237001,1.0852,1.6368999,5.0443001,4.0075998,5.3415999,1.4562,2.6294,3.8413,3.1531999,3.8518,3.2485001,8.3493996,3.6334,2.3992,5.0883002,1.2632999,1.9856,1.1614,8.1858997
1.4285001,4.8266001,3.164,,2.5355,2.4575,4.8592,0.77590001,4.0514002,11.2636,1.943,2.6441,6.7649999,2.3685999,4.8519001,1.3308001,3.6419001,1.6547,2.9707999,1.1026,1.6655,5.1359,4.105,5.3965998,1.4852,2.677,3.898,3.2323999,3.9038,3.3039999,8.4684,3.6882,2.4100001,5.1996999,1.284,2.0271001,1.1803,8.3179998
1.4541,4.9116998,3.198,,2.573,2.5065,4.9365001,0.78820002,4.0969,11.3781,1.9744999,2.6777999,6.9422998,2.3994,4.8909998,1.3516999,3.6898,1.6846,3.0230999,1.1201,1.6963,5.2252998,4.1732001,5.4665999,1.5099,2.7142,3.9581001,3.2846999,3.9626,3.3520999,8.5865002,3.7500999,2.4558001,5.3938999,1.3043,2.0604,1.2005,8.4348001
1.4757,4.9842,3.2839999,,2.6331999,2.5369999,4.9928999,0.801,4.1500001,11.5393,1.9927,2.7449,7.0510998,2.4674001,4.9698,1.3739001,3.7491,1.7131,3.066,1.1378,1.7271,5.3024998,4.2073998,5.5567002,1.5282,2.7621,4.0093999,3.3455,4.0356998,3.4215,8.6879997,3.8046,2.4972,5.4780998,1.3257,2.0945001,1.2205,8.5565004
1.4989001,5.0419002,3.3841,,2.6736,2.5569999,5.0650001,0.8132,4.2702999,11.6794,2.0629001,2.7739999,7.1478,2.5564001,5.0040002,1.3958,3.8446,1.7387,3.1203001,1.156,1.7594,5.3743,4.3572998,5.5890002,1.5599,2.8037,4.0851002,3.3949001,4.0932999,3.4772999,8.8055,3.8627,2.5028,5.586,1.3465,2.1331999,1.2395,8.6556997
1.5213,5.1135001,3.4456999,,2.7323,2.6066999,5.1458001,0.82630002,4.3471999,11.799,2.0869,2.8503001,7.2800002,2.5883,5.0886002,1.4184,3.8922999,1.7652,3.1554,1.1738,1.7843,5.4594998,4.4074998,5.6802001,1.5898,2.8339,4.1350002,3.45,4.1504998,3.5348001,8.9716997,3.9365001,2.5287001,5.6897001,1.3665,2.1658001,1.2606,8.8065996
1.5415,5.1767001,3.5422001,,2.7678001,2.6382999,5.2335,0.83960003,4.4361,11.8802,2.1162,2.8831999,7.5307999,2.6482,5.1721001,1.4382,3.9359,1.7933,3.1974001,1.1914999,1.8112,5.5458002,4.5078001,5.7589998,1.6153001,2.8766,4.2185001,3.4985001,4.2305002,3.5962,9.0726004,3.9939001,2.5718,5.7810001,1.3879,2.1989,1.2805001,8.9280005
1.5699,5.2476001,3.6039,,2.8283,2.6568999,5.2919998,0.85280001,4.4829998,12.0343,2.1396,2.938,7.6417999,2.6851001,5.2721,1.4608999,3.9835999,1.8191,3.2337999,1.2096,1.8385,5.6124001,4.5927,5.8023,1.6395,2.9205999,4.2893,3.5531001,4.2908001,3.6561,9.1946001,4.0598001,2.5897,5.8685999,1.4085,2.2307999,1.2993,9.0724001
1.5984,5.3295999,3.6702001,,2.8724999,2.7028,5.3649001,0.86629999,4.5574002,12.122,2.1645999,2.9698999,7.7708001,2.7393,5.3604999,1.4821,4.0352001,1.8459001,3.2895,1.2271,1.8662,5.6945,4.6083999,5.8593001,1.6746,2.9665,4.3601999,3.5966001,4.3483,3.7021,9.4033003,4.1311002,2.6068001,5.9766998,1.4312,2.2621,1.3202,9.1759005
1.6224,5.3905001,3.7393999,,2.9331999,2.7135,5.4459,0.87830001,4.6518998,12.2052,2.2493999,3.0374,7.8741999,2.7714,5.4586,1.503,4.0879002,1.872,3.3317001,1.2452,1.8952,5.7858,4.7059002,5.8895998,1.7027,3.0149,4.4292002,3.6489999,4.4277,3.756,9.5581999,4.1908998,2.6575999,6.0717001,1.4527,2.2943001,1.3392,9.2929001
1.6476001,5.4521999,3.8366001,,2.9779,2.7567,5.4998999,0.89170003,4.7586999,12.2928,2.2671001,3.0703001,7.9818001,2.848,5.4952002,1.5228,4.1518002,1.9005001,3.3794,1.2644,1.9263,5.8806,4.7795,5.9639001,1.7352999,3.0525,4.4857998,3.6984999,4.4871001,3.8223,9.6800003,4.2563,2.6647999,6.1697001,1.4744999,2.3304,1.3582,9.3962002
1.6670001,5.5309,3.8901,,3.0329001,2.7973001,5.5671,0.90350002,4.8421001,12.3507,2.3066001,3.1259,8.0960999,2.8836999,5.5834999,1.5427001,4.1922002,1.9301,3.4324999,1.2819999,1.9525,5.9541998,4.8087001,5.9994998,1.7533,3.1449001,4.5513,3.7527001,4.5507002,3.8761001,9.7960997,4.3381,2.7060001,6.2635999,1.4955,2.3615999,1.3784,9.4888
1.6887,5.6057,3.9453001,,3.0755,2.8076999,5.6444001,0.91509998,4.9576001,12.4323,2.3893001,3.1514001,8.191,2.9586,5.6675,1.5644,4.2462001,1.9596,3.4724,1.2994,1.9797,6.0415001,4.9045,6.0707002,1.7823,3.1949999,4.6374002,3.7988999,4.6278,3.9277,9.8978004,4.3980999,2.7395,6.3673,1.515,2.3954,1.3985,9.5972996
1.7108001,5.6925001,3.9806001,,3.1321001,2.8571,5.7309999,0.9285,5.0054998,12.543,2.4396,3.1882999,8.3199997,2.9983001,5.7795,1.5861,4.2975998,1.9884,3.5201001,1.3169,2.0197001,6.1343999,4.9671998,6.1592002,1.8079,3.2296,4.6903,3.8476,4.6880002,3.9786999,10.0606,4.4506998,2.7916,6.4734998,1.5335,2.4309001,1.4177999,9.7167997
1.7323,5.7516999,4.0623999,,3.1689,2.9065001,5.7870002,0.9411,5.0613999,12.6279,2.4577999,3.2571001,8.3923998,3.0683,5.8614998,1.6057,4.3463998,2.0311999,3.5608001,1.3352,2.0397,6.2108002,5.0074,6.1985998,1.8295,3.2702,4.7454,3.8938999,4.7476001,4.0342002,10.1784,4.5363002,2.7981999,6.5778999,1.5529,2.4593,1.4374,9.8566999
1.7574,5.8035998,4.1462998,,3.2311001,2.9444001,5.8657999,0.95249999,5.1375999,12.7203,2.4916,3.2983999,8.5684996,3.0983,5.9541998,1.6277,4.3966999,2.0566001,3.6227,1.3526,2.0641999,6.2940001,5.0959001,6.2617998,1.8551,3.3178,4.8169999,3.9473,4.8316002,4.0907001,10.2879,4.5981002,2.8076999,6.6668,1.5737,2.4885001,1.4565001,9.9659004
1.7783,5.8769999,4.2396998,,3.2655001,2.9572999,5.9408002,0.96469998,5.1915002,12.815,2.5190001,3.3594999,8.7045002,3.1486001,5.9902,1.6489,4.4426999,2.0829999,3.6638,1.3705,2.0929999,6.3649001,5.1071,6.3629999,1.8793,3.3555,4.8962998,3.9953001,4.8877001,4.1473999,10.4923,4.6696,2.8469,6.7712002,1.5941,2.529,1.4771,10.0892
1.7988,5.9400001,4.2891998,,3.3455999,3.0071001,6.0258002,0.9774,5.2537999,12.9053,2.5544,3.3879001,8.8442001,3.1708,6.0682998,1.6723,4.4935002,2.1307001,3.7226,1.3871,2.1203001,6.4505,5.1929002,6.3938999,1.9072,3.3994,4.9661002,4.0486002,4.9459,4.25,10.6026,4.7431998,2.8878,6.8669,1.6154,2.5585001,1.4965,10.2079
1.8224,5.9931998,4.3484998,,3.382,3.0567,6.0844002,0.99059999,5.3362999,13.0289,2.5894001,3.4349,8.9743004,3.1956999,6.1605,1.6924,4.5569,2.1524999,3.7674,1.4048001,2.1457,6.5432,5.2076001,6.4547,1.9247,3.4375999,5.0256,4.0971999,5.0302,4.3446999,10.7598,4.7533998,2.8986001,6.9587998,1.6375,2.5881,1.5163,10.3027
1.8551,6.0661998,4.3860002,,3.4347999,3.0727999,6.1557002,1.0032001,5.3811998,13.11,2.6552,3.4658999,9.1018,3.2657001,6.2574,1.7108999,4.6332998,2.1768999,3.8180001,1.4224,2.1731,6.6287999,5.2941999,6.4899998,1.9446,3.4865999,5.0847001,4.1581001,5.0928001,4.3948998,10.8836,4.8285999,2.9087999,7.0497999,1.6592,2.6264,1.5354,10.4499
1.8723,6.1402998,4.448,,3.4695001,3.1068001,6.2328,1.016,5.4464002,13.2219,2.6733999,3.5353,9.3100996,3.2932,6.2982998,1.7315,4.6812,2.2288001,3.8578999,1.4402,2.2016001,6.6961002,5.3072,6.5509,1.9647,3.5191,5.1367998,4.2308998,5.1499,4.4524002,10.9862,4.8958001,2.9563,7.1931,1.6787,2.6578,1.556,10.5441
1.8969001,6.2353001,4.4836998,,3.5285001,3.1568999,6.3021002,1.0282,5.4965,13.3281,2.7000999,3.5641,9.4049997,3.3892,6.3722,1.7542,4.7368002,2.2526,3.9189999,1.4575,2.2233,6.7982001,5.4057002,6.5872002,1.9828,3.5592999,5.1954999,4.2772002,5.2293,4.5029998,11.1026,4.9580002,2.9823999,7.2887998,1.6977,2.6853001,1.5764,10.6845
1.9189,6.3266001,4.5454001,,3.5632,3.2061,6.3797002,1.0424,5.5606999,13.4284,2.7335,3.5973001,9.4794998,3.4556999,6.4572001,1.7766,4.7865,2.2771001,3.9642,1.4764,2.2481999,6.8892999,5.4987001,6.6533999,2.0306001,3.6031001,5.2742,4.3407001,5.2856998,4.5552001,11.2529,5.0307999,3.0046,7.3818002,1.7186,2.7228999,1.5984,10.9254
1.9484,6.3821001,4.5931001,,3.5962999,3.2544999,6.4635,1.0539,5.6883998,13.5117,2.7716,3.6644001,9.5902004,3.4875,6.5485001,1.7988,4.8429999,2.3346,4.0193,1.4947,2.2763,6.9654002,5.5592999,6.6842999,2.052,3.6364999,5.3439002,4.3862,5.3442998,4.6047001,11.3714,5.0806999,3.0318,7.4787998,1.7387,2.7578001,1.6186,11.0475
1.9689,6.4345002,4.6479001,,3.6366999,3.2920001,6.5412002,1.067,5.7763,13.6062,2.7925,3.6905999,9.7347002,3.5523,6.5802002,1.8200001,4.8785,2.3577001,4.0641999,1.5138,2.3168001,7.0574002,5.6066999,6.7486,2.0766001,3.6853001,5.4106002,4.4433999,5.4295998,4.6665001,11.4876,5.1437001,3.0841,7.5735002,1.7595,2.7952001,1.6392,11.1687
1.9928,6.5387998,4.6931,,3.6775999,3.3071001,6.6360002,1.0788,5.8491001,13.6918,2.8615999,3.7485001,9.8715,3.5782001,6.6669998,1.8436,4.9394999,2.3819001,4.1220002,1.53,2.3376,7.1714001,5.6946001,6.7908001,2.1039,3.7307,5.4681001,4.4889002,5.4881001,4.7325001,11.7693,5.1985998,3.0915999,7.6815,1.7793,2.8318999,1.661,11.2873
2.0228,6.6195002,4.7486,,3.7325001,3.3571,6.6858001,1.0908999,5.9428,13.7789,2.8852999,3.7794001,9.9672003,3.6324,6.6987,1.8697,4.9872999,2.4298999,4.1664,1.5472,2.3657,7.2521,5.7121,6.8481002,2.1364,3.7814,5.5416999,4.5426998,5.5444002,4.7775002,11.8905,5.2628999,3.1078999,7.7809,1.7996,2.8677001,1.6805,11.4224
2.0452001,6.6869998,4.7908001,,3.7718999,3.4064,6.7796998,1.1029,6.0353999,13.8693,2.9187,3.8394001,10.0566,3.6691999,6.776,1.89,5.0429001,2.4528999,4.2241001,1.5641,2.3959999,7.3381,5.8067999,6.8972998,2.1587999,3.8197,5.6173,4.5897002,5.6301999,4.8371,11.9994,5.3406,3.1524,7.8873,1.8205,2.8973,1.7017,11.556
2.0715001,6.7893,4.8502998,,3.8311999,3.4377,6.8509002,1.1145,6.0946002,13.9757,2.9437001,3.8701999,10.1435,3.6995001,6.8641,1.9108,5.0893002,2.4798999,4.2656002,1.5818,2.4221001,7.4446001,5.9061999,6.9505,2.1831,3.8568001,5.6931,4.6475,5.6890998,4.8915,12.0926,5.3959999,3.197,7.9916,1.842,2.9303999,1.7216001,11.684
2.096,6.8579001,4.8954,,3.8722,3.4572999,6.9313998,1.1275001,6.1687002,14.0867,2.9647999,3.9317999,10.2788,3.7723999,6.9046998,1.9337,5.1327,2.5281999,4.3042002,1.6006,2.4535999,7.5623002,5.9657998,6.9879999,2.2035999,3.8912001,5.7599001,4.6952,5.7497001,4.9534001,12.1768,5.4527001,3.2056999,8.0948,1.8626,2.9677999,1.7417001,11.7803
2.1217,6.9123998,4.9453001,,3.9309001,3.5065999,7.0332999,1.1394,6.2680001,14.1783,2.9835,3.9611001,10.3777,3.829,7.0023999,1.9553,5.1643,2.5518999,4.3555999,1.6167001,2.4811001,7.6440001,6.0068002,7.0500002,2.2332001,3.9252,5.8216,4.7497001,5.8276,5.0208001,12.2473,5.5263,3.2297001,8.1847,1.8839999,3.0050001,1.7609,11.8889
2.1398001,6.9555998,4.9840002,,3.9704001,3.5578001,7.1366,1.1518,6.3372998,14.2653,3.0474,3.9925001,10.4552,3.8522,7.0921998,1.9747,5.2294002,2.5787001,4.4015999,1.6338,2.5146999,7.7435002,6.1062999,7.0858998,2.2604001,3.9535,5.8817,4.7979999,5.8808999,5.0820999,12.3391,5.5872002,3.2825999,8.2877998,1.9055001,3.0343001,1.7809,12.0149
2.1644001,7.0427999,5.0380001,,4.0332999,3.6064,7.2319002,1.1647,6.4025998,14.3594,3.0657001,4.0585999,10.536,3.8828001,7.1687002,1.994,5.2728,2.6036,4.4424,1.6508,2.5325,7.8288999,6.2017002,7.1420999,2.2850001,3.9858,5.9315,4.8492999,5.9425001,5.145,12.4364,5.6513,3.2973001,8.3954,1.9266,3.0716,1.8011,12.1296
2.1856999,7.0976,5.0770001,,4.0725002,3.6394,7.3358002,1.1766,6.4506001,14.4535,3.0836999,4.1620998,10.591,3.9511001,7.2617002,2.0258999,5.3334999,2.6343,4.4865999,1.6695,2.5572,7.9049001,6.2663002,7.1815,2.3216,4.0247002,6.0078001,4.8973999,6.0739999,5.1992002,12.5167,5.7266002,3.3083999,8.4716997,1.9488,3.1224999,1.8233,12.2412
2.2191,7.2133002,5.1265998,,4.1318998,3.6575999,7.3910999,1.1884,6.5039001,14.5448,3.1087999,4.1883998,10.671,3.9813001,7.3773999,2.0465,5.382,2.6594999,4.5272002,1.6863,2.5847001,7.9835,6.3065,7.2360001,2.3473001,4.0640001,6.0683999,4.9489002,6.1392002,5.2600002,12.605,5.7659998,3.3496001,8.5696001,1.9699,3.1466,1.8423001,12.3813
2.2370999,7.2747002,5.1750998,,4.1771998,3.6688001,7.4579,1.2005,6.5686002,14.6303,3.1442001,4.2413001,10.7841,4.0472002,7.461,2.0662,5.4347,2.6852,4.5688,1.704,2.6180999,8.0564003,6.3989,7.2676001,2.3673999,4.0963998,6.1420999,4.9952998,6.1967001,5.3246002,12.7019,5.7884002,3.3929999,8.6828003,1.9938999,3.1754999,1.8622,12.5234
2.2625999,7.3284001,5.2311001,,4.2336998,3.7075,7.5566001,1.2138,6.6290998,14.7089,3.1754999,4.2804999,10.8784,4.0760002,7.5495,2.0853,5.4777999,2.7279,4.6219001,1.7217,2.6421001,8.1438999,6.4073,7.3035998,2.3927,4.1350002,6.2080002,5.0493999,6.257,5.3764,12.7825,5.8511,3.3989999,8.7872,2.0263,3.2258999,1.8825999,12.6652
2.2855,7.4103999,5.2823,,4.2711,3.7398,7.6280999,1.2271,6.6725998,14.7885,3.2369001,4.3392,10.9873,4.1331,7.5921001,2.1205001,5.5388999,2.7474999,4.6578002,1.7386,2.6719999,8.2321997,6.506,7.3592,2.4289999,4.1745,6.2806001,5.1032,6.3355999,5.4315,12.8678,5.9324999,3.4080999,8.8943996,2.0478001,3.2646999,1.9014,12.7657
2.3181,7.4681001,5.3397002,,4.3315001,3.7572999,7.6985998,1.2395999,6.7389998,14.8741,3.2569001,4.3688002,11.0705,4.1803002,7.6733999,2.1389999,5.5935998,2.7693999,4.7182002,1.7553,2.6986001,8.3207998,6.5823002,7.3997998,2.4487,4.2287002,6.3448,5.1550002,6.3933001,5.4773998,12.9596,5.9903998,3.4477999,8.9871998,2.0687001,3.2976,1.9226,12.8979
2.3473001,7.5681,5.3881998,,4.3677001,3.8065,7.7658,1.2516,6.7824998,14.9635,3.2911,4.4407001,11.1576,4.2371998,7.7603002,2.1586001,5.6497002,2.793,4.7575998,1.7738,2.7248001,8.3919001,6.6085,7.4643998,2.4674001,4.2602,6.4677,5.2027001,6.4526,5.5384002,13.0466,6.0608001,3.4914999,9.0853996,2.0890999,3.3282001,1.9417,13.0239
2.3701,7.6315999,5.4485998,,4.4313002,3.8575001,7.8347001,1.2639,6.8504,,3.3213,4.4745002,11.2508,4.2672,7.8028998,2.181,5.7024999,2.8367,4.8332,1.7920001,2.7513001,8.4737997,6.7066998,7.4965,2.4967,4.3016,6.5219998,5.2547002,6.5325999,5.5837002,13.1407,6.131,3.4976001,9.1801004,2.125,3.3583,1.961,13.1691
2.3951001,7.6992998,5.4857001,,4.4639001,3.9072001,7.8940001,1.2756,6.8884001,,3.3408999,4.5029998,11.3422,4.3807001,7.8829002,2.2232001,5.7416,2.8599999,4.8754001,1.8101,2.7751999,8.5576,6.7976999,7.5697999,2.5287001,4.3425002,6.5773001,5.2999001,6.5879998,5.6350002,13.2242,6.1852002,3.5076001,9.2833996,2.1454,3.398,1.9805,13.3082
2.4231,7.7644,5.5518999,,4.5047002,3.9454999,7.9719,1.2864,6.9625001,,3.3694999,4.5517001,11.4395,4.4541001,7.9665999,2.2421,5.7823,2.8870001,4.9243999,1.8289,2.8037,8.6442003,6.8105001,7.6518998,2.5501001,4.395,6.6443,5.3512998,6.6458998,5.6911001,13.3073,6.256,3.5555999,9.3849001,2.1675,3.4361,2.0241001,13.429
2.4437001,7.8305998,5.6401,,4.5469999,3.9581001,8.0586996,1.2977999,7.0327001,,3.3910999,4.5792999,11.5516,4.4808998,8.0499001,2.2606001,5.8371,2.9272001,4.9647999,1.8466001,2.8290999,8.7327995,6.9068999,7.6869001,2.5690999,4.4302001,6.7031002,5.3976998,6.7283001,5.7494001,13.4123,6.3250999,3.5868001,9.4754,2.1896,3.4728,2.0425999,13.5559
2.4640999,7.8827,5.6907001,,4.5839,4.0068002,8.1351004,1.3212,7.0913,,3.4468999,4.6396999,11.6431,4.5785999,8.0927,2.2811999,5.8785,2.9484999,5.0232,1.8653001,2.8552001,8.8076,6.9933,7.7617002,2.5984001,4.4668002,6.7602,5.4523001,6.7817998,5.8018999,13.5007,6.3873,3.6029999,9.5811005,2.2202001,3.5039999,2.0627999,13.7193
2.4867001,7.9826002,5.7400999,,4.6324,4.0365,8.1981001,1.3336999,7.1473999,,3.4593999,4.6763,11.7343,4.6285,8.1626997,2.3025999,5.9331002,2.9735999,5.0640001,1.8824,2.8828001,8.8877001,7.0096998,7.8508,2.6271,4.5219998,6.8171,5.4987998,6.8434,5.8537998,13.5981,6.4604998,3.6289001,9.6800003,2.2393,3.5299001,2.0827,13.8839
2.5053,8.0262003,5.7940998,,4.6701002,4.0570002,8.2728996,1.3466001,7.1992998,,3.4775,4.7426,11.8315,4.6665001,8.2466002,2.3257,5.9851999,2.9993,5.1233001,1.9002,2.9166999,8.9723997,7.1918998,7.9033999,2.6507001,4.5734,6.8758998,5.5513,6.8976998,5.9517002,13.6796,6.5261998,3.6884,9.7669001,2.2572,3.5589001,2.1212001,14.0024
2.5276999,8.0972004,5.8639002,,4.7291999,4.0988002,8.3580999,1.3595999,7.2667999,,3.5005,4.7786999,11.9824,4.7283001,8.2855997,2.3462,6.0394001,3.0323,5.1732998,1.9174,2.9389999,9.0628996,7.2076001,7.9566002,2.6745,4.6160998,6.9372001,5.652,6.9555001,6.0263,13.7683,6.5837998,3.697,9.8813,2.2797999,3.5905001,2.1407001,14.1418
2.5527,8.1707001,5.9412999,,4.7637,4.1079001,8.4488001,1.3724999,7.3460002,,3.5269001,4.8476,12.0606,4.7547998,8.3706999,2.3661001,6.0837002,3.0652001,5.2273002,1.9345,2.9646001,9.1711998,7.3751998,7.9949999,2.6966,4.6570001,7.0054998,5.6999002,7.0304999,6.0853,13.8617,6.6564002,3.7075,9.9856005,2.2997999,3.6317,2.1603,14.2696
2.5753,8.2458,5.9828,,4.8280001,4.1571999,8.5255003,1.3864,7.3941002,,3.5518,4.8716998,12.1322,4.7859998,8.4460001,2.3861001,6.1364002,3.0889001,5.2852001,1.9524,2.9914,9.2518997,7.4074998,8.0525999,2.7277,4.6926999,7.0605998,5.7488999,7.0841999,6.1454,13.9685,6.7354002,3.75,10.0853,2.3243999,3.6661999,2.1802001,14.4081
2.5950999,8.3203001,6.0489998,,4.8629999,4.2066002,8.5761003,1.3986,7.4691,,3.5843999,4.9040999,12.1928,4.8497,8.5714998,2.4175,6.1809001,3.1308,5.3312001,1.9694999,3.0192001,9.3345003,7.5063,8.0950003,2.7502999,4.7323999,7.1199002,5.7968998,7.1415,6.1872001,14.0513,6.8256001,3.786,10.1771,2.3464,3.7037001,2.2198999,14.5656
2.6213,8.3816996,6.0963998,,4.8976998,4.2400999,8.6448002,1.4124,7.5321999,,3.6054001,4.9587002,12.2631,4.8841,8.6527996,2.4365001,6.2343998,3.1506,5.3787999,1.9876,3.0423,9.4143,7.5900002,8.1540003,2.7767999,4.7515998,7.1838002,5.8523998,7.1982999,6.2459998,14.1416,6.8379002,3.8052001,10.256,2.3687999,3.7332001,2.2388999,14.6752
2.642,8.4419003,6.1691999,,4.9396,4.2567,8.7020998,1.4292001,7.5837998,,3.6447001,4.9861002,12.3342,4.9604001,8.7020998,2.4558001,6.2761002,3.1745,5.4207001,2.0141001,3.0703001,9.5056,7.6068001,8.1920004,2.7944,4.8154001,7.2557998,5.9017,7.2596998,6.3474002,14.2222,6.895,3.8383999,10.3821,2.3900001,3.7663,2.2586,14.7855
2.6659,8.5261002,6.2515998,,4.9762001,4.3038998,8.7853003,1.4423,7.6545,,3.6724999,5.0432,12.3962,4.9956999,8.7702999,2.4756999,6.3269,3.1991,5.4642,2.0304999,3.0994,9.6021996,7.6896,8.2475004,2.8273001,4.8495002,7.3183999,5.9541998,7.3329,6.4219999,14.3096,6.9590001,3.8917,10.4781,2.4200001,3.7995,2.2781999,14.9062
2.7035999,8.5924997,6.3727999,,5.0300002,4.3478999,8.8500996,1.4564,7.7467999,,3.7093,5.0672002,12.4896,5.0703001,8.8536997,2.4984,6.3625002,3.2342,5.5211,2.0481,3.1222,9.6931,7.7086,8.2837,2.8627,4.8989,7.3850002,6.0015998,7.3951998,6.4751,14.3986,7.033,3.8987,10.58,2.4419999,3.8273001,2.2976999,
2.7284999,8.6396999,6.4561,,5.0668001,4.3578,8.9055996,1.4701,7.7968998,,3.7327001,5.1487999,12.5643,5.1564002,8.8972998,2.5244999,6.4291,3.2565999,5.5682001,2.0641999,3.1506,9.8421001,7.8034,8.3514004,2.8838999,4.9368,7.4433999,6.0532999,7.4516001,6.5313001,14.4819,7.0977001,3.9089,10.6796,2.4644001,3.8604,2.3139,
2.7479,8.7181997,6.4905,,5.1020999,4.4071002,8.9733,1.4821,7.8590999,,3.7835,5.1778002,12.6828,5.1890998,8.9657001,2.5474999,6.4654002,3.2806001,5.6223001,2.0816,3.1830001,9.9337997,7.8691001,8.3839998,2.9260001,4.9668999,7.5152998,6.1023002,7.5317001,6.592,14.5616,7.1641998,3.9516001,10.7678,2.4876001,3.8926001,2.3333001,
2.7721,8.7840004,6.5583,,5.1430998,4.4542999,9.0421,1.4942,7.9387999,,3.8513999,5.2322998,12.7558,5.2391,8.9997997,2.5669999,6.5500002,3.3037,5.6668,2.0989001,3.2177,10.0271,7.9098001,8.4469995,2.9487,5.0170999,7.5883002,6.1573,7.5901999,6.6443,14.6615,7.2395,3.9663999,10.8667,2.5184,3.9289999,2.3541,
2.7895999,8.8620005,6.6441002,,5.1834002,4.4793,9.1028996,1.5071,7.9896998,,3.8798001,5.2792001,12.8235,5.2807999,9.0681,2.5864999,6.6027999,3.3394001,5.7177,2.1170001,3.2379,10.1224,7.9933,8.4841003,2.9686999,5.0636001,7.6550999,6.2330999,7.6557002,6.698,14.738,7.3021998,4.0047998,10.9616,2.5376999,3.9602001,2.3735001,
2.8192,8.9078999,6.6950998,,5.2318001,4.5068998,9.1808004,1.5202,8.0426998,,3.9112999,5.3037,12.9177,5.3407001,9.1556997,2.6183,6.6497002,3.3643,5.7554002,2.1368999,3.2667,10.2043,8.0086002,8.5415001,2.9960999,5.1029,7.7210002,6.2796001,7.7309999,6.7564998,14.8197,7.3674998,4.0265999,11.0524,2.5579,3.9888,2.3941,
2.845,8.9765997,6.7592001,,5.2705002,4.5516,9.2417002,1.5321,8.0921001,,3.9326,5.3541002,13.0123,5.3712001,9.2028999,2.6389999,6.6985998,3.3898001,5.7975001,2.1543,3.2938001,10.2984,8.1066999,8.5720997,3.0350001,5.1339998,7.7939,6.3404999,7.7881999,6.8238001,14.9051,7.4394999,4.0769,11.1759,2.5785999,4.0272999,2.415,
2.8666,9.0453997,6.8329,,5.3323002,4.5595002,9.3338003,1.5446,8.1583996,,3.9828,5.3804002,13.0981,5.4043999,9.2813997,2.6589,6.7472,3.4319999,5.8407998,2.1712,3.3231001,10.3809,8.1742001,8.6508999,3.0616,5.1752,7.8610001,6.3871999,7.8467999,6.8817,14.9981,7.5267,4.0995998,11.2636,2.5999,4.0574002,2.4330001,
2.8908,9.0967999,6.8848,,5.3695998,4.6069002,9.4265003,1.5569,8.2051001,,3.9972,5.4334998,13.1883,5.4626002,9.3722,2.6802001,6.8260999,3.4583001,5.8850002,2.1896,3.3471,10.4581,8.2068005,8.6772003,3.0878999,5.2163,7.9274998,6.4464002,7.9306002,6.9296999,,7.5949001,4.1069999,11.3676,2.6245999,4.0878,2.4533,
