20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010b,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216a,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g,20191220h
14.7995,12.3952,13.8246,,,,,,,,,7.7828999,,,,,,13.0128,,11.4621,13.8908,,,11.2862,10.5471,,,9.5544996,,14.3045,10.1727,7.3975,13.9433,10.5548,13.1659,,,13.3686,,11.0993
14.8303,12.4408,13.8468,,,,,,,,,7.8477001,,,,,,13.0468,,11.4918,13.9483,,,11.3545,10.5722,,,9.5557003,,14.3576,10.2245,7.5451999,13.9914,10.6023,13.2143,,,13.3974,,11.1458
14.8512,12.4731,13.8675,,,,,,,,,7.8771,,,,,,13.0785,,11.5305,13.9937,,,11.3872,10.6018,,,9.6049995,,14.41,10.2671,7.5570998,14.0512,10.7064,13.2618,,,13.4258,,11.1911
14.8791,12.5044,13.9069,,,,,,,,,7.9028001,,,,,,13.1129,,11.5637,14.0528,,,11.4587,10.6896,,,9.6599998,,14.4622,10.3103,7.5711999,14.1046,10.7302,13.3119,,,13.4599,,11.2374
14.9302,12.5356,13.9496,,,,,,,,,7.9108,,,,,,13.1449,,11.6045,14.1079,,,11.503,10.7188,,,9.6878996,,14.5148,10.3545,7.5897999,14.1518,10.7576,13.3608,,,13.4976,,11.2818
14.962,12.5613,13.9876,,,,,,,,,7.9268999,,,,,,13.1815,,11.6748,14.169,,,11.5311,10.7638,,,9.7103004,,14.568,10.3983,7.7048001,14.1905,10.8842,13.4019,,,13.5232,,11.369
,12.5901,14.0284,,,,,,,,,7.96,,,,,,13.2169,,11.7078,14.2327,,,11.56,10.8045,,,9.7676001,,14.6228,10.4464,7.7214999,14.2302,10.9114,13.4563,,,13.5496,,11.4134
,12.6209,14.0718,,,,,,,,,7.987,,,,,,13.2502,,11.7473,14.2839,,,11.6028,10.8747,,,9.79,,14.6827,10.4899,7.7379999,14.2733,10.9348,13.5078,,,13.5759,,11.4575
,12.6507,14.1054,,,,,,,,,8.0453997,,,,,,13.2847,,11.7786,14.3412,,,11.6727,10.9057,,,9.8050003,,14.7409,10.5305,7.7526002,14.3236,10.9771,13.5576,,,13.6132,,11.5046
,12.6829,14.1499,,,,,,,,,8.0719995,,,,,,13.325,,11.8684,14.3931,,,11.7064,10.9381,,,9.8652,,14.7956,10.5769,7.7651,14.3594,11.0805,13.6034,,,13.6479,,11.5549
,12.7156,14.1879,,,,,,,,,8.0776997,,,,,,13.3604,,11.899,14.4438,,,11.7531,10.9796,,,9.8660002,,14.8645,10.6239,7.7772999,14.3961,11.1163,13.6549,,,13.6987,,11.5999
,12.7456,14.2247,,,,,,,,,8.1063004,,,,,,13.3884,,11.9356,14.5065,,,11.7891,11.0725,,,9.8994999,,14.9185,10.6656,7.7932,14.4331,11.1397,13.7034,,,13.7322,,11.6418
,12.7829,14.258,,,,,,,,,8.132,,,,,,13.4177,,11.9726,14.5632,,,11.8637,11.1039,,,9.9392004,,14.9776,10.706,7.9334002,14.4786,11.1648,13.7606,,,13.7589,,11.6906
,12.8332,14.2945,,,,,,,,,8.1601,,,,,,13.4526,,12.0061,14.6241,,,11.8956,11.1386,,,9.9743004,,,10.7501,7.9464002,14.5181,11.2052,13.8119,,,13.7809,,11.7395
,12.8703,14.3317,,,,,,,,,8.1886997,,,,,,13.4856,,12.04,14.6802,,,11.9265,11.1706,,,10.0052,,,10.795,7.9608002,14.5581,11.2894,13.8605,,,13.8132,,11.7808
,12.9107,14.3675,,,,,,,,,8.2445002,,,,,,13.5217,,12.0732,14.7319,,,11.9616,11.2044,,,10.0054,,,10.8472,7.9741001,14.6011,11.3228,13.8989,,,13.8437,,11.8238
,12.9505,14.399,,,,,,,,,8.2777996,,,,,,13.5567,,12.1055,14.7917,,,12.0008,11.2928,,,10.0741,,,10.8917,7.9878998,14.6488,11.3537,13.9483,,,13.8715,,11.8697
,12.9831,14.433,,,,,,,,,8.3070002,,,,,,13.5926,,12.1366,14.8461,,,12.0394,11.3338,,,10.0776,,,10.9439,8.0016003,14.6998,11.3669,14.002,,,13.8978,,11.9156
,13.0333,14.4674,,,,,,,,,8.3326998,,,,,,13.6274,,12.1696,14.9013,,,12.0727,11.3658,,,10.1074,,,10.9888,8.1798,14.7491,11.5296,14.0644,,,13.9298,,11.9594
,13.0838,14.4945,,,,,,,,,8.3670998,,,,,,13.6668,,12.2038,14.9521,,,12.1082,11.4023,,,10.1558,,,11.0356,8.1908998,14.7963,11.5528,14.1197,,,13.9583,,12.0053
,13.1179,14.526,,,,,,,,,8.3999004,,,,,,13.7002,,12.2353,,,,12.1516,11.4842,,,10.1573,,,11.0754,8.2034998,14.8383,11.5862,14.1691,,,13.9876,,12.0542
,13.1628,14.5574,,,,,,,,,8.4487,,,,,,13.7348,,12.2714,,,,12.1886,11.5168,,,10.1814,,,11.1214,8.2995996,14.8734,11.6764,14.2163,,,14.0569,,12.11
,13.1975,14.5894,,,,,,,,,8.4769001,,,,,,13.7699,,12.3094,,,,12.2279,11.5556,,,10.2566,,,11.1653,8.3118,14.9122,11.7172,14.2718,,,14.0822,,12.1539
,13.2341,14.6258,,,,,,,,,8.5029001,,,,,,13.8038,,12.3375,,,,12.2759,11.6025,,,10.2598,,,11.2081,8.3249998,14.9503,11.7505,14.3281,,,14.1073,,12.1973
,13.2793,14.6591,,,,,,,,,8.5277996,,,,,,13.8452,,12.3716,,,,12.3148,11.6766,,,10.2939,,,11.257,8.3402996,14.9886,11.7778,14.3841,,,14.1315,,12.2399
,13.3238,14.6891,,,,,,,,,8.5523996,,,,,,13.8936,,12.4041,,,,12.3588,11.7201,,,10.3267,,,11.301,8.3544998,,11.8856,14.4379,,,14.1606,,12.2869
,13.3565,14.7269,,,,,,,,,8.5928001,,,,,,13.9239,,12.4368,,,,12.3976,11.7563,,,10.34,,,11.3461,8.3687,,11.9161,14.4917,,,14.1924,,12.3308
,13.3895,14.7651,,,,,,,,,8.6386995,,,,,,13.9664,,12.4682,,,,12.4379,11.7935,,,10.3607,,,11.3944,8.3824997,,11.9453,14.5392,,,14.2194,,12.377
,13.4206,14.7959,,,,,,,,,8.6676998,,,,,,14.0055,,12.5002,,,,12.4704,11.8797,,,10.3996,,,11.4437,8.3973999,,12.0134,14.5803,,,14.2503,,12.4293
,13.4691,14.8218,,,,,,,,,8.6939001,,,,,,14.0449,,12.5331,,,,12.51,11.907,,,10.4049,,,11.4868,8.4984999,,12.0678,14.6298,,,14.2798,,12.4695
,13.5068,14.8493,,,,,,,,,8.7231998,,,,,,14.0779,,12.571,,,,12.5439,11.9427,,,10.4547,,,11.5335,8.5128002,,12.1016,14.6757,,,14.3135,,12.5134
,13.5525,14.8894,,,,,,,,,8.7537003,,,,,,14.1228,,12.6024,,,,12.5829,11.9673,,,10.4558,,,11.5806,8.5281,,12.1467,14.7288,,,14.3508,,12.5599
,13.5944,14.9218,,,,,,,,,8.7863998,,,,,,14.1571,,12.6403,,,,12.6154,11.9946,,,10.4919,,,11.6355,8.5437002,,12.1818,14.7787,,,14.3803,,12.61
,13.6317,14.9589,,,,,,,,,8.8514996,,,,,,14.1875,,12.6705,,,,12.6601,12.0311,,,10.5201,,,11.6842,8.5583,,12.2116,14.8331,,,14.4107,,12.6581
,13.6817,14.9984,,,,,,,,,8.8593998,,,,,,14.2262,,12.7046,,,,12.7065,12.0611,,,10.5644,,,11.7289,8.5740004,,12.2637,14.8884,,,14.4428,,12.6979
,13.7286,,,,,,,,,,8.8846998,,,,,,14.2602,,12.7388,,,,12.7448,12.0907,,,10.5975,,,11.7734,8.5895996,,12.3177,14.9321,,,14.4827,,12.7426
,13.7696,,,,,,,,,,8.9132996,,,,,,14.2982,,12.7677,,,,12.7919,12.128,,,10.6032,,,11.8252,8.6047001,,12.349,14.9769,,,14.5142,,12.7846
,13.8111,,,,,,,,,,8.9435997,,,,,,14.3379,,12.8068,,,,12.8373,12.158,,,10.6041,,,11.8687,8.6912003,,12.3728,,,,14.5433,,12.8264
,13.8643,,,,,,,,,,8.9713001,,,,,,14.3775,,12.838,,,,12.8843,12.1842,,,10.6043,,,11.917,8.7067003,,12.3999,,,,14.5703,,12.8708
,13.897,,,,,,,,,,8.9989996,,,,,,14.4208,,12.869,,,,12.927,12.2093,,,10.6047,,,11.9639,8.7250004,,12.4341,,,,14.5984,,12.914
,13.9288,,,,,,,,,,9.0388002,,,,,,14.4666,,12.907,,,,12.9684,12.2408,,,10.6073,,,12.0116,8.7420998,,12.4643,,,,14.6293,,12.9577
,13.9729,,,,,,,,,,9.0574999,,,,,,14.5022,,12.9472,,,,13.0159,12.276,,,10.6493,,,12.0537,8.7572002,,12.5003,,,,14.6543,,12.9982
,14.0051,,,,,,,,,,9.0897999,,,,,,14.5392,,12.9864,,,,13.0585,12.3133,,,10.7048,,,12.1023,8.7746,,12.5517,,,,14.6928,,13.0396
,14.0331,,,,,,,,,,9.1239996,,,,,,14.5848,,13.0145,,,,13.0978,12.3409,,,10.7106,,,12.1488,8.7915001,,12.5797,,,,14.7347,,13.0981
,14.0781,,,,,,,,,,9.1525002,,,,,,14.6241,,13.0455,,,,13.139,12.3717,,,10.7117,,,12.192,8.8821001,,12.6066,,,,14.7637,,13.1472
,14.1207,,,,,,,,,,9.1826,,,,,,14.6609,,13.0733,,,,13.1791,12.4165,,,10.7248,,,12.2356,8.8978996,,12.6391,,,,14.7962,,13.1898
,14.154,,,,,,,,,,9.1870003,,,,,,14.6998,,13.1071,,,,13.2163,12.4512,,,10.7498,,,12.2839,8.9112997,,12.6814,,,,14.8274,,13.2306
,14.1956,,,,,,,,,,9.2334003,,,,,,14.7384,,13.1357,,,,13.2639,12.4869,,,10.7733,,,12.3354,8.9294996,,12.7171,,,,14.8663,,13.2737
,14.2456,,,,,,,,,,9.2637997,,,,,,14.769,,13.1712,,,,13.3081,12.5122,,,10.8043,,,12.3847,8.9512997,,12.763,,,,14.8928,,13.3185
,14.2992,,,,,,,,,,9.2904997,,,,,,14.8129,,13.2072,,,,13.3473,12.5587,,,10.8051,,,12.4343,8.9742002,,12.7891,,,,14.9216,,13.3749
,14.3352,,,,,,,,,,9.3170996,,,,,,14.8558,,13.2412,,,,13.3949,12.5844,,,10.8354,,,12.4768,8.9928999,,12.8333,,,,14.9557,,13.4252
,14.3688,,,,,,,,,,9.3472996,,,,,,14.9041,,13.2701,,,,13.4326,12.6118,,,10.871,,,12.5224,9.0946999,,12.8679,,,,,,13.4707
,14.4255,,,,,,,,,,9.3762999,,,,,,14.9467,,13.3052,,,,13.4677,12.6419,,,10.9163,,,12.568,9.1112003,,12.903,,,,,,13.5309
,14.4716,,,,,,,,,,9.4021997,,,,,,14.9808,,13.3347,,,,13.5008,12.6748,,,10.9516,,,12.614,9.1258001,,12.9382,,,,,,13.5754
,14.5096,,,,,,,,,,9.4513998,,,,,,,,13.3685,,,,13.5435,12.7061,,,10.953,,,12.6586,9.1426001,,12.9561,,,,,,13.6284
,14.5581,,,,,,,,,,9.4792004,,,,,,,,13.3993,,,,13.5859,12.7383,,,10.9547,,,12.7049,9.1658001,,12.9912,,,,,,13.6729
,14.5962,,,,,,,,,,9.5066996,,,,,,,,13.4306,,,,13.6251,12.7614,,,10.9554,,,12.7527,9.191,,13.0231,,,,,,13.7167
,14.6363,,,,,,,,,,9.5326996,,,,,,,,13.4614,,,,13.6604,12.7866,,,10.9583,,,12.7965,9.2921,,13.0593,,,,,,13.7618
,14.6709,,,,,,,,,,9.5620003,,,,,,,,13.5004,,,,13.7018,12.8211,,,10.997,,,12.8443,9.3064003,,13.0894,,,,,,13.807
,14.7024,,,,,,,,,,9.5974998,,,,,,,,13.5329,,,,13.7392,12.845,,,10.9988,,,12.888,9.3192997,,13.1288,,,,,,13.8551
,14.7268,,,,,,,,,,9.6476002,,,,,,,,13.5718,,,,13.7772,12.868,,,11.0045,,,12.9355,9.3387003,,13.1555,,,,,,13.8995
,14.7597,,,,,,,,,,9.6745005,,,,,,,,13.6032,,,,13.8164,12.8987,,,11.0057,,,12.9851,9.3542995,,13.2091,,,,,,13.9533
,14.7848,,,,,,,,,,9.6999998,,,,,,,,13.6393,,,,13.8572,12.9377,,,11.02,,,13.0307,9.3718004,,13.243,,,,,,13.9967
,14.8126,,,,,,,,,,9.7298002,,,,,,,,13.6781,,,,13.8995,12.9629,,,11.0585,,,13.0778,9.3865004,,13.276,,,,,,14.0468
,14.8371,,,,,,,,,,9.7592001,,,,,,,,13.7079,,,,13.9414,12.99,,,11.0759,,,13.1255,9.4024,,13.3159,,,,,,14.0836
,14.8696,,,,,,,,,,9.7921,,,,,,,,13.7443,,,,13.9897,13.0236,,,11.0901,,,13.17,9.5056,,13.3453,,,,,,14.1282
,14.9055,,,,,,,,,,9.8439999,,,,,,,,13.7774,,,,14.0309,13.0552,,,11.0913,,,13.215,9.5220003,,13.383,,,,,,14.18
,14.9373,,,,,,,,,,9.8744001,,,,,,,,13.8077,,,,14.0736,13.0882,,,11.0926,,,13.2583,9.5432997,,13.425,,,,,,14.2244
,14.9721,,,,,,,,,,9.9053001,,,,,,,,13.8385,,,,14.1166,13.1154,,,11.1171,,,13.2994,9.5607996,,13.4496,,,,,,14.2703
,,,,,,,,,,,9.9336004,,,,,,,,13.8798,,,,14.1541,13.1419,,,11.1559,,,13.347,9.5754995,,13.4858,,,,,,14.3128
,,,,,,,,,,,9.9629002,,,,,,,,13.9138,,,,14.1994,13.168,,,11.1627,,,13.3906,9.5930004,,13.5148,,,,,,14.3536
,,,,,,,,,,,9.9952002,,,,,,,,13.9468,,,,14.2402,13.1963,,,11.1943,,,13.4359,9.7299004,,13.5511,,,,,,14.4019
,,,,,,,,,,,10.043,,,,,,,,13.981,,,,14.2842,13.2291,,,11.2043,,,13.4787,9.7424002,,13.5863,,,,,,14.443
,,,,,,,,,,,10.0681,,,,,,,,14.0166,,,,14.3296,13.2605,,,11.205,,,13.5239,9.7560997,,13.6085,,,,,,14.4869
,,,,,,,,,,,10.0931,,,,,,,,14.0476,,,,14.3799,13.29,,,11.2086,,,13.567,9.7716999,,13.6375,,,,,,14.5358
,,,,,,,,,,,10.1257,,,,,,,,14.0818,,,,14.4113,13.3163,,,11.2118,,,13.6072,9.7881002,,13.6652,,,,,,14.5819
,,,,,,,,,,,10.153,,,,,,,,14.1151,,,,14.4548,13.3468,,,11.2253,,,13.6533,9.8021002,,13.6979,,,,,,14.6328
,,,,,,,,,,,10.1673,,,,,,,,14.1489,,,,14.495,13.3748,,,11.245,,,13.7027,9.8884001,,13.7289,,,,,,14.6819
,,,,,,,,,,,10.1797,,,,,,,,14.1837,,,,14.5297,13.399,,,11.2886,,,13.7449,9.9062996,,13.7777,,,,,,14.7325
,,,,,,,,,,,10.2059,,,,,,,,14.2146,,,,14.5668,13.4285,,,11.3141,,,13.7891,9.9247999,,13.8109,,,,,,14.772
,,,,,,,,,,,10.2604,,,,,,,,14.2473,,,,14.61,13.457,,,11.3281,,,13.8384,9.9392996,,13.8371,,,,,,14.8166
,,,,,,,,,,,10.2882,,,,,,,,14.2791,,,,14.6454,13.4881,,,11.3462,,,13.8814,9.9560003,,13.8569,,,,,,14.86
,,,,,,,,,,,10.3135,,,,,,,,14.3177,,,,14.6841,13.5138,,,11.4066,,,13.9261,9.9764996,,13.8854,,,,,,14.9021
,,,,,,,,,,,10.342,,,,,,,,14.3524,,,,14.7347,13.5495,,,11.4142,,,13.9688,10.1271,,13.9324,,,,,,14.9511
,,,,,,,,,,,10.3713,,,,,,,,14.3833,,,,14.7807,13.5741,,,11.4691,,,14.0129,10.1401,,13.9689,,,,,,
,,,,,,,,,,,10.4417,,,,,,,,14.4214,,,,14.8191,13.6061,,,11.5007,,,14.0569,10.1542,,13.9934,,,,,,
,,,,,,,,,,,10.4679,,,,,,,,14.4577,,,,14.8647,13.6385,,,11.5349,,,14.1002,10.1683,,14.0307,,,,,,
,,,,,,,,,,,10.4979,,,,,,,,14.4962,,,,14.9059,13.6651,,,11.5363,,,14.1459,10.1825,,14.0642,,,,,,
,,,,,,,,,,,10.5299,,,,,,,,14.5287,,,,14.9535,13.694,,,11.5497,,,14.19,10.197,,14.1242,,,,,,
,,,,,,,,,,,10.5615,,,,,,,,14.5626,,,,14.9922,13.7264,,,11.5614,,,14.2332,10.3193,,14.1565,,,,,,
,,,,,,,,,,,10.5932,,,,,,,,14.5933,,,,,13.7522,,,11.5724,,,14.2766,10.3331,,14.186,,,,,,
,,,,,,,,,,,10.6436,,,,,,,,14.6276,,,,,13.7798,,,11.5738,,,14.3227,10.3504,,14.2332,,,,,,
,,,,,,,,,,,10.6723,,,,,,,,14.6581,,,,,13.8051,,,11.6053,,,14.3682,10.3664,,14.2807,,,,,,
,,,,,,,,,,,10.7014,,,,,,,,14.6958,,,,,13.8336,,,11.609,,,14.4138,10.3836,,14.3282,,,,,,
,,,,,,,,,,,10.7339,,,,,,,,14.7316,,,,,13.8588,,,11.6743,,,14.4625,10.4988,,14.3548,,,,,,
,,,,,,,,,,,10.7655,,,,,,,,14.7741,,,,,13.8874,,,11.6817,,,14.5136,10.5154,,14.3774,,,,,,
,,,,,,,,,,,10.7921,,,,,,,,14.8057,,,,,13.9137,,,11.701,,,14.5561,10.5285,,14.4077,,,,,,
,,,,,,,,,,,10.8427,,,,,,,,14.8399,,,,,13.9417,,,11.7045,,,14.601,10.5435,,14.4506,,,,,,
,,,,,,,,,,,10.8728,,,,,,,,14.8783,,,,,13.9676,,,11.7315,,,14.6497,10.5625,,14.484,,,,,,
,,,,,,,,,,,10.9044,,,,,,,,14.9111,,,,,13.9955,,,11.7393,,,14.6945,10.5775,,14.5072,,,,,,
,,,,,,,,,,,10.9343,,,,,,,,14.9454,,,,,14.0227,,,11.7417,,,14.7401,10.5935,,14.5388,,,,,,
,,,,,,,,,,,10.9582,,,,,,,,14.984,,,,,14.0538,,,11.7694,,,14.785,10.7193,,14.5689,,,,,,
,,,,,,,,,,,10.9871,,,,,,,,,,,,,14.0827,,,11.7894,,,14.8309,10.7361,,14.6069,,,,,,
,,,,,,,,,,,11.0469,,,,,,,,,,,,,14.1118,,,11.805,,,14.8773,10.7524,,14.6402,,,,,,
,,,,,,,,,,,11.0798,,,,,,,,,,,,,14.1426,,,11.8081,,,14.9317,10.7689,,14.6782,,,,,,
,,,,,,,,,,,11.1107,,,,,,,,,,,,,14.1676,,,11.8137,,,14.9809,10.7819,,14.7078,,,,,,
,,,,,,,,,,,11.1391,,,,,,,,,,,,,14.1928,,,11.8322,,,,10.7967,,14.7496,,,,,,
,,,,,,,,,,,11.1725,,,,,,,,,,,,,14.2211,,,11.8689,,,,10.9094,,14.7727,,,,,,
,,,,,,,,,,,11.1948,,,,,,,,,,,,,14.25,,,11.8717,,,,10.9273,,14.7994,,,,,,
,,,,,,,,,,,11.2402,,,,,,,,,,,,,14.2832,,,11.8867,,,,10.9421,,14.8375,,,,,,
,,,,,,,,,,,11.2726,,,,,,,,,,,,,14.3128,,,11.8997,,,,10.9606,,14.8779,,,,,,
,,,,,,,,,,,11.2987,,,,,,,,,,,,,14.3398,,,11.9071,,,,10.9798,,14.9083,,,,,,
,,,,,,,,,,,11.3296,,,,,,,,,,,,,14.3648,,,11.9521,,,,10.9967,,14.9406,,,,,,
,,,,,,,,,,,11.3363,,,,,,,,,,,,,14.3925,,,11.9533,,,,11.104,,14.967,,,,,,
,,,,,,,,,,,11.3569,,,,,,,,,,,,,14.4191,,,11.9633,,,,11.1202,,14.9968,,,,,,
,,,,,,,,,,,11.3886,,,,,,,,,,,,,14.4635,,,11.9721,,,,11.137,,,,,,,,
,,,,,,,,,,,11.4433,,,,,,,,,,,,,14.4976,,,11.9944,,,,11.1523,,,,,,,,
,,,,,,,,,,,11.4724,,,,,,,,,,,,,14.529,,,12.0219,,,,11.172,,,,,,,,
,,,,,,,,,,,11.5,,,,,,,,,,,,,14.5595,,,12.0521,,,,11.1965,,,,,,,,
,,,,,,,,,,,11.5263,,,,,,,,,,,,,14.5851,,,12.1002,,,,11.3165,,,,,,,,
,,,,,,,,,,,11.5567,,,,,,,,,,,,,14.6112,,,12.1017,,,,11.3295,,,,,,,,
,,,,,,,,,,,11.5883,,,,,,,,,,,,,14.6366,,,12.1395,,,,11.3417,,,,,,,,
,,,,,,,,,,,11.6479,,,,,,,,,,,,,14.6638,,,12.1408,,,,11.3715,,,,,,,,
,,,,,,,,,,,11.6832,,,,,,,,,,,,,14.6971,,,12.1679,,,,11.3923,,,,,,,,
,,,,,,,,,,,11.7131,,,,,,,,,,,,,14.7321,,,12.1822,,,,11.4705,,,,,,,,
,,,,,,,,,,,11.7406,,,,,,,,,,,,,14.7709,,,12.1839,,,,11.4863,,,,,,,,
,,,,,,,,,,,11.7754,,,,,,,,,,,,,14.7965,,,12.1843,,,,11.5094,,,,,,,,
,,,,,,,,,,,11.8044,,,,,,,,,,,,,14.819,,,12.1905,,,,11.5241,,,,,,,,
,,,,,,,,,,,11.8544,,,,,,,,,,,,,14.8498,,,12.2248,,,,11.5411,,,,,,,,
,,,,,,,,,,,11.8808,,,,,,,,,,,,,14.8779,,,12.2258,,,,11.5631,,,,,,,,
,,,,,,,,,,,11.9154,,,,,,,,,,,,,14.9021,,,12.2621,,,,11.5779,,,,,,,,
,,,,,,,,,,,11.9453,,,,,,,,,,,,,14.9294,,,12.269,,,,11.593,,,,,,,,
,,,,,,,,,,,11.9739,,,,,,,,,,,,,14.9641,,,12.2995,,,,11.6947,,,,,,,,
,,,,,,,,,,,12.0023,,,,,,,,,,,,,14.9957,,,12.3175,,,,11.7094,,,,,,,,
,,,,,,,,,,,12.0344,,,,,,,,,,,,,,,,12.3216,,,,11.7237,,,,,,,,
,,,,,,,,,,,12.066,,,,,,,,,,,,,,,,12.3273,,,,11.7422,,,,,,,,
,,,,,,,,,,,12.0977,,,,,,,,,,,,,,,,12.3455,,,,11.7563,,,,,,,,
,,,,,,,,,,,12.1268,,,,,,,,,,,,,,,,12.3796,,,,11.7707,,,,,,,,
,,,,,,,,,,,12.1588,,,,,,,,,,,,,,,,12.3831,,,,11.7868,,,,,,,,
,,,,,,,,,,,12.189,,,,,,,,,,,,,,,,12.3921,,,,11.8863,,,,,,,,
,,,,,,,,,,,12.2199,,,,,,,,,,,,,,,,12.4103,,,,11.9058,,,,,,,,
,,,,,,,,,,,12.2518,,,,,,,,,,,,,,,,12.4277,,,,11.9252,,,,,,,,
,,,,,,,,,,,12.2797,,,,,,,,,,,,,,,,12.4288,,,,11.9506,,,,,,,,
,,,,,,,,,,,12.3092,,,,,,,,,,,,,,,,12.429,,,,11.9721,,,,,,,,
,,,,,,,,,,,12.3465,,,,,,,,,,,,,,,,12.4402,,,,11.988,,,,,,,,
,,,,,,,,,,,12.373,,,,,,,,,,,,,,,,12.4517,,,,12.0038,,,,,,,,
,,,,,,,,,,,12.4021,,,,,,,,,,,,,,,,12.4528,,,,12.0237,,,,,,,,
,,,,,,,,,,,12.4299,,,,,,,,,,,,,,,,12.4627,,,,12.041,,,,,,,,
,,,,,,,,,,,12.4325,,,,,,,,,,,,,,,,12.476,,,,12.0579,,,,,,,,
,,,,,,,,,,,12.4598,,,,,,,,,,,,,,,,12.4839,,,,12.0799,,,,,,,,
,,,,,,,,,,,12.4895,,,,,,,,,,,,,,,,12.5107,,,,12.1011,,,,,,,,
,,,,,,,,,,,12.5153,,,,,,,,,,,,,,,,12.5314,,,,12.1184,,,,,,,,
,,,,,,,,,,,12.5202,,,,,,,,,,,,,,,,12.5706,,,,12.1357,,,,,,,,
,,,,,,,,,,,12.5487,,,,,,,,,,,,,,,,12.5757,,,,12.1547,,,,,,,,
,,,,,,,,,,,12.5833,,,,,,,,,,,,,,,,12.577,,,,12.1748,,,,,,,,
,,,,,,,,,,,12.6121,,,,,,,,,,,,,,,,12.5775,,,,12.1961,,,,,,,,
,,,,,,,,,,,12.6383,,,,,,,,,,,,,,,,12.5947,,,,12.2241,,,,,,,,
,,,,,,,,,,,12.6597,,,,,,,,,,,,,,,,12.6192,,,,12.2441,,,,,,,,
,,,,,,,,,,,12.6761,,,,,,,,,,,,,,,,12.6206,,,,12.2652,,,,,,,,
,,,,,,,,,,,12.7054,,,,,,,,,,,,,,,,12.6215,,,,12.2802,,,,,,,,
,,,,,,,,,,,12.7344,,,,,,,,,,,,,,,,12.6248,,,,12.3115,,,,,,,,
,,,,,,,,,,,12.7632,,,,,,,,,,,,,,,,12.632,,,,12.3616,,,,,,,,
,,,,,,,,,,,12.7915,,,,,,,,,,,,,,,,12.6478,,,,12.3857,,,,,,,,
,,,,,,,,,,,12.8249,,,,,,,,,,,,,,,,12.6544,,,,12.405,,,,,,,,
,,,,,,,,,,,12.8574,,,,,,,,,,,,,,,,12.6552,,,,12.4231,,,,,,,,
,,,,,,,,,,,12.8801,,,,,,,,,,,,,,,,12.6625,,,,12.4437,,,,,,,,
,,,,,,,,,,,12.9144,,,,,,,,,,,,,,,,12.678,,,,12.4706,,,,,,,,
,,,,,,,,,,,12.9543,,,,,,,,,,,,,,,,12.7078,,,,12.4901,,,,,,,,
,,,,,,,,,,,12.9855,,,,,,,,,,,,,,,,12.7415,,,,12.5096,,,,,,,,
,,,,,,,,,,,13.0158,,,,,,,,,,,,,,,,12.743,,,,12.5298,,,,,,,,
,,,,,,,,,,,13.0468,,,,,,,,,,,,,,,,12.7442,,,,12.5497,,,,,,,,
,,,,,,,,,,,13.0794,,,,,,,,,,,,,,,,12.7802,,,,12.5754,,,,,,,,
,,,,,,,,,,,13.1055,,,,,,,,,,,,,,,,12.8255,,,,12.6001,,,,,,,,
,,,,,,,,,,,13.1377,,,,,,,,,,,,,,,,12.8802,,,,12.6211,,,,,,,,
,,,,,,,,,,,13.1715,,,,,,,,,,,,,,,,12.9113,,,,12.6481,,,,,,,,
,,,,,,,,,,,13.2034,,,,,,,,,,,,,,,,12.919,,,,12.6735,,,,,,,,
,,,,,,,,,,,13.2391,,,,,,,,,,,,,,,,12.9338,,,,12.7011,,,,,,,,
,,,,,,,,,,,13.2718,,,,,,,,,,,,,,,,12.9458,,,,12.7229,,,,,,,,
,,,,,,,,,,,13.3009,,,,,,,,,,,,,,,,13.0067,,,,12.7403,,,,,,,,
,,,,,,,,,,,13.3271,,,,,,,,,,,,,,,,13.008,,,,12.7592,,,,,,,,
,,,,,,,,,,,13.3563,,,,,,,,,,,,,,,,13.0505,,,,12.7803,,,,,,,,
,,,,,,,,,,,13.3902,,,,,,,,,,,,,,,,13.0623,,,,12.8032,,,,,,,,
,,,,,,,,,,,13.4211,,,,,,,,,,,,,,,,13.0992,,,,12.8204,,,,,,,,
,,,,,,,,,,,13.4558,,,,,,,,,,,,,,,,13.1005,,,,12.8389,,,,,,,,
,,,,,,,,,,,13.4888,,,,,,,,,,,,,,,,13.1425,,,,12.8593,,,,,,,,
,,,,,,,,,,,13.5285,,,,,,,,,,,,,,,,13.1817,,,,12.8821,,,,,,,,
,,,,,,,,,,,13.5601,,,,,,,,,,,,,,,,13.1919,,,,12.8989,,,,,,,,
,,,,,,,,,,,13.5625,,,,,,,,,,,,,,,,13.2273,,,,12.9258,,,,,,,,
,,,,,,,,,,,13.595,,,,,,,,,,,,,,,,13.2637,,,,12.9467,,,,,,,,
,,,,,,,,,,,13.6224,,,,,,,,,,,,,,,,13.2977,,,,12.9669,,,,,,,,
,,,,,,,,,,,13.6497,,,,,,,,,,,,,,,,13.3228,,,,12.9941,,,,,,,,
,,,,,,,,,,,13.6786,,,,,,,,,,,,,,,,13.324,,,,13.0174,,,,,,,,
