20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010b,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216a,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g,20191220h
3.8092999,2.7551999,2.9995999,,5.7958999,5.7470002,9.1956997,5.7079,11.654,9.4871998,4.5149999,1.9704,7.9691,5.3821998,12.0229,,10.9919,2.6952,5.7526999,2.7476001,3.5153,8.1258001,4.8320999,3.1549001,1.6108,7.1462998,,2.5221,13.7106,3.5644,2.5139999,1.4601001,3.5351,1.7998,3.2885001,3.9595001,,1.9121,,3.0020001
3.8912001,2.7902,3.1142001,,5.9513998,5.8741002,9.3717003,5.8095002,11.8385,9.5771999,4.5682001,2.0053,8.1724997,5.5141001,12.2106,,11.171,2.7499001,5.8396001,2.7828,3.563,8.2033005,4.9064999,3.2054,1.6345,7.3119998,,2.5632999,13.8838,3.6372001,2.5550001,1.4836,3.5678999,1.8288,3.3311,4.0832,,1.938,,3.0355
3.9231999,2.8956001,3.1477001,,5.9858999,5.9582,9.5545998,5.8923001,12.2822,9.6647997,4.6722002,2.0592999,8.3787003,5.5588999,12.3216,,11.3926,2.8016,5.8929,2.8864,3.6589999,8.3653002,4.9842,3.2844999,1.6628,7.3831,,2.6080999,14.1319,3.6960001,2.5948,1.5082,3.595,1.8674999,3.3749001,4.1430998,,1.9642,,3.0718
3.9583001,2.9361999,3.1891,,6.1185002,6.1061001,9.7054005,5.9874001,12.765,9.7055998,4.7284999,2.095,8.7862997,5.7206998,12.389,,11.6069,2.892,5.9639001,2.9228001,3.7090001,8.5487003,5.0479002,3.3262,1.6947,7.4891,,2.6809001,14.4693,3.7551,2.6408,1.5294,3.6865001,1.9101,3.4835999,4.1989002,,1.9875,,3.1131999
4.0071998,2.9746001,3.3619001,,6.1655998,6.1594,9.7662001,6.0674,13.1053,9.8051004,4.7779999,2.1291001,8.9483004,5.8053002,12.4728,,11.7483,2.9458001,6.0401001,2.9605999,3.7542,8.7395,5.1279998,3.3559,1.7193,7.7255998,,2.7137001,14.7379,3.8554001,2.6826,1.5524,3.7170999,1.9373,3.5269001,4.2986002,,5.0938001,,3.1614001
4.0324998,3.0825,3.3965001,,6.3181,6.2838001,9.9466,6.1125002,13.3953,9.8916998,4.8868999,2.1601,8.9954004,5.9794998,12.4913,,11.9939,2.9953001,6.0819998,3.006,3.8611,8.9393997,5.1982002,3.3931999,1.7464,7.9548001,,2.763,14.9445,3.9015999,2.7219,1.5771,3.7595999,1.9647,3.5761001,4.3477998,,5.1030002,,3.1935
4.0841999,3.1192999,3.5754001,,6.3611002,6.3346,10.1647,6.1571002,13.6108,9.9764996,4.9537001,2.1942,9.1766005,6.1497002,12.6406,,12.0754,3.1020999,6.1578002,3.1029,3.9096999,9.1456003,5.2905002,3.4632001,1.7706,8.0719995,,2.8078001,,3.9473,2.7613001,1.605,3.7907,1.9996001,3.6747,4.3968,,5.1143999,,3.2302001
4.1149001,3.1740999,3.7416999,,6.5166998,6.3803,10.3574,6.2732,13.8898,10.0725,4.9952998,2.2465,9.3934002,6.3072,12.7388,,12.1203,3.1549001,6.2386999,3.1415,3.9559,9.3425999,5.3896999,3.5056,1.7964,8.1380997,,2.8563001,,3.9958999,2.8025999,1.6301,3.9001,2.1300001,3.7162001,4.5046,,5.1276999,,3.2611001
4.1532998,3.3708,3.9219999,,6.5647998,6.4976001,10.5544,6.3070002,14.169,10.1743,5.0970001,2.2578001,9.5686998,6.4935002,12.7621,,12.1557,3.1993001,6.3203001,3.1823001,4.0605998,9.5734997,5.4759002,3.5374999,1.8229001,8.2740002,,2.9008,,4.0602002,2.8478,1.653,3.9331,2.1579001,3.7597001,4.5630999,,5.1455998,,3.3440001
4.2582002,3.404,3.9876001,,6.6062999,6.5598001,10.6774,6.3520002,14.5291,10.2471,5.1448998,2.2821,9.7737999,6.5285001,12.8462,,12.2357,3.3053999,6.3800001,3.2839,4.1177001,9.7839003,5.5479002,3.5862,1.854,8.3600998,,2.9363999,,4.1121998,2.8855,1.6793,3.9686,2.1887,3.8573,4.6998,,5.1690998,,3.381
4.2774,3.7279,4.1192002,,6.7392998,6.6808,10.7888,6.4745998,14.7633,10.3636,5.1859999,2.3118,9.9611998,6.7265,12.9382,,12.2968,3.3545001,6.4431,3.3222001,4.1652002,9.9688997,5.6364002,3.6684999,1.8789001,8.5368004,,2.9793999,,4.1616001,2.9258001,1.7013,3.9979999,2.3362999,3.9052999,4.7659001,,5.1907001,,3.4677
4.3179002,3.7541001,4.1641998,,6.9407001,6.7375002,10.911,6.5394001,14.9461,10.4656,5.2749,2.3385,10.0017,6.9586,13.0717,,12.3597,3.3947001,6.4857001,3.3550999,4.2600999,10.143,5.7112002,3.7070999,1.9023,8.6854,,3.0534999,,4.2405,2.9667001,1.7209001,4.1033001,2.3668001,3.9433999,4.9141998,,5.5678,,3.5128
4.3537998,3.779,4.3396001,,6.9849,6.8031998,10.9774,6.7371001,,10.5607,5.3341999,2.3698001,10.1938,7.0043998,13.168,,12.4273,3.4937999,6.5373998,3.3941,4.3056998,10.3426,5.7972002,3.7498,1.9414999,8.7986002,,3.0933001,,4.2967,3.0072,1.7451,4.1348,2.3813,3.9863999,4.9780002,,5.5767999,,3.5632999
4.3891001,3.8668001,4.3778,,7.0275998,6.9263,11.1943,6.8511,,10.5999,5.3676,2.4531,10.5973,7.1588001,13.2851,,12.4966,3.5453,6.5988998,3.4888,4.3497,10.5385,5.8848,3.7907,1.9703,8.9214001,,3.1375999,,4.348,3.0555,1.7661,4.1680002,2.4043,4.0732002,5.1114998,,5.5935001,,3.6428001
4.8646998,3.9047,4.5853,,7.1566,6.9857001,11.387,6.9326,,10.67,5.5153999,2.4874001,11.0083,7.1848001,13.3935,,12.5998,3.5899,6.6725001,3.5236001,4.3923001,10.6016,5.9617,3.8696001,1.9974999,9.0811996,,3.1767001,,4.4032998,3.0971,1.7918,4.2028999,2.5387001,4.1163001,5.1739001,,5.7086,,3.6839001
4.8762002,3.9424,4.7470999,,7.2069001,7.1346998,11.4736,7.0689001,,10.764,5.5672002,2.5172999,11.1654,7.3362999,13.6148,,12.6593,3.6961,6.7445002,3.5583999,4.4650002,10.7737,6.0532999,3.9126,2.1533999,9.1461,,3.2809,,4.4748001,3.1393001,1.8118,4.3111,2.5589001,4.1594,5.3045001,,5.7219,,3.7283001
4.8972001,3.9723001,4.7933998,,7.3439002,7.3104,11.5905,7.1542001,,10.8448,5.6652999,2.5431001,11.5373,7.3627,13.636,,12.7692,3.7451,6.7934999,3.5955,4.5109,10.9557,6.1409998,3.9479001,2.1821001,9.3299999,,3.3092,,4.5295,3.184,1.8594,4.3421001,2.576,4.2044001,5.3532,,5.7402,,3.7821
4.9200001,4.0019999,4.9882998,,7.3899002,7.3587999,11.7474,7.2567,,10.9017,5.7045999,2.5713,11.7784,7.5609999,13.7071,,12.8562,3.7969999,6.8453999,3.6800001,4.5661001,11.1696,6.2182002,3.9848001,2.3671,9.4745998,,3.3476,,4.5895,3.2237999,1.886,4.3848,2.5985,4.2818999,5.5050998,,5.7577,,3.8218999
4.9489999,4.1424999,5.1908998,,7.5567999,7.5110998,11.9183,7.3132,,10.9898,5.7451,2.6027999,11.9348,7.7119002,13.8629,,12.9748,3.9001999,6.8951001,3.7156999,4.6566,11.5218,6.2990999,4.0604,2.3992,9.5488005,,3.3931,,4.6806002,3.2672,1.9124,4.507,2.7119999,4.3246999,5.5664001,,5.7774,,3.859
4.9811001,4.1690998,5.5317001,,7.7533998,7.7010002,12.0305,7.3716998,,11.1076,5.7947998,2.6549001,11.9918,7.9189,13.8789,,13.0634,3.9449999,6.9566998,3.7555001,4.7104998,11.7122,6.3862,4.0918002,2.5344999,9.7027998,,3.4473,,4.7375998,3.3062999,1.9353,4.5407,2.7277,4.3662,5.6879001,,5.8031998,,3.8999
5.0727,4.3165998,5.7206001,,7.7957001,7.7554002,12.137,7.4512,,11.1862,5.8723001,2.6863,12.031,7.9885001,14.0168,,13.123,3.9911001,7.0299001,3.7957001,4.7543001,11.9636,6.4721999,4.1294999,2.5685,9.7770996,,3.4737,,4.7862,3.3471999,1.9681,4.5737,2.7514,4.4742999,5.7371001,,6.1131001,,3.9417
5.1013999,4.3519001,5.7988,,7.9405999,7.8990002,12.1965,7.4987001,,11.2544,5.9484,2.717,12.0951,8.1555996,14.1462,,13.247,4.0939999,7.0907001,3.8789999,4.7961001,12.0263,6.5478001,4.1708002,2.5945001,9.8853998,,3.5342,,4.8497,3.3866999,1.99,4.6054001,2.7739,4.5132999,5.7912002,,6.1243,,3.9869001
5.1300998,4.3917999,5.9523001,,7.9916,7.9735999,12.2773,7.5467,,11.306,5.9972,2.7478001,12.1366,8.1949997,14.2857,,13.3113,4.1402001,7.1539001,3.908,4.8618999,12.0808,6.6197,4.2551999,2.7279999,9.9735003,,3.5713,,4.8923001,3.4361999,2.1921,4.7129998,2.8037,4.5576,5.9095998,,6.1396999,,4.0345001
5.2779002,4.4779,5.9896002,,8.1485004,8.0945997,12.4083,7.6556001,,11.4311,6.1149001,2.7774999,12.1934,8.3048,14.4124,,13.3897,4.1875,7.2330999,3.9542,4.914,12.1389,6.7044001,4.2851,2.7672999,10.1268,,3.6661,,4.9477,3.4756999,2.2049,4.7480998,2.9143,4.5981002,5.9773002,,6.1545,,4.0783
5.2996998,4.5093002,6.0764999,,8.1887999,8.1616001,12.5733,7.7356,,11.4951,6.1672001,2.8059001,12.2429,8.3599005,14.5301,,13.4892,4.296,7.2933998,3.9923,4.9727998,12.2066,6.7774,4.3253002,2.8018999,10.3394,,3.6984,,5.0058999,3.5174,2.3245001,4.7838001,2.9298999,4.671,6.0904999,,6.1725001,,4.1188002
5.342,4.5386,6.1117001,,8.3379002,8.2978001,12.7259,7.796,,11.5677,6.2665,2.8561001,12.2747,8.3959999,14.7198,,13.5515,4.3450999,7.3448,4.0854998,5.0612001,12.2549,6.8522,4.3635998,2.9164,10.4947,,3.7349999,,5.0770001,3.5557001,2.3381,4.8951998,2.957,4.7150998,6.1441998,,6.1935,,4.1605
5.6016002,4.5704999,6.1458001,,8.5436001,8.3494997,12.8579,7.9790001,,11.6635,6.2961001,2.8887,12.3141,8.5756998,14.88,,13.6336,4.3871999,7.4159999,4.1145,5.1051002,12.3227,6.9368,4.4054999,2.9461999,10.5994,,3.7774999,,5.1296,3.5999,2.3519001,4.9355001,2.9900999,4.7575002,6.3147001,,6.4949002,,4.2048001
5.6978998,4.6059999,6.1862001,,8.5882998,8.4047003,12.9857,8.1520004,,11.7625,6.3625998,2.9172001,12.3502,8.6048002,14.9499,,13.7678,4.4877,7.4653001,4.1497002,5.1487999,12.3727,7.0289998,4.4738998,2.9746001,10.6875,,3.8473001,,5.1939001,3.6468999,2.3687999,4.9706001,3.1157,4.8055,6.3908,,6.5054002,,4.2554998
5.7131,4.7079,6.3400998,,8.7056999,8.4979,13.0563,8.2370005,,11.8778,6.4029999,2.9458001,12.3834,8.7442999,,,13.8261,4.5409999,7.5317001,4.1889,5.2017999,12.4574,7.1121998,4.5089998,3.0020001,10.8939,,3.904,,5.2677002,3.6875,2.3803,4.9997001,3.1352,4.8832002,6.5096002,,6.5191998,,4.2996001
5.7540002,4.7333002,6.3807001,,8.7523003,8.5445004,13.1849,8.3372002,,11.9725,6.4916,2.9763,12.424,8.9554005,,,13.8814,4.5857,7.5795999,4.2758002,5.2659998,12.5071,7.1915998,4.5511999,3.1194,10.975,,3.9377999,,5.3225999,3.7246001,2.7103,5.0946999,3.1531999,4.9260998,6.5598998,,6.5381999,,4.3497
5.7859001,4.7659001,6.3989,,8.9246998,8.71,13.2628,8.4695997,,12.0251,6.5359998,3.0062001,12.4789,8.9980001,,,13.937,4.6890001,7.6378999,4.3042998,5.3182998,12.5628,7.2712002,4.5963998,3.1492,11.0762,,3.9906001,,5.3779001,3.7657001,2.7196,5.1286001,3.1761999,4.9710002,6.6945,,6.5559001,,4.3961
5.8513999,4.7941999,6.5102,,8.9671001,8.7701998,13.351,8.5548,,12.071,6.6753001,3.0592,12.517,9.1461,,,14.0277,4.7381001,7.6912999,4.3417001,5.3615999,12.6313,7.3846998,4.6619,3.1754,11.1689,,4.0599999,,5.4596,3.8031001,2.7291,5.1567001,3.1975,5.0748,6.7610002,,6.5785999,,4.4379001
5.8724999,4.9221001,6.5120001,,9.1378002,8.9083996,13.4218,8.7283001,,12.1441,6.7223001,3.0897,12.555,9.2083998,,,14.1239,4.7803998,7.7488999,4.3766999,5.4551001,12.6987,7.4889002,4.6971002,3.3136001,11.2817,,4.0925002,,5.5195999,3.8489001,2.7398,5.1928,3.3027,5.1219001,6.8922,,6.5995998,,4.4794002
5.9390001,4.9538999,6.5574002,,9.1919003,8.9583998,13.5447,8.8107996,,12.1982,6.7797999,3.1206999,12.5994,9.3241997,,,14.2425,4.8937001,7.7852998,4.4698,5.5026999,12.7856,7.5841999,4.737,3.3478999,11.3879,,4.1517,,5.5704999,3.8855,2.7509,5.2883,3.3271999,5.1624999,6.9640999,,6.7737002,,4.5208998
5.9773002,4.9913001,6.6037002,,9.3551998,9.0900002,13.6467,8.8789997,,12.2996,6.9061999,3.1533,12.6358,9.3761997,,,14.2952,4.9386001,7.8673,4.5095,5.5527,12.8453,7.6890998,4.7765999,3.3757999,11.4732,,4.2026,,5.6501002,3.9228001,2.7653,5.3285999,3.3462999,5.2031999,7.1231999,,6.7862,,4.5581999
6.2693,5.1483002,6.7406001,,9.4054003,9.1436005,13.7294,9.0036001,,12.3774,6.9454002,3.1847999,12.6431,9.5171003,,,14.3686,4.9931998,7.9468002,4.5409999,5.5987,12.9116,7.8214002,4.8529,3.5262001,11.5763,,4.2858,,5.6999998,3.9588001,2.7767999,5.3625998,3.368,5.2823,7.1704998,,6.8042998,,4.5976
6.2832999,5.1760998,6.7921,,9.5333004,9.1969995,13.814,9.1554003,,12.4722,7.0039001,3.2249999,12.6717,9.6029997,,,14.4143,5.0904002,7.9910002,4.5748,5.6631999,12.9701,7.9348998,4.8889999,3.5532999,11.6817,,4.3235998,,5.7511001,3.9962001,2.7874,5.3934002,3.3921001,5.3313999,7.2982998,,6.9260998,,4.6352
6.3007002,5.2377,6.9242001,,9.5826998,9.2895002,13.9285,9.2588997,,12.5272,7.0900002,3.2418001,12.7049,9.7259998,,,14.556,5.1461,8.0398998,4.6817999,5.7258,13.0327,8.0415001,4.9252,3.5811,11.7747,,4.3636999,,5.8042002,4.0440001,2.7976,5.4984002,3.5288999,5.3786998,7.3579001,,6.9397001,,4.6810999
6.3256998,5.2796998,6.9632001,,9.7229004,9.3374004,13.9938,9.3881998,,12.6009,7.1401,3.2704,12.7534,9.7946997,,,14.6035,5.1939998,8.1029997,4.7126999,5.7751999,13.0943,8.1213999,4.9579,3.7044001,11.9227,,4.3971,,5.8779001,4.0833998,2.9609001,5.5324998,3.5495999,5.493,7.4980001,,6.9548001,,4.7224998
6.3723998,5.323,6.9828,,9.7656002,9.5088997,14.0937,9.4856997,,12.7149,7.1912999,3.2997,12.7852,9.9415998,,,14.6868,5.2872,8.1515999,4.7470999,5.8477998,13.2032,8.2224998,4.9997001,3.7379,12.0348,,4.4597998,,5.9326,4.1230001,2.9702001,5.5654001,3.5771999,5.5376,7.566,,6.98,,4.763
6.5321002,5.3628001,7.0018001,,9.8924999,9.5853996,14.2035,9.5726995,,12.7997,7.3081002,3.3348,12.823,9.9935999,,,14.7484,5.3371,8.2021999,4.7786002,5.8986001,13.2747,8.3128996,5.0665998,3.7677,12.1181,,4.5223999,,5.9949002,4.1608,2.9821,5.6025,3.6038001,5.5797,7.6915998,,7.0039001,,4.8119001
6.5457001,5.3996,7.1157999,,9.9354,9.6969004,14.3441,9.6950998,,12.9027,7.3565998,3.3641,12.8605,10.1607,,,14.8185,5.3822999,8.2566996,4.8715,5.9524002,13.368,8.4036999,5.1047001,3.7925,12.2035,,4.5565,,6.0745001,4.1985998,2.9942,5.7059002,3.723,5.6854,7.7377,,7.1286001,,4.8533001
6.5672002,5.4840999,7.1585999,,9.9703999,9.7533998,14.4483,9.7805996,,13.0142,7.3951998,3.3885,12.8919,10.3276,,,14.8585,5.4832001,8.3062,4.9099002,6.0703001,13.4448,8.5044003,5.1426001,3.9154,12.3408,,4.5795999,,6.1367002,4.2424998,3.0062001,5.7550998,3.7414,5.7279,7.8067999,,7.1417999,,4.947
6.5978999,5.5151,7.2038999,,10.1122,9.8810997,14.6065,9.8341999,,13.1261,7.4843998,3.3949001,12.9182,10.3914,,,14.9413,5.5316,8.3614998,4.9468002,6.1170998,13.5124,8.5921001,5.1890998,3.9437001,12.4343,,4.6279998,,6.1894999,4.2834001,3.1499,5.9015002,3.7688,5.7719002,7.9148998,,7.1615,,4.9902
6.6736002,5.5464001,7.3237,,10.1517,9.9567003,14.7587,10.0037,,13.2386,7.5344,3.454,12.9601,10.5543,,,14.9918,5.5781999,8.4029999,4.9815998,6.1622,13.5747,8.6826,5.2642002,3.9702001,12.5291,,4.6286001,,6.2691002,4.3227,3.1633999,5.9411001,3.9159,5.8684001,7.9756999,,7.1905999,,5.0331998
6.7020001,5.5776,7.3593998,,10.195,10.1008,14.8851,10.1072,,13.2888,7.6016002,3.4795001,13.002,10.726,,,,5.6884999,8.4542999,5.0762,6.2618999,13.6428,8.7883997,5.3035002,3.9985001,12.6283,,4.6592002,,6.3270998,4.3625002,3.1760001,5.9791999,3.9377999,5.9177999,8.1329002,,7.3498001,,5.0777998
6.7568998,5.7533002,7.3957,,10.308,10.1603,14.9964,10.1784,,13.3872,7.6925998,3.4835999,13.0389,10.7971,,,,5.7316999,8.5345001,5.1093001,6.3129001,13.6914,8.8957996,5.3369999,4.1094999,12.7124,,4.6953001,,6.3797002,4.4036999,3.1875,6.1011,3.9665999,5.9646001,8.1898003,,7.3627,,5.1230001
6.7803998,5.7877002,7.4966998,,10.3568,10.2911,,10.2614,,13.5312,7.7940001,3.5088,13.0719,10.9713,,,,5.7757001,8.5808001,5.1462002,6.3576999,13.7572,8.9980001,5.3691001,4.1413999,12.7836,,4.7294002,,6.4752002,4.4495001,3.2779,6.1362,4.1763,6.0075002,8.3119001,,7.3815999,,5.1595998
6.8994999,5.9032998,7.5163999,,10.4892,10.3394,,10.3061,,13.6942,7.8817,3.5357001,13.1049,11.0855,,,,5.8863001,8.6315002,5.1849999,6.4569001,13.8236,9.0970001,5.4520998,4.1658001,12.8751,,4.7761998,,6.5324998,4.4903002,3.2953999,6.1714001,4.1995001,6.0612998,8.3914003,,7.4017,,5.1966
6.9254999,5.9348998,7.5537,,10.5232,10.4034,,10.3826,,13.8163,7.9313998,3.5659001,13.1488,11.1542,,,,5.9288001,8.6829004,5.2828002,6.5123,13.8803,9.1815004,5.4839001,4.1919999,12.9536,,4.8035002,,6.5906,4.5314999,3.3123,6.2028999,4.3249998,6.0943999,8.5214005,,7.5650001,,5.2385998
7.0046,5.9745998,7.5825,,10.5763,10.5101,,10.498,,13.9565,8.0726995,3.5991001,13.1859,11.3204,,,,5.9712,8.7505999,5.3178,6.5662999,13.978,9.2733002,5.5242,4.3021002,13.0452,,4.8625998,,6.6643,4.5727,3.3274,6.3192,4.3406,6.1416001,8.5841999,,7.5798001,,5.2786999
7.0613999,6.1040001,7.7196999,,10.7137,10.5836,,10.5942,,14.0437,8.1133003,3.6501,13.2165,11.3813,,,,6.0924001,8.8023005,5.3561001,6.6529002,14.0745,9.3713999,5.5620999,4.3344002,13.1599,,4.8958998,,6.7164001,4.619,3.3431001,6.3601999,4.3579001,6.191,8.6777,,7.5963998,,5.3155999
7.2982998,6.1346002,7.7602,,10.7544,10.686,,10.7477,,14.1467,8.1571999,3.6786001,13.2629,11.5538,,,,6.1381998,8.8741999,5.3948002,6.7000999,14.1335,9.4694996,5.6032,4.3649998,13.2323,,4.9322,,6.7786999,4.6574001,3.3599,6.5015998,4.3779001,6.2807999,8.7754002,,7.7237,,5.3566999
7.3141999,6.1647,7.8028002,,10.9322,10.758,,10.8526,,14.2837,8.1962996,3.7089,13.2981,11.6067,,,,6.1816001,8.9403,5.4755998,6.7438002,14.199,9.5653,5.6714001,4.3955002,13.3292,,4.9794998,,6.8737001,4.6985998,3.3763001,6.5363002,4.5597,6.3297,8.9017,,7.7417998,,5.3971
7.3678002,6.1868,7.9347,,10.9766,10.8056,,10.9724,,14.3697,8.2756996,3.7375,13.3325,11.7293,,,,6.2859998,9.0044003,5.5098,6.7921,14.2729,9.6721001,5.7097998,4.5036001,13.4223,,5.0777001,,6.9281998,4.7416,3.3943999,6.5816002,4.5802002,6.3706999,8.9632998,,7.7617002,,5.4359002
7.395,6.2937002,7.9773002,,11.0984,10.9037,,11.0783,,14.4933,8.3295002,3.7750001,13.3661,11.94,,,,6.3388,9.0565996,5.5451999,6.8656001,14.354,9.7690001,5.7460999,4.5300002,13.5198,,5.1005998,,6.9815001,4.7821002,3.5246999,6.7047,4.5987,6.4762998,9.1054001,,7.7841001,,5.4787002
7.6996999,6.3224001,8.0959997,,11.1347,10.9814,,11.1372,,14.6143,8.3908997,3.8055999,13.405,12.0465,,,,6.3779998,9.1061001,5.5819998,6.9187002,14.4093,9.8459997,5.7866998,4.5573001,13.6199,,5.1388001,,7.0625,4.8292999,3.5381,6.7467999,4.7284002,6.5134001,9.1823997,,7.9056001,,5.5324998
7.7147002,6.3618999,8.1253004,,11.1794,11.0952,,11.2506,,14.6984,8.4898005,3.8591001,13.4317,12.1084,,,,6.4768,9.1562996,5.6708002,6.9709001,14.4681,9.9376001,5.8659,4.5869002,13.712,,5.1675,,7.1148,4.8716998,3.55,6.7831998,4.7532001,6.5565,9.3111,,7.9221001,,5.5696001
7.7392001,6.3867002,8.1542997,,11.2989,11.1529,,11.3647,,14.8168,8.5529003,3.8877001,13.465,12.1729,,,,6.5218,9.2319002,5.7089,7.0579,14.5277,10.0503,5.9075999,4.7013998,13.8447,,5.2020998,,7.1777,4.9147,3.5632999,6.8909998,4.7796998,6.5997,9.3809004,,7.9401999,,5.6099
7.7610002,6.4952002,8.1871996,,11.3337,11.1985,,11.4969,,14.8284,8.5963001,3.9215,13.4982,12.2486,,,,6.5620999,9.2763996,5.7449002,7.1026001,14.6155,10.1492,5.9552999,4.7377,13.9388,,5.2684002,,7.2491999,4.9533,3.5782001,6.9275999,4.7947001,6.6852999,9.5170002,,7.9674001,,5.6518002
7.7929001,6.526,8.3249998,,11.3712,11.3075,,11.5902,,14.9688,8.6870003,3.9593,13.5408,12.3103,,,,6.6061001,9.3416004,5.7841001,7.1373,14.6802,10.2578,5.9893999,4.7708001,14.0999,,5.3016,,7.3025999,4.9945998,3.7456,6.9619999,4.9464002,6.7294002,9.5733004,,7.9914999,,5.6943998
7.9405999,6.5611,8.3739996,,11.5178,11.3547,,11.6566,,,8.7718,3.9955001,13.5837,12.4074,,,,6.6963,9.3799,5.8677001,7.1901999,14.7435,10.3557,6.0644002,4.8017998,14.2189,,5.3295002,,7.3589001,5.0409002,3.7585001,7.1145,4.9632001,6.7768998,9.7097998,,8.1428003,,5.7319999
7.9619002,6.598,8.4921999,,11.5621,11.498,,11.7965,,,8.8795004,4.0507002,13.6224,12.4664,,,,6.7444,9.4336004,5.9011998,7.2642999,14.7953,10.4422,6.1012001,4.9070001,14.3096,,5.3674002,,7.4591999,5.0853,3.7718,7.1475,4.9812999,6.8766999,9.7628002,,8.1608,,5.7747002
7.9937,6.7444,8.5361004,,11.6044,11.5551,,11.8524,,,8.9183998,4.0829,13.6583,12.5465,,,,6.7880998,9.4914999,5.9418001,7.3179002,14.8524,10.5212,6.1343002,4.9334002,14.4159,,5.4026999,,7.5116,5.1327,3.7862,7.3092999,5.0029001,6.9268999,9.8957005,,8.1857996,,5.8147001
8.0879002,6.7715998,8.5683002,,11.7372,11.5987,,11.8957,,,8.9566002,4.1134,13.6908,12.6342,,,,6.8842001,9.5579996,5.9770999,7.3712001,14.9047,10.6344,6.1775999,4.9577999,14.4988,,5.4561,,7.5616002,5.1714001,3.7994001,7.3592,5.1588998,6.9721999,9.9926996,,8.2061005,,5.8533001
8.1162004,6.8060002,8.6166,,11.7841,11.7278,,11.9246,,,8.9981003,4.1392999,13.7256,12.6799,,,,6.9419999,9.6337004,6.0742998,7.4633002,14.9658,10.7358,6.2659001,4.9882002,14.583,,5.4935999,,7.6325998,5.2182002,3.9098001,7.3882999,5.1752,7.0773001,10.128,,8.3449001,,5.9496002
8.1356001,6.9456,8.7066002,,11.9248,11.7857,,11.9905,,,9.0720997,4.1669998,13.7565,12.7466,,,,6.9826002,9.6835003,6.1073999,7.5096002,,10.8183,6.3003998,5.0938001,14.6807,,5.5286002,,7.6845002,5.2567,3.9217,7.5198002,5.1960001,7.1241002,10.2799,,8.3606997,,5.9906001
8.1626997,6.9735999,8.7391005,,11.9683,11.9179,,12.0659,,,9.1171999,4.1960001,13.787,12.804,,,,7.0764999,9.7458,6.1420002,7.5553999,,10.8957,6.3422999,5.1248999,14.7919,,5.5686998,,7.7321,5.2982998,3.9363,7.5583,5.3182001,7.1655998,10.3576,,8.3830004,,6.0293999
8.6602001,7.0683999,8.7744999,,12.0108,11.9886,,12.1629,,,9.1652002,4.2465,13.8311,12.8839,,,,7.1431999,9.7999001,6.1724,7.6708002,,10.9845,6.3891001,5.1598001,14.8728,,5.6079001,,7.7845998,5.3428998,3.9507,7.599,5.3358002,7.2715001,10.5074,,8.5206003,,6.0721998
8.6920004,7.0936999,8.9112997,,12.0458,12.046,,12.3365,,,9.2743998,4.2781,13.8609,12.9787,,,,7.1890998,9.8514004,6.2635999,7.7205,,11.0794,6.4748998,5.1917,14.955,,5.6539998,,7.8565998,5.3831,3.9668,7.7199998,5.3564,7.3225999,10.5802,,8.5382996,,6.1224999
8.7097998,7.1357002,8.9519997,,12.0921,12.1122,,12.4731,,,9.3168001,4.3052001,13.8943,13.0584,,,,7.3209,9.8994999,6.3045998,7.7649002,,11.1466,6.5099001,5.2915001,,,5.6831999,,7.9052,5.4362998,3.9826,7.7463999,5.5187998,7.3645,10.7057,,8.5565996,,6.1732001
8.7440996,7.1775999,8.9898005,,12.143,12.1851,,12.5296,,,9.3702002,4.3339,13.9255,13.1346,,,,7.3724999,9.9702997,6.3392,7.8518,,11.2303,6.5457001,5.3189998,,,5.7153001,,7.9561,5.4749999,3.997,7.7737999,5.5381999,7.4678998,10.7718,,8.5741997,,6.2147002
8.8023005,7.2958002,9.1124001,,12.1875,12.2574,,12.5999,,,9.4765997,4.3663998,13.9644,13.1886,,,,7.4899001,10.0475,6.3729,7.9085999,,11.3279,6.5942001,5.3436999,,,5.7445002,,8.0032997,5.5153999,4.1185999,7.8999,5.5657001,7.5228,10.906,,8.6015997,,6.2596002
8.9055004,7.3383999,9.1483002,,12.2382,12.3241,,12.6906,,,9.5281,4.3947001,14.0029,13.2265,,,,7.5363998,10.0947,6.4681001,7.9607,,11.4084,6.6696,5.3842001,,,5.7679,,8.0695,5.5562,4.1327,7.9369998,5.7223001,7.5735998,10.9643,,8.7588997,,6.3031998
8.9661999,7.3766999,9.1861,,12.2781,12.3765,,12.7651,,,9.6039,4.4473,14.043,13.2924,,,,7.5876999,10.1559,6.4995999,8.0080004,,11.5029,6.7128,5.4893999,,,5.8467002,,8.1176004,5.5943999,4.1464,7.9724002,5.7389002,7.6652002,11.1133,,8.7730999,,6.3519001
