20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206a,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
4.0043998,5.7690001,,,9.7838001,6.6845002,,3.3845,11.8057,,5.4702001,9.1997004,,12.6737,11.4914,14.6948,5.1422,10.5304,8.1878004,9.184,4.5647001,5.3150001,,11.2579,13.7483,5.9976001,8.8114004,14.1957,,,12.4192,,,5.8568001,,4.3351998,5.5938001,4.6027002,
4.0212002,5.7967,,,9.8318996,6.7068,,3.3975,11.8517,,5.4856,9.2530003,,12.7162,11.5299,14.7523,5.1705999,10.5746,8.2186003,9.2255001,4.5829,5.3361001,,11.3582,13.7837,6.0274,8.8583002,14.257,,,12.4656,,,5.8765998,,4.3548002,5.6171999,4.6187,
4.0373001,5.8234,,,9.8824997,6.7428002,,3.4203,11.9428,,5.5033002,9.2932997,,12.7615,11.5672,14.8012,5.1918001,10.6233,8.2445002,9.2650995,4.6039,5.3652,,11.4077,13.8166,6.0784998,8.9052,14.3122,,,12.511,,,5.9067001,,4.3755002,5.6408,4.6399999,
4.0524001,5.8541999,,,9.9333,6.7567,,3.4370999,11.9824,,5.5444999,9.3318996,,12.8072,11.6225,14.8574,5.2185001,10.6695,8.2812996,9.3172998,4.6244998,5.3867002,,11.4585,13.8504,6.1018,8.9359999,14.3691,,,12.5658,,,5.9250002,,4.3943,5.6682,4.6620998,
4.0689998,5.8815999,,,9.9821997,6.7993999,,3.4719999,12.0241,,5.5812001,9.3719997,,12.8579,11.6559,14.8938,5.2386999,10.7035,8.3167,9.3495998,4.6436,5.4137998,,11.5086,13.8808,6.1357002,8.9806995,14.4551,,,12.6196,,,5.9768,,4.4190001,5.6988001,4.6803002,
4.0876999,5.9064002,,,10.0287,6.8077002,,3.4869001,12.0623,,5.5997,9.3951998,,12.9015,11.7157,14.9429,5.2665,10.7379,8.3445997,9.3922005,4.6658001,5.4356999,,11.5566,13.9135,6.1719999,9.0145998,14.5241,,,12.6697,,,6.0071001,,4.4391999,5.7186999,4.6998,
4.1016998,5.9329,,,10.08,6.8374,,3.5025001,12.0966,,5.6355,9.4392996,,12.9432,11.7662,,5.2867999,10.7787,8.3828001,9.4286003,4.6868,5.4633999,,11.608,13.9491,6.197,9.0650997,14.5936,,,12.7226,,,6.0254998,,4.4668002,5.7424002,4.7181001,
4.1213002,5.9624,,,10.1303,6.8572998,,3.5215001,12.1326,,5.6483002,9.4874001,,12.9879,11.7965,,5.3179002,10.8288,8.4217997,9.4755001,4.7147002,5.4865999,,11.6733,14.0037,6.2261,9.1111002,14.6491,,,12.7743,,,6.0565,,4.4846001,5.7719002,4.744,
4.1360998,5.9935999,,,10.182,6.9067998,,3.5369999,12.1685,,5.6837001,9.5325003,,13.0284,11.8484,,5.3389001,10.8769,8.4517002,9.5206003,4.7336001,5.5166001,,11.7086,14.0416,6.2467999,9.1463003,14.705,,,12.8242,,,6.0763001,,4.5028,5.7979002,4.7656002,
4.1525002,6.0257001,,,10.231,6.9424,,3.5525999,12.2025,,5.7244,9.5532999,,13.069,11.8917,,5.3684001,10.9205,8.4848003,9.5549002,4.7543998,5.54,,11.7923,14.0737,6.2842002,9.1803999,14.77,,,12.8789,,,6.1247001,,4.5225,5.8218999,4.7877002,
4.1691999,6.0531998,,,10.2819,6.9566998,,3.5717001,12.2354,,5.7419,9.5971003,,13.1174,11.9335,,5.3875999,10.9522,8.5214996,9.5930004,4.7754998,5.566,,11.8361,14.1111,6.3329,9.2205,14.8405,,,12.9325,,,6.1822,,4.5398998,5.8526001,4.8102002,
4.1837001,6.0805998,,,10.3337,7.0019002,,3.5864999,12.263,,5.7771001,9.6327,,13.1678,11.9687,,5.4175,10.9816,8.5548,9.6237001,4.7951002,5.5862999,,11.8837,14.1412,6.3544002,9.2517004,14.9069,,,12.9897,,,6.2069998,,4.5682998,5.8761001,4.829,
4.2126999,6.1059999,,,10.3846,7.0320001,,3.6206,12.2929,,5.7950001,9.6703997,,13.2147,12.0047,,5.4394999,11.0302,8.5938997,9.6658001,4.8175001,5.6142998,,11.9127,14.1804,6.3910999,9.2898998,14.9853,,,13.0395,,,6.2265,,4.5855999,5.9242001,4.8695002,
4.2287998,6.1329999,,,10.4363,7.0570002,,3.6349001,12.3214,,5.8323002,9.6985998,,13.2658,12.0507,,5.4692001,11.0737,8.6322002,9.7247,4.8369002,5.6394,,11.9727,14.2058,6.4246998,9.3424997,,,,13.0951,,,6.2567,,4.6051002,5.9492998,4.8937998,
4.2438998,6.1631999,,,10.4803,7.1039,,3.6679001,12.3582,,5.8955998,9.7291002,,13.3063,12.0769,,5.4899998,11.1257,8.6697998,9.7672997,4.8639002,5.6657,,12.0594,14.2409,6.4452,9.3831997,,,,13.1507,,,6.2775998,,4.6248999,5.9728999,4.9138999,
4.2644,6.1917,,,10.5366,7.1155,,3.6888001,12.3894,,5.9245,9.7770996,,13.3521,12.106,,5.5208998,11.1692,8.7041998,9.8198996,4.8832998,5.6887002,,12.1474,14.2697,6.4761,9.4210997,,,,13.2054,,,6.3066001,,4.6431999,5.9970999,4.9345999,
4.2786999,6.2171001,,,10.5819,7.1559,,3.7172,12.4232,,5.9368,9.8024998,,13.3931,12.1457,,5.5433002,11.2203,8.7347002,9.8652,4.9036999,5.7167001,,12.2306,14.3023,6.4988999,9.4791002,,,,13.2606,,,6.3274999,,4.6687002,6.0214,4.9587998,
4.2979999,6.2420001,,,10.6334,7.2059999,,3.7314,12.4532,,5.9819002,9.8444996,,13.4427,12.2117,,5.5699,11.2754,8.7729998,9.9167004,4.9236999,5.7402,,12.3159,14.3371,6.5257001,9.5297003,,,,13.3227,,,6.3565001,,4.6852999,6.0478001,4.9784999,
4.3169999,6.2670002,,,10.6789,7.2315998,,3.7472999,12.4799,,6.0015998,9.8852997,,13.4884,12.2595,,5.5897002,11.3044,8.8135996,9.9512997,4.9435,5.7665,,12.3845,14.37,6.5419998,9.5706997,,,,13.3796,,,6.3757,,4.7034998,6.073,5.0169001,
4.3320999,6.2915001,,,10.7343,7.2571998,,3.7702,12.5149,,6.0334001,9.9280005,,13.5372,12.2852,,5.6210999,11.3478,8.8410997,9.9870005,4.9679999,5.7881999,,12.4627,14.4059,6.5734,9.6161003,,,,13.429,,,6.4067001,,4.7242999,6.0988002,5.0372,
4.3492999,6.3228002,,,10.7771,7.276,,3.7865,12.5474,,6.0517998,9.9520998,,13.5836,12.3155,,5.6423998,11.3902,8.8471003,10.0241,4.9861999,5.8127999,,12.5442,14.4337,6.5967999,9.6609001,,,,13.4756,,,6.4344001,,4.7434001,6.1199002,5.0609999,
4.3664999,6.3476,,,10.833,7.2807002,,3.8218999,12.585,,6.0781002,9.9982996,,13.6327,12.3414,,5.6697998,11.4289,8.8774996,10.0617,5.0160999,5.8340001,,12.5925,14.4699,6.6290998,9.7059002,,,,13.5192,,,6.4754,,4.7677002,6.1436,5.0799999,
4.3927999,6.3780999,,,10.8827,7.3070998,,3.8378999,12.6236,,6.1039,10.044,,13.6779,12.367,,5.6918998,11.4771,8.9173002,10.0979,5.0328999,5.8639998,,12.6757,14.4972,6.6524,9.7831001,,,,13.5682,,,6.5229998,,4.7856002,6.1691999,5.1194,
4.4137001,6.4063001,,,10.9366,7.3361001,,3.8545001,12.6595,,6.1375999,10.0823,,13.7192,12.4011,,5.7198,11.518,8.9419003,10.1271,5.0528998,5.888,,12.7649,14.5271,6.6799002,9.8197002,,,,13.6164,,,6.5545001,,4.8028002,6.1924,5.1416001,
4.4288998,6.4310002,,,10.9843,7.3569999,,3.8717999,12.69,,6.1560998,10.1201,,13.7754,12.4342,,5.7399001,11.5499,8.9799995,10.16,5.0727,5.9157,,12.8385,14.5811,6.7198,9.8796997,,,,13.6676,,,6.5756001,,4.8239002,6.2192001,5.1610999,
4.4440999,6.4583998,,,11.0311,7.3923998,,3.8875,12.7305,,6.1929002,10.1408,,13.8223,12.4686,,5.7712998,11.5932,9.0199003,10.1962,5.092,5.9389,,12.904,14.6144,6.7361002,9.9160995,,,,13.7193,,,6.6062999,,4.8434,6.2452002,5.1795998,
4.4651999,6.4884,,,11.0818,7.4067998,,3.9021001,12.7732,,6.2330999,10.1844,,13.8712,12.5046,,5.7930999,11.6294,9.0466003,10.2285,5.1148,5.9664998,,13.0017,14.6502,6.7529001,9.9487,,,,13.769,,,6.6285,,4.8678002,6.2701001,5.2163,
4.4796,6.5134001,,,11.1373,7.4425001,,3.9226,12.8156,,6.2467999,10.2235,,13.9176,12.5345,,5.8218999,11.6768,9.0774002,10.2631,5.1339998,5.9903002,,13.0599,14.6916,6.7807999,9.9771004,,,,13.8246,,,6.6742001,,4.8878002,6.2937999,5.2361002,
4.4984999,6.5393,,,11.1803,7.4562998,,3.938,12.8553,,6.2709999,10.2549,,13.9569,12.5671,,5.8446999,11.7221,9.1042004,10.3356,5.1641002,6.0160999,,13.1417,14.7281,6.8267999,10.0214,,,,13.874,,,6.7062001,,4.9060998,6.3203001,5.2603002,
4.5149002,6.5640001,,,11.2312,7.4791999,,3.9544001,12.8967,,6.2837,10.2921,,14.0054,12.6012,,5.8744998,11.7299,9.1394997,10.3754,5.1845002,6.0398002,,13.2166,14.7615,6.8474998,10.0709,,,,13.9211,,,6.7276001,,4.9250002,6.3401999,5.2789998,
4.5296998,6.6255002,,,11.2824,7.4937,,3.97,12.9307,,6.3362002,10.3335,,14.0518,12.6442,,5.8965001,11.7781,9.1759996,10.419,5.2129998,6.0667,,13.2972,14.7873,6.8836999,10.1139,,,,13.9725,,,6.7564001,,4.9422998,6.3681998,5.2999001,
4.5532999,6.6563001,,,11.3321,7.5074,,3.9842999,12.9676,,6.3516998,10.3776,,14.0925,12.6762,,5.9232001,11.7992,9.2153997,10.4536,5.2322998,6.0921998,,13.4073,14.8234,6.9273,10.163,,,,14.0257,,,6.7768002,,4.9678001,6.3913002,5.3174,
4.5681,6.6810999,,,11.3806,7.5565,,3.9995,13.0059,,6.3797002,10.4216,,14.1411,12.7109,,5.9439998,11.8212,9.2420998,10.4919,5.2529998,6.1181998,,13.4847,14.853,6.9477,10.1988,,,,14.0788,,,6.8069,,4.987,6.4173002,5.3376999,
4.5840001,6.7047,,,11.4301,7.5823998,,4.0187998,13.0396,,6.3936,10.4447,,14.1976,12.7492,,5.9719,11.8718,9.2782001,10.5251,5.2733998,6.1452999,,13.5656,14.8913,6.9763999,10.2273,,,,14.1313,,,6.8291998,,5.0163999,6.4391999,5.3586998,
4.618,6.7315998,,,11.4788,7.6066999,,4.0338001,13.0809,,6.4384999,10.4786,,14.2391,12.7814,,5.9934001,11.9021,9.3149004,10.565,5.2926998,6.1683998,,13.6308,14.9382,6.9913998,10.2655,,,,14.1925,,,6.8758998,,5.0345998,6.4685001,5.3769999,
4.6401,6.7610002,,,11.5316,7.645,,4.0671,13.1194,,6.4565001,10.5239,,14.2818,12.815,,6.0219002,11.9353,9.3407001,10.6026,5.3162999,6.1929002,,13.6961,14.9727,7.0261998,10.321,,,,14.2422,,,6.9064002,,5.0531001,6.4937,5.3966999,
4.6648002,6.7848001,,,11.5795,7.6567001,,4.0819001,13.1629,,6.4777002,10.5526,,14.3335,12.8476,,6.0458002,11.984,9.3718996,10.6395,5.335,6.2195001,,13.7815,,7.0499001,10.3636,,,,14.2861,,,6.9250002,,5.0746002,6.5177002,5.4158001,
4.6778002,6.8115001,,,11.6334,7.7069998,,4.0960002,13.2025,,6.4945002,10.5925,,14.3762,12.8829,,6.0713,12.0183,9.4032001,10.6742,5.355,6.2458,,13.8656,,7.0756998,10.3942,,,,14.3382,,,6.9783001,,5.0928001,6.5418,5.4382,
4.6928,6.8397999,,,11.6868,7.7375002,,4.1184001,13.2423,,6.5247998,10.6365,,14.4111,12.9188,,6.0928001,12.0544,9.4355001,10.7191,5.3737001,6.2687001,,13.9262,,7.0943999,10.4308,,,,14.3901,,,7.0261002,,5.1181002,6.5671,5.4593,
4.7146001,6.862,,,11.7314,7.7571998,,4.1332002,13.2798,,6.539,10.6766,,14.4552,12.9504,,6.1197,12.1035,9.4734001,10.755,5.3912001,6.2927999,,13.9902,,7.1259999,10.4713,,,,14.4422,,,7.0774002,,5.1362,6.5939002,5.4786,
4.7336998,6.8862,,,11.7882,7.7993002,,4.1499,13.3196,,6.5833001,10.7409,,14.4977,12.9838,,6.1408,12.1483,9.4996996,10.794,5.4148998,6.3158998,,14.0571,,7.1553001,10.514,,,,14.4961,,,7.1231999,,5.1550002,6.6194,5.5022998,
4.7497001,6.9219999,,,11.8322,7.8073001,,4.1717,13.3515,,6.6385999,10.7843,,14.5364,13.0199,,6.1693001,12.1897,9.5327997,10.8266,5.4334998,6.3372998,,14.1231,,7.1752,10.5453,,,,14.5476,,,7.1497002,,5.1743999,6.6492,5.5191998,
4.7694001,6.9495001,,,11.8836,7.8562002,,4.1863999,13.384,,6.6540999,10.8254,,14.5801,13.0507,,6.1896,12.2279,9.5742998,10.8668,5.4531002,6.3642998,,14.1807,,7.1952,10.5726,,,,14.5975,,,7.1684999,,5.1926999,6.6778998,5.5405998,
4.7832999,6.9789,,,11.933,7.8782001,,4.2220998,13.4211,,6.6838002,10.8709,,14.6231,13.0865,,6.2186999,12.2659,9.599,10.917,5.4734998,6.3849001,,14.2442,,7.2258,10.6113,,,,14.656,,,7.1971002,,5.2175002,6.7061,5.5606999,
4.8035002,7.0053,,,11.9841,7.9071002,,4.2378001,13.4524,,6.7316999,10.8966,,14.6708,13.1196,,6.2389002,12.3165,9.6288996,10.9522,5.4910998,6.4137998,,14.3179,,7.2526002,10.6402,,,,14.705,,,7.2086,,5.2357001,6.7282,5.5808001,
4.8196001,7.0328999,,,12.0138,7.9317999,,4.2522998,13.4853,,6.7452998,10.9417,,14.7192,13.1632,,6.2701998,12.3625,9.6683998,10.9883,5.5156002,6.4411001,,14.3961,,7.2793999,10.6777,,,,14.7573,,,7.2357001,,5.2540998,6.7557998,5.6023998,
4.8428998,7.0629001,,,12.0448,7.9569001,,4.2687998,13.5244,,6.7789001,10.9804,,14.7612,13.1939,,6.2933998,12.405,9.6975002,11.0302,5.5351,6.4671001,,14.4582,,7.3217001,10.7055,,,,14.8126,,,7.2568002,,5.2725,6.7810001,5.6188998,
4.8639998,7.0931001,,,12.076,7.9858999,,4.2842002,13.5593,,6.7951002,11.0254,,14.8025,13.2357,,6.3211002,12.4437,9.7351999,11.0697,5.5549002,6.4903002,,14.5166,,7.3404002,10.7469,,,,14.8701,,,7.2873001,,5.2926998,6.8059001,5.6391001,
4.8793998,7.1224999,,,12.1098,7.9990001,,4.2972002,13.5936,,6.8280001,11.0929,,14.8411,13.2641,,6.3417001,12.4846,9.7701998,11.1193,5.5769,6.5156002,,14.5914,,7.3715,10.7756,,,,14.9223,,,7.3065,,5.3175998,6.8263001,5.6616998,
4.8936,7.1517,,,12.1444,8.0075998,,4.3195,13.626,,6.8421001,11.1371,,14.8913,13.2974,,6.3692002,12.5351,9.7988997,11.1543,5.5981998,6.5370998,,14.6516,,7.3913999,10.8226,,,,14.97,,,7.3323002,,5.3365998,6.8518,5.6816001,
4.9175,7.1861,,,12.1768,8.0565004,,4.3365998,13.6503,,6.8776999,11.1743,,14.926,13.3232,,6.3903999,12.5828,9.8310003,11.1872,5.618,6.5668001,,14.7099,,7.4250998,10.8678,,,,,,,7.3769002,,5.3544002,6.8768001,5.7028999,
4.9303002,7.2145,,,12.209,8.0931997,,4.3695998,13.6849,,6.8920999,11.2056,,14.9682,13.3572,,6.4232998,12.6161,9.8678999,11.2256,5.6378999,6.5907001,,14.7842,,7.4382,10.8984,,,,,,,7.4064002,,5.3726001,6.9047999,5.7203999,
4.9681001,7.2407999,,,12.2423,8.1064997,,4.3892002,13.7171,,6.9064002,11.2484,,,13.3886,,6.4432001,12.6576,9.8991003,11.2676,5.6643,6.6156001,,14.8552,,7.4706001,10.9386,,,,,,,7.4338999,,5.3906002,6.9239998,5.7410002,
4.9879999,7.2688999,,,12.2796,8.1471004,,4.4054999,13.7559,,6.9246998,11.2879,,,13.436,,6.4698,12.7052,9.9301996,11.3187,5.6826,6.6403999,,14.9038,,7.4919,11.0026,,,,,,,7.4562998,,5.4162002,6.9747,5.7623,
5.0159001,7.3316002,,,12.3109,8.1578999,,4.4229999,13.7907,,6.941,11.3288,,,13.4719,,6.4917002,12.7399,9.9742002,11.3581,5.7205,6.6652999,,14.9775,,7.5212002,11.042,,,,,,,7.4766002,,5.4341002,6.9994998,5.7858,
5.0314002,7.3621998,,,12.3396,8.1906996,,4.4394002,13.8256,,6.9658999,11.3737,,,13.5065,,6.5194998,12.7868,10.0022,11.3947,5.7395,6.691,,,,7.5374999,11.0797,,,,,,,7.5233998,,5.4706001,7.0237002,5.809,
5.0489998,7.3896999,,,12.3723,8.2070999,,4.4545999,13.8613,,6.9828,11.3999,,,13.537,,6.5411,12.8269,10.034,11.4237,5.7656002,6.7161999,,,,7.5725002,11.1296,,,,,,,7.5732999,,5.4878001,7.0527,5.8285999,
5.0657001,7.4162002,,,12.4031,8.2560997,,4.4754,13.897,,7.0292001,11.4471,,,13.571,,6.5696001,12.864,10.0693,11.4621,5.7858,6.7424002,,,,7.5978999,11.177,,,,,,,7.6026001,,5.5047002,7.0759001,5.8516002,
5.0827999,7.4436002,,,12.4336,8.2753,,4.4917998,13.9268,,7.0421,11.4868,,,13.6023,,6.5896001,12.9029,10.1326,11.5325,5.8133998,6.7694001,,,,7.6229,11.2137,,,,,,,7.6212001,,5.5244002,7.1025,5.8683,
5.1071,7.4759002,,,12.4655,8.3065996,,4.5166998,13.9574,,7.0794001,11.5258,,,13.6371,,6.6188002,12.9482,10.1678,11.5712,5.8326001,6.7918,,,,7.6464,11.2545,,,,,,,7.6476998,,5.5425,7.1257,5.888,
5.1241002,7.506,,,12.504,8.3401003,,4.5318999,13.9946,,7.0957999,11.5737,,,13.6719,,6.6413999,13,10.2021,11.616,5.8495998,6.8172998,,,,7.6757998,11.2839,,,,,,,7.6827002,,5.5686002,7.1524,5.9096999,
5.1433001,7.5334001,,,12.5335,8.3573999,,4.5479002,14.0377,,7.1307998,11.6202,,,13.7094,,6.6707001,13.0377,10.2402,11.648,5.8713999,6.8401999,,,,7.7254,11.3218,,,,,,,7.7259002,,5.5869002,7.1747999,5.9281001,
5.1644001,7.5609999,,,12.562,8.4081001,,4.5675998,14.0782,,7.1479998,11.6416,,,13.7374,,6.6915998,13.0785,10.2726,11.6885,5.8901,6.8673,,,,7.7421999,11.3674,,,,,,,7.7550998,,5.6055999,7.2217002,5.9492002,
5.1824002,7.5936999,,,12.5965,8.4567003,,4.5868001,14.1259,,7.1841998,11.6857,,,13.7705,,6.7199001,13.1147,10.3187,11.7254,5.9162998,6.8906002,,,,7.7735,11.4179,,,,,,,7.7749,,5.6234002,7.2491999,5.9674001,
5.1978002,7.6171999,,,12.6279,8.4895,,4.6194,14.1628,,7.1954999,11.7274,,,13.8023,,6.7393999,13.1547,10.3518,11.7611,5.9355998,6.9164,,,,7.7979002,11.4563,,,,,,,7.8195,,5.6423998,7.2732,5.9891,
5.2157001,7.6440001,,,12.6632,8.5065002,,4.6345,14.1993,,7.2291002,11.7757,,,13.8425,,6.7704,13.2003,10.3821,11.799,5.9649,6.9394999,,,,7.8340001,11.5021,,,,,,,7.8483,,5.6666999,7.3204999,6.0117998,
5.2311001,7.6806002,,,12.6938,8.5564003,,4.6493001,14.2439,,7.2466002,11.7972,,,13.8751,,6.7919002,13.2453,10.4233,11.8361,5.9825001,6.9665999,,,,7.8498998,11.5476,,,,,,,7.8845,,5.6841998,7.3495002,6.0317001,
5.2463999,7.7055998,,,12.7214,8.5771999,,4.6683998,14.285,,7.2828002,11.8351,,,13.9073,,6.8221998,13.2824,10.4491,11.8775,6.0021,6.9903998,,,,7.8766999,11.5811,,,,,,,7.9303999,,5.7019,7.3733001,6.0528998,
5.2653999,7.7315998,,,12.7572,8.5820999,,4.6833,14.331,,7.3037,11.8811,,,13.939,,6.8435998,13.3322,10.4831,11.9219,6.0219998,7.0138998,,,,7.9320998,11.6148,,,,,,,7.9738998,,5.7191,7.4228001,6.0707002,
5.2876,7.7592001,,,12.7887,8.6070995,,4.6975002,14.3821,,7.3399,11.9314,,,13.97,,6.8697,13.3705,10.5178,11.9562,6.0426998,7.0356998,,,,7.9559999,11.6455,,,,,,,8.0211,,5.7385001,7.4464998,6.0925002,
5.3153,7.7831001,,,12.8197,8.6280003,,4.7177,14.4142,,7.3827,11.9802,,,14.0005,,6.8962002,13.4156,10.5524,11.9941,6.0661998,7.0678,,,,7.9829001,11.6691,,,,,,,8.0481997,,5.7665,7.4695001,6.1128998,
5.3284001,7.8098998,,,12.8499,8.6584997,,4.7315001,14.4554,,7.3962998,12.0121,,,14.034,,6.9226999,13.4626,10.5885,12.0364,6.0854001,7.0892,,,,8.0056,11.71,,,,,,,8.0595999,,5.7883,7.4976001,6.1311002,
5.3487,7.8375001,,,12.8806,8.7067003,,4.7460999,14.4964,,7.4334998,12.0487,,,14.0675,,6.9442,13.5154,10.6221,12.0784,6.1146002,7.118,,,,8.0302,11.7624,,,,,,,8.0868998,,5.8168001,7.5215001,6.152,
5.3653998,7.8656001,,,12.9121,8.7268,,4.7719002,14.5492,,7.4498,12.074,,,14.1015,,6.9745002,13.5671,10.678,12.1128,6.1329002,7.1399999,,,,8.0532999,11.8111,,,,,,,8.1072998,,5.8353,7.5481,6.1704001,
5.3800998,7.8961,,,12.9437,8.7566996,,4.7876,14.5895,,7.4826999,12.1076,,,14.1315,,6.9976001,13.6243,10.7181,12.1482,6.1522999,7.1666002,,,,8.0822001,11.8605,,,,,,,8.1311998,,5.8534999,7.5711999,6.1904001,
5.4137998,7.9233999,,,12.9747,8.7993002,,4.8016,14.629,,7.4973998,12.1411,,,14.1586,,7.0214,13.6672,10.7482,12.1917,6.1722999,7.1954002,,,,8.1042004,11.896,,,,,,,8.1836996,,5.8745999,7.5960999,6.2101998,
5.4277,7.9523001,,,13.0089,8.8079004,,4.8183999,14.6557,,7.5282001,12.1662,,,14.1941,,7.0419002,13.7017,10.778,12.234,6.1929002,7.2182002,,,,8.1357002,11.941,,,,,,,8.2307997,,5.8923998,7.6202998,6.2335,
5.4466,7.9761,,,13.0384,8.8534002,,4.8316998,14.6865,,7.5409002,12.2074,,,14.2319,,7.0688,13.7429,10.8192,12.2772,6.2161002,7.2393999,,,,8.1546001,11.991,,,,,,,8.2740002,,5.9177999,7.6473999,6.2561002,
5.4661999,8.0066004,,,13.0594,8.8921003,,4.8441,14.7215,,7.5833998,12.2377,,,14.2602,,7.092,13.7839,10.8856,12.314,6.2357998,7.2639999,,,,8.1814003,12.0319,,,,,,,8.3240004,,5.9394999,7.6722999,6.2758999,
5.4819999,8.0327997,,,13.0838,8.9069996,,4.8683,14.7562,,7.6240001,12.2712,,,14.2891,,7.1209998,13.8193,10.9266,12.3521,6.2642002,7.2852998,,,,8.2018995,12.0736,,,,,,,8.3547001,,5.9667001,7.6985998,6.2975001,
5.4970002,8.0615997,,,13.117,8.9519997,,4.8818002,14.7939,,7.6398001,12.3067,,,14.3351,,7.1438999,13.8556,10.9686,12.3968,6.2845998,7.3150001,,,,8.2300997,12.1217,,,,,,,8.3697004,,5.9863,7.7213001,6.3154998,
5.5159998,8.0941,,,13.1485,8.9638996,,4.8964,14.8319,,7.6738,12.3396,,,14.3655,,7.1700001,13.9051,10.9964,12.4336,6.3148999,7.3379998,,,,8.2498999,12.1764,,,,,,,8.3957996,,6.0036001,7.7729998,6.3355999,
5.5365,8.1205997,,,13.1796,8.9975996,,4.9173999,14.8679,,7.6880002,12.3719,,,14.393,,7.1925998,13.9094,11.0287,12.4699,6.3326998,7.3656998,,,,8.2765999,12.2249,,,,,,,8.4076996,,6.0222001,7.7983999,6.3562999,
5.5665002,8.1829004,,,13.2123,9.0077,,4.9313998,14.9017,,7.7045002,12.4021,,,14.4306,,7.2175999,13.9461,11.0713,12.5049,6.3527999,7.3909998,,,,8.3219995,12.262,,,,,,,8.4356003,,6.0404,7.8242998,6.3762002,
5.5827999,8.2082005,,,13.2455,9.0567999,,4.9449,14.9428,,7.7360001,12.4381,,,14.4666,,7.2386999,13.9878,11.0964,12.5377,6.3713002,7.4175,,,,8.3441,12.3119,,,,,,,8.4809999,,6.0669999,7.8789001,6.4190998,
5.6016002,8.2393999,,,13.2786,9.0753002,,4.9672999,14.9869,,7.7535,12.4708,,,14.4953,,7.2687998,14.007,11.1306,12.577,6.3899999,7.441,,,,8.3773003,12.3644,,,,,,,8.5289001,,6.0854001,7.9190998,6.4397998,
5.6199002,8.2677002,,,13.3119,9.1068001,,4.9819999,,,7.7866001,12.4969,,,14.5208,,7.2898998,14.045,11.166,12.6124,6.415,7.4643998,,,,8.3985004,12.4064,,,,,,,8.5544996,,6.1047001,7.9387002,6.4643998,
5.6381001,8.2971001,,,13.3456,9.1422005,,4.9973001,,,7.8055,12.5299,,,14.5502,,7.3183999,14.0818,11.2308,12.6469,6.4335999,7.4910998,,,,8.4301004,12.4447,,,,,,,8.5740004,,6.1241002,7.9727001,6.4844999,
5.6528001,8.3225002,,,13.3807,9.1569004,,5.0191002,,,7.8305998,12.5594,,,14.5795,,7.3414001,14.1235,11.2691,12.6786,6.4538999,7.5156002,,,,8.4476004,12.4804,,,,,,,8.6034002,,6.1402001,8.0017004,6.5050001,
5.6697998,8.3466997,,,13.4136,9.2068996,,5.0349002,,,7.8462,12.5945,,,14.624,,7.3694,14.1651,11.298,12.7128,6.4754,7.5383,,,,8.4809999,12.5411,,,,,,,8.6246996,,6.1659002,8.0270004,6.5219002,
5.6932998,8.3739004,,,13.4481,9.2379999,,5.0493002,,,7.8850002,12.6301,,,14.6537,,7.3903999,14.2131,11.3303,12.7506,6.4963002,7.5653,,,,8.5071001,12.5832,,,,,,,8.6747999,,6.1833,8.0525999,6.5437999,
5.7145,8.4268999,,,13.4808,9.2572002,,5.0689001,,,7.9022002,12.6567,,,14.6971,,7.4191999,14.2568,11.3694,12.7887,6.5180001,7.5844998,,,,8.5426998,12.6166,,,,,,,8.7042999,,6.2017002,8.0761995,6.5658002,
5.7293,8.4516001,,,13.5121,9.2968998,,5.0843,,,7.9338999,12.6993,,,14.7323,,7.4411998,14.304,11.3992,12.8255,6.5401001,7.6128001,,,,8.5743999,12.6538,,,,,,,8.7257004,,6.2224998,8.1261997,6.586,
5.7448001,8.4785995,,,13.5396,9.3078003,,5.0976,,,7.9436002,12.7358,,,14.7597,,7.4706998,14.3446,11.4286,12.8695,6.5640998,7.6339002,,,,8.6049995,12.6804,,,,,,,8.7757998,,6.2405,8.1534004,6.6118999,
5.7659001,8.5096998,,,13.567,9.3399,,5.1195998,,,7.98,12.7762,,,14.7933,,7.4917002,14.3815,11.4704,12.9031,6.5833998,7.6627998,,,,8.6346998,12.7133,,,,,,,8.8252001,,6.2681999,8.1791,6.6325002,
5.7825999,8.5425997,,,13.5987,9.3571997,,5.1341,,,7.9951,12.8044,,,14.834,,7.5194998,14.4199,11.5028,12.9476,6.6041002,7.6847,,,,8.6548996,12.7488,,,,,,,8.8526001,,6.2862,8.2180004,6.6546001,
5.7985001,8.5684996,,,13.6283,9.3794003,,5.1487999,,,8.0283003,12.849,,,14.8798,,7.5409999,14.4578,11.5422,12.9884,6.6251998,7.7107,,,,8.6850996,12.7914,,,,,,,8.8718004,,6.3049002,8.2418003,6.671,
