20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206a,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
1.123,1.5892,4.7375002,,2.3383999,2.2067001,5.1838002,0.93610001,2.4986999,13.0192,1.4421999,2.4920001,,3.5975001,3.2486,4.8495002,1.3972,3.1396999,1.8892,2.6379001,1.3211,1.5644,8.1471004,3.5093,3.4470999,1.5036,2.5984001,4.2171001,8.1035004,5.2547002,3.1986001,9.8460999,8.6966,2.0553,9.6039,1.2007,1.5886,1.3381,9.8743
1.1421,1.6177,4.8446002,,2.3849001,2.2560999,5.2834001,0.94950002,2.5553999,13.0802,1.4639,2.5393,,3.6816001,3.3050001,4.9439998,1.4212,3.2409,1.9181,2.6728001,1.3415999,1.5926,8.2691002,3.5562,3.6027999,1.5319999,2.6233001,4.2809,8.3863001,5.3442998,3.2444,9.9891996,8.8535995,2.0702,9.7028999,1.2187001,1.6143,1.359,9.9976997
1.1605999,1.6463,4.9467001,,2.4386001,2.2943001,5.3498998,0.96310002,2.6436,13.1421,1.5023,2.5894001,,3.7491,3.5034001,5.0025001,1.4435,3.2874999,1.9493999,2.7218001,1.3621,1.6181999,8.4308004,3.6066,3.6466,1.5602,2.6536,4.3253002,8.4962997,5.4396,3.2981,10.1488,9.2818003,2.1027,9.8908997,1.2372,1.6381,1.3814,10.131
1.1824,1.6734999,5.0402999,,2.484,2.3071001,5.4324002,0.97589999,2.7314,13.2046,1.5189,2.6387,,3.8210001,3.5548,5.0969,1.466,3.3359001,1.9811,2.7634001,1.3834,1.645,8.5462999,3.6564,3.7039001,1.5784,2.6859,4.3766999,8.6042995,5.5366001,3.4038999,10.2967,9.4521999,2.1185,10.0044,1.2561001,1.6698,1.4062999,10.2689
1.2004,1.7016,5.1761999,,2.5388,2.3566999,5.5541,0.9892,2.7876,13.2474,1.5458,2.6835999,,3.8936999,3.6796999,5.2498999,1.4905,3.3866,2.0350001,2.8037,1.405,1.6704,8.6949997,3.7065001,3.7993,1.6009001,2.7179,4.4461999,8.7445002,5.6332002,3.4760001,10.4375,9.5953999,2.1486001,10.1532,1.2735,1.6967,1.431,10.4053
1.2205,1.7262,5.2340002,,2.5882001,2.3942001,5.6406999,1.0034,2.8483,13.3114,1.562,2.7414999,,3.9732001,3.7437,5.3404002,1.5173,3.4340999,2.0785999,2.8376999,1.4265,1.6946,8.8217001,3.7569001,3.8989999,1.6198,2.7537,4.5274,8.8926001,5.7301002,3.5342,10.5516,9.6119003,2.1575999,10.3042,1.2917,1.7201,1.4536,10.5233
1.2404,1.7561001,5.3365998,,2.6393001,2.4066999,5.7286,1.0191,2.9331,13.3871,1.5877,2.7916,,4.0465999,3.8192999,5.3952999,1.5395,3.4877,2.1294999,2.8722999,1.4475,1.7205,8.9356003,3.8065,3.9526,1.6359,2.7808001,4.5991998,8.9926004,5.7976999,3.5834999,10.8498,9.7952003,2.1851001,10.4023,1.3097,1.7434,1.4771,10.6943
1.2569,1.7790999,5.4285002,,2.6849,2.4493001,5.7972999,1.0355,2.9967999,13.4426,1.6066,2.8408,,4.1236,3.8487,5.4860001,1.5619,3.5358,2.1791,2.9219,1.4687001,1.7447,9.1485004,3.8563001,4.0988002,1.6575,2.8127999,4.6578999,9.1015997,5.8828001,3.6422,10.9951,9.9909,2.2070999,10.503,1.3314,1.7678,1.5001,10.8232
1.2723,1.8069,5.5883002,,2.7400999,2.4568999,5.9396,1.0496,3.0476999,13.4956,1.6291,2.8975,,4.1922002,3.9394,5.6364999,1.5839,3.5862999,2.2288001,2.9635,1.4903001,1.7729,9.2799997,3.9066,4.1490002,1.6835001,2.8424001,4.7291999,9.2042999,5.9830999,3.7028999,11.2552,10.1476,2.2323999,10.7523,1.3504,1.7905,1.5216,10.9818
1.29,1.8313,5.7494001,,2.7871001,2.5057001,6.0054002,1.0642999,3.1424,13.5516,1.6490999,2.9495001,,4.2537999,3.9881001,5.7042999,1.6086,3.6378,2.2801001,3.0035,1.51,1.7981,9.3978004,3.9563999,4.2498002,1.7088,2.8728001,4.7933002,9.4470997,6.0792999,3.7539001,11.4534,10.2966,2.2565999,10.9476,1.3685,1.8148,1.544,11.1196
1.3128999,1.8587,5.8491998,,2.8352001,2.5411,6.1332998,1.0792,3.1956,13.6275,1.6722,2.9930999,,4.3435998,4.0373001,5.7863998,1.6305,3.6846001,2.3299,3.0425999,1.5304,1.8276,9.5174999,4.0065999,4.4492998,1.7271,2.9212999,4.8716002,9.5521002,6.1483998,3.8016,11.6548,10.5483,2.2867999,11.1448,1.3877,1.8406,1.5652,11.2731
1.3387001,1.8884,5.9303002,,2.8841,2.5567999,6.2824998,1.094,3.2816999,13.6931,1.6901,3.0404,,4.3965001,4.0969,5.8448,1.6546,3.7330999,2.3785,3.0859001,1.5526,1.8484,9.6640997,4.0558,4.5486999,1.7513,2.9577999,4.9417,9.6535997,6.2393999,3.8462,11.8518,10.7384,2.3069999,11.2549,1.4076,1.865,1.5881,11.5473
1.438,1.9132,5.9979,,2.9329,2.5964999,6.3969998,1.1076,3.3941,13.7588,1.7122999,3.0897999,,4.4846001,4.1729999,5.8976002,1.6743,3.7825,2.4270999,3.1236,1.5728,1.876,9.802,4.1062002,4.6490002,1.7732,2.9977,5.0089002,9.7882004,6.3329,3.8945,11.9998,10.7398,2.3371,11.5431,1.4256999,1.8874,1.6109999,11.6835
1.4541,1.9400001,6.0872002,,2.983,2.6069,6.4970002,1.1209,3.4925001,13.8138,1.7319,3.1324,,4.5468001,4.2056999,5.9889998,1.6955,3.8317001,2.4756999,3.1719999,1.5944,1.901,9.9350004,4.1567998,4.7438998,1.791,3.0332999,5.0615001,9.8992996,6.3990998,3.9425001,12.0665,11.0972,2.3569,11.8028,1.4447,1.9115,1.6317,11.8586
1.47,1.9679,6.1487002,,3.0342,2.6573,6.5806999,1.1353,3.5850999,13.8817,1.7515,3.1788001,,4.6339002,4.2823,6.0467,1.7185,3.888,2.5304,3.221,1.6174001,1.9295,10.0622,4.2063999,4.8146,1.8171,3.0761001,5.1173,10.0433,6.4861002,3.9904001,12.1404,11.2961,2.3852999,11.9024,1.4633,1.9368,1.6526,11.9776
1.4816,2.0237999,6.2372999,,3.0815001,2.7061999,6.6494999,1.1501,3.7444,13.9868,1.7817,3.2423,,4.7037001,4.3372002,6.0995998,1.7407,3.9396999,2.5541,3.2600999,1.6375,1.9543999,10.2052,4.2568002,4.9031,1.8418,3.1156001,5.1858001,10.1973,6.6371002,4.0461998,12.2171,11.4476,2.4072001,12.0206,1.4807,1.9643,1.6727999,12.1674
1.5015,2.0483,6.3393998,,3.1331999,2.7519,6.7420998,1.1636,3.8429,14.0759,1.7939,3.2885001,,4.7880998,4.3772001,6.1880002,1.7641,3.9827001,2.5931001,3.3199,1.6574,1.9832,10.3347,4.3066001,4.9986,1.858,3.1535001,5.2666001,10.349,6.7389998,4.1546998,12.2824,11.6485,2.4333,12.067,1.5006,1.9928,1.6945,12.2828
1.5187,2.0747001,6.3888001,,3.1803999,2.7581,6.8017001,1.1769,3.9342,14.1747,1.8150001,3.3336,,4.8790998,4.4263,6.2873998,1.7874,4.0348001,2.6355,3.3615,1.6789,2.0172,10.46,4.408,5.2462001,1.8812,3.1914001,5.3474002,10.4517,6.8364,4.2220998,12.3667,11.8499,2.4563999,12.1159,1.5188,2.0225,1.7173001,12.4307
1.5405999,2.1276,6.4713001,,3.2312,2.8066001,6.8902998,1.1902,4.0043998,14.2471,1.8318,3.3812001,,4.9464002,4.4821,6.3477001,1.8083,4.0868001,2.6798,3.4042001,1.6993001,2.0353,10.587,4.4421,5.2976999,1.8940001,3.2316999,5.4299998,10.5487,6.934,4.2849002,12.4353,12.0043,2.4851999,12.1581,1.5361,2.0471001,1.7372,12.5295
1.5562,2.1515999,6.5840001,,3.2813001,2.8343,6.9965,1.2046,4.0956998,14.3166,1.8513,3.4303,,5.0258999,4.5363998,6.4411998,1.8304,4.1322999,2.7300999,3.4373,1.7194999,2.0667,10.7477,4.5061998,5.3532,1.9191999,3.2785001,5.4997001,10.648,7.0307002,4.3358998,12.509,12.1024,2.5065999,12.2059,1.5537,2.0732,1.7579,12.6543
1.5731,2.1745,6.7321,,3.3322999,2.8566,7.0998998,1.2180001,4.1526999,14.3801,1.8751,3.4861,,5.0865998,4.5791998,6.4917002,1.8536,4.1824999,2.7756,3.4765999,1.7404,2.0878,10.8405,4.5563002,5.4452,1.9374,3.3234,5.5710001,10.7535,7.1265001,4.3871002,12.5802,12.1953,2.5337,12.2506,1.5731,2.0969999,1.7803,12.8456
1.5901,2.1997001,6.7930002,,3.3817999,2.9061999,7.1842999,1.2316999,4.2385001,14.4521,1.8995,3.53,,5.1476998,4.6293998,6.5855999,1.8749,4.2322001,2.8311999,3.5251999,1.7614,2.1171,10.9806,4.6065998,5.5429001,1.9597,3.3684001,5.6292,10.8486,7.1999002,4.4429998,12.6568,12.2976,2.5566001,12.2905,1.5908999,2.1271999,1.8029,12.9724
1.6069,2.2255001,6.8920999,,3.4338,2.9354,7.2823,1.244,4.2967,14.5107,1.9324,3.5827999,,5.2242999,4.6714001,6.6424999,1.8983999,4.2804999,2.8777001,3.5648,1.7812999,2.1366,11.1291,4.6567998,5.5976,1.9772,3.4159,5.6918001,10.9516,7.2887998,4.5201998,12.7275,12.4115,2.5853,12.3271,1.6094,2.1487999,1.8267,13.1112
1.6266,2.2755001,6.9433999,,3.4835,2.9565001,7.3558002,1.2574,4.4895,14.5827,1.9535,3.6340001,,5.2999001,4.7021999,6.7342,1.9229,4.3330998,2.9298999,3.6178999,1.8018,2.1638,11.2428,4.7070999,5.6547999,2.0042,3.4547,5.7586999,11.0463,7.3831,4.5806999,12.7927,12.501,2.6071,12.3695,1.6263,2.1728001,1.8496,13.2264
1.6426001,2.2969,7.0444999,,3.5383,2.9977,7.4391999,1.2711,4.5490999,14.6416,1.9755,3.6793001,,5.3547001,4.7806001,6.8526001,1.9448,4.3807998,2.9807999,3.6533,1.8221999,2.1826,11.3674,4.7565999,5.7919002,2.0357001,3.4921,5.8122001,11.1959,7.4545999,4.6335001,12.875,12.5833,2.6394,12.4161,1.6439,2.1974001,1.8713,13.3225
1.6625,2.3268001,7.2020001,,3.5875001,3.0064001,7.5051999,1.2835,4.6416998,14.693,2.0792,3.7302999,,5.4323001,4.8319998,6.9393001,1.9662,4.4344001,3.0297,3.6917,1.8421,2.2142,11.4884,4.8056998,5.9432998,2.0750999,3.5334001,5.8891001,11.3032,7.5352998,4.6880999,12.9394,12.6928,2.6570001,12.4675,1.6627001,2.2235999,1.8929,13.4312
1.6805,2.3557,7.2673001,,3.6305001,3.0497999,7.5949998,1.2970001,4.7038002,14.7492,2.0895,3.7772999,,5.4938002,4.8811002,6.9973998,1.9897,4.4808002,3.0741,3.7288001,1.865,2.2362001,11.6069,4.8129001,6.0935001,2.0924001,3.5701001,5.9396,11.4402,7.6046,4.7452002,13.0074,12.7918,2.6849,12.5158,1.6825,2.2518001,1.9141999,13.5314
1.6959,2.3817,7.3997998,,3.6786001,3.0572,7.7221999,1.3106,4.7853999,14.7979,2.128,3.8024001,,5.6290002,4.9169002,7.1364999,2.0246,4.5271001,3.1276,3.7730999,1.8848,2.2665,11.7463,4.8566999,6.2484999,2.1252999,3.6217999,6.0018001,11.5473,7.6903,4.7916999,13.0809,12.8885,2.7068999,12.58,1.7019,2.2767,1.9349,13.6333
1.7156,2.4094,7.4896998,,3.7316999,3.0985,7.7823,1.3242,4.8941998,14.8597,2.1415999,3.8540001,,5.6945,5.0205998,7.1887002,2.0464001,4.5836,3.1787,3.8210001,1.906,2.2890999,11.8773,4.9043999,6.4036002,2.1433001,3.6670001,6.0524001,11.6539,7.7765999,4.8702998,13.1564,12.9091,2.7351999,12.6172,1.722,2.319,1.9566,13.7629
1.7319,2.4408,7.5499001,,3.7879,3.1068001,7.8534002,1.3369,4.9617,14.9221,2.1835001,3.904,,5.7694001,5.0535002,7.2479,2.0748999,4.6332998,3.2265,3.8627999,1.9293,2.3164999,12.0385,4.9580998,6.4895,2.1744001,3.7109001,6.1111002,11.79,7.8452001,4.9242001,13.2274,12.9292,2.7577,12.6624,1.7417001,2.3450999,1.9788001,13.8923
1.7559,2.4683001,7.6023998,,3.8381,3.1561999,7.9801998,1.3507,5.0534,14.9772,2.1982999,3.9428999,,5.9180002,5.1178002,7.3309999,2.0959001,4.6782999,3.2807,3.9209001,1.9503,2.3406,12.1536,5.0067,6.5517998,2.1923001,3.7456,6.1922998,11.9367,7.9335999,4.9754,13.2946,12.9795,2.7964001,12.7152,1.7603,2.3727,1.9985,14.0004
1.7744,2.4926,7.6841998,,3.8856001,3.1873,8.0424995,1.3635,5.1427999,,2.2363999,3.9897001,,5.9896998,5.1705999,7.3878999,2.1245999,4.7351999,3.3238001,3.9512,1.9714,2.3669,12.2724,5.0577002,6.6538,2.2232001,3.7837999,6.2498999,12.0146,8.0853996,5.0327001,13.3757,13.0942,2.8069999,12.7536,1.7776999,2.3980999,2.0225,14.1
1.7873,2.5202,7.8018999,,3.9344001,3.2061,8.1367998,1.3775001,5.2056999,,2.2499001,4.0293999,,6.0458999,5.1984,7.4454002,2.1493001,4.7877998,3.3527999,3.9963,1.9934,2.3943999,12.4131,5.1071,6.7054,2.2372999,3.8297,6.3168001,12.0877,8.1487999,5.0868001,13.4485,13.1988,2.8434999,12.797,1.7954,2.4229,2.0427999,14.2244
1.8038,2.5453,7.8491998,,3.9835,3.244,8.1948996,1.3909,5.2916999,,2.2821,4.0792999,,6.1248002,5.2614002,7.5028,2.1789999,4.8316998,3.3938,4.0362,2.0179999,2.4177001,12.5626,5.1574998,6.8035998,2.2776,3.8748,6.3811002,12.1593,8.2361002,5.1430998,13.5254,13.3001,2.8578999,12.8487,1.8139,2.4488001,2.0671999,14.3467
1.8238,2.5755999,7.9345999,,4.0335002,3.257,8.2544003,1.4059,5.355,,2.3492999,4.125,,6.1855998,5.2992001,7.5935001,2.2283001,4.8825998,3.4347999,4.0826001,2.0379,2.4417,12.6919,5.2069998,6.8864002,2.3020999,3.9229,6.4474001,12.2326,8.3838997,5.1924,13.6097,13.4103,2.8972001,12.8946,1.8317,2.48,2.0869999,14.4874
1.8407,2.6043999,7.9956002,,4.0805001,3.2886,8.3254004,1.4211,5.4390001,,2.3901,4.1526999,,6.2456002,5.3992,7.6901999,2.2516,4.9355998,3.4782,4.1238999,2.0676,2.4681001,12.8265,5.2571998,6.9537001,2.3278,3.9735999,6.5074,12.3014,8.5326996,5.2414999,13.6906,13.5052,2.9077001,12.9441,1.8509001,2.5156,2.1142001,14.6119
1.8609999,2.6300001,8.0745001,,4.1283002,3.3067999,8.3893995,1.4364001,5.4942999,,2.4031,4.1998,,6.3260002,5.4496999,7.8358998,2.2781999,4.9864998,3.5311,4.1677999,2.0867,2.4885001,12.973,5.3081002,7.0861001,2.3436,4.0149002,6.5897999,12.3696,8.6020002,5.2880001,13.7719,13.6152,2.9440999,12.997,1.8684,2.5367999,2.1333001,14.7152
1.8759,2.6594999,8.2391996,,4.1806998,3.3563001,8.5785999,1.4516,5.5602002,,2.4319,4.2469001,,6.3859,5.5244999,7.8903999,2.3267,5.0307999,3.5775001,4.2241001,2.1143999,2.5172,13.1106,5.3603001,7.145,2.3855,4.0559001,6.6567998,12.4414,8.6864996,5.3474002,13.8456,13.7385,2.9591,13.0388,1.8857,2.5667,2.1561999,14.8291
1.8927,2.6863,8.2877998,,4.2307,3.3952999,8.6419001,1.4663,5.6399002,,2.4463,4.2880001,,6.4382,5.5668001,7.9491,2.3494999,5.0827999,3.6040001,4.2656999,2.1348,2.5369999,13.2267,5.4081001,7.1971002,2.4224,4.0942998,6.7354002,12.5265,8.7812004,5.4485002,13.9211,13.8474,2.9999001,13.0849,1.9022,2.5926001,2.1722,14.9522
1.9076999,2.7145,8.4031,,4.2796998,3.4065001,8.7349997,1.48,5.7979002,,2.4826,4.3488998,,6.4990001,5.6210999,8.0408001,2.3755,5.1338,3.6387,4.3214002,2.1647999,2.5676999,13.3505,5.4614,7.2950001,2.4545,4.1208,6.8024998,12.5974,8.8473997,5.5047002,13.9964,13.9371,3.0185001,13.1234,1.9201,2.6192,2.1931,
1.9259,2.7435999,8.4686003,,4.3323998,3.4449999,8.7904997,1.4937,5.8610001,,2.5021999,4.3936,,6.5759001,5.6557999,8.1021996,2.3992,5.1901002,3.6794,4.3555002,2.1853001,2.5964999,13.4977,5.5068002,7.3450999,2.4791,4.1659002,6.8594999,12.6702,8.9328003,5.5524001,14.0726,14.0158,3.0553,13.1701,1.9372,2.6443,2.2169001,
1.9425,2.7736001,8.5304003,,4.3849001,3.4574001,8.8825998,1.5082,5.9393001,,2.5376,4.4338002,,6.6278,5.6932998,8.1920996,2.4247999,5.2375002,3.7304001,4.3962998,2.2135999,2.6226001,13.6238,5.5579,7.4481001,2.5328,4.2163,6.9211998,12.746,9.0033998,5.6259999,14.1523,14.0909,3.0771,13.2205,1.955,2.6691999,2.2390001,
1.9562,2.8052001,8.5918999,,4.4380999,3.5065999,8.9463997,1.5219001,5.9972,,2.5538001,4.4822001,,6.7045002,5.7528,8.2531996,2.4447,5.2856002,3.78,4.4396,2.2337999,2.6484001,13.8087,5.6090002,7.5518999,2.5520999,4.2614002,6.9945002,12.8204,9.0860004,5.6805,14.2361,14.1165,3.1063001,13.2624,1.9756,2.6917,2.2613001,
1.9714,2.8318,8.6379004,,4.4864001,3.5390999,9.0248003,1.5389,6.0823998,,2.5839,4.5268998,,6.7677999,5.8027,8.3441,2.4754,5.3357,3.8317001,4.4928002,2.2528,2.6722,13.9524,5.6571999,7.6540999,2.5817001,4.3053999,7.0555,12.8942,9.1822004,5.7487998,14.3193,14.2229,3.1264,13.3078,1.9931999,2.7177,2.2825,
1.9888,2.8557,8.6934996,,4.5355,3.5567,9.085,1.5539,6.1405001,,2.5967,4.6027999,,6.8228998,5.8522,8.4052,2.4978001,5.3916998,3.8755,4.5341001,2.2725,2.674,14.0627,5.7097001,7.7424002,2.6056001,4.3540001,7.1075001,12.9678,9.2475996,5.8049002,14.4079,14.3345,3.1570001,13.3515,2.0216999,2.7456,2.3045001,
2.0171001,2.8821001,8.7673998,,4.5830998,3.5874,9.1457005,1.5669,6.2530999,,2.6287,4.6483002,,6.8994002,5.9053001,8.4539003,2.5246999,5.4452,3.9322,4.5858998,2.2937,2.6993999,14.2076,5.7586999,7.8456001,2.6338999,4.3856001,7.1911001,13.0433,9.3389997,5.8741999,14.492,14.4329,3.1817999,13.4014,2.0397,2.7725999,2.3218,
2.0299001,2.9065001,8.8323002,,4.6345,3.6066999,9.2452002,1.5813,6.3389001,,2.6436,4.6945,,7.0317001,5.9766998,8.5038004,2.5452001,5.4889998,3.9823999,4.6287999,2.3151,2.7223001,14.3381,5.8073001,7.9428,2.6773,4.4281998,7.2632999,13.1282,9.4313002,5.9317999,14.561,14.5293,3.2068,13.4478,2.0717001,2.8267,2.3439,
2.0517001,2.9307001,8.8914003,,4.6862001,3.6120999,9.3416996,1.5953,6.3903999,,2.6903,4.7287002,,7.0931001,6.0058999,8.5906,2.5722001,5.5365,4.0265002,4.6719999,2.3339,2.7402,14.458,5.8573999,8.0530996,2.6970999,4.4671001,7.3284998,13.2044,9.5858002,5.9905,14.6316,14.6391,3.2306001,13.4946,2.0885999,2.8756001,2.3645,
2.0750999,2.9575,8.9542999,,4.7326002,3.6559,9.4305,1.6078,6.4498,,2.7265999,4.7547002,,7.1528001,6.0858002,8.6907997,2.5936999,5.5871,4.0756001,4.7245002,2.3533001,2.7701001,14.5986,5.9099002,8.1393995,2.7302999,4.5207,7.3884001,13.276,9.6842003,6.0398998,14.7257,14.739,3.2569001,13.5424,2.119,2.9247,2.3838999,
2.0969999,2.9835999,9.0529003,,4.7839999,3.6879001,9.4871998,1.6210999,6.5355,,2.7375,4.8031001,,7.2249999,6.138,8.7431002,2.622,5.6336002,4.1041002,4.77,2.3736,2.7909,14.7315,5.9190001,8.2399998,2.7681999,4.5563998,7.4484,13.3489,9.7838001,6.0914998,14.8155,14.8348,3.2820001,13.5856,2.1354001,2.9523001,2.4121001,
2.1147001,3.0060999,9.2926998,,4.8318,3.7068999,9.5819998,1.6346999,6.5846,,2.7537,4.8438001,,7.2866998,6.2175002,8.7999001,2.645,5.6817002,4.1401,4.8154001,2.3954999,2.8178999,14.8572,5.9597001,8.3389997,2.7827001,4.5952001,7.5191998,13.4278,9.8479996,6.1409998,14.8963,14.9588,3.3076999,13.6263,2.1526,2.9742,2.4305,
2.1300001,3.0346,9.3530998,,4.8807998,3.7465999,9.6742001,1.6483999,6.6373,,2.7920001,4.8853998,,7.3436999,6.2529998,8.8872004,2.6703,5.7347002,4.1845002,4.8548999,2.4168999,2.8433001,,6.0123,8.4861002,2.8248999,4.6402998,7.5755,13.5072,9.9380999,6.1926999,14.9776,,3.3289001,13.6871,2.1719999,2.9986999,2.4530001,
2.1470001,3.0634,9.4488001,,4.9342999,3.7567999,9.743,1.6616,6.6889,,2.8032999,4.9411998,,7.3965001,6.3045001,8.9396,2.6924,5.7771001,4.2358999,4.8966999,2.4372001,2.8668001,,6.0591002,8.5536003,2.8446,4.6845002,7.6314998,13.5849,10.0339,6.2491002,,,3.3566999,13.7373,2.1896,3.0223,2.4703,
2.1658001,3.0876,9.4947996,,4.9871001,3.8041,9.7975998,1.6746,6.7533002,,2.8359001,4.9819999,,7.4499002,6.3540001,8.9982996,2.7205999,5.8283,4.2781,4.9345002,2.4645,2.888,,6.1149998,8.6487999,2.8752999,4.7189999,7.7578001,13.6622,10.1801,6.4243002,,,3.3780999,13.7837,2.2191999,3.0548,2.4932001,
2.1816001,3.1122999,9.5794001,,5.0359998,3.8367,9.8878002,1.6884,6.8343,,2.8485999,5.0042,,7.5219998,6.4496002,9.0895004,2.7434001,5.8831,4.3048,4.9773002,2.4837,2.9168,,6.1606002,8.7546997,2.8943999,4.7447,7.8225002,13.7329,10.2875,6.4779,,,3.4068999,13.8248,2.2365,3.0776,2.5144999,
2.1993999,3.1387999,9.6947002,,5.0855999,3.8562,9.9454002,1.7014,6.8898001,,2.885,5.0493002,,7.5818,6.5229001,9.1526003,2.7723,5.9383001,4.3343,5.0240998,2.5016999,2.9421,,6.2079,8.7990999,2.9249001,4.7811999,7.8797998,13.8036,10.384,6.5360999,,,3.4344001,13.8803,2.2549,3.1155,2.5350001,
2.2167001,3.1623001,9.8031998,,5.1314001,3.8964,10.0052,1.715,7.0064001,,2.8989,5.1405001,,7.6405001,6.5549002,9.2381001,2.7941,5.9854002,4.3786001,5.0697999,2.5230999,2.9675,,6.2612,8.8921003,2.9466,4.8192,7.9344001,13.8775,10.5344,6.5823002,,,3.457,13.9268,2.2742,3.1406,2.5571001,
2.2318001,3.2061,9.8794003,,5.1803999,3.9071,10.0987,1.7280999,7.0545998,,2.937,5.1915002,,7.6954002,6.6381001,9.2965002,2.8218999,6.0356002,4.4285998,5.1220002,2.5462999,2.9872,,6.3074999,8.9867001,2.9721,4.8606,8.0059004,13.9591,10.6027,6.631,,,3.4865,13.9734,2.2911,3.1668,2.5762,
2.2665,3.237,9.9314003,,5.2308002,3.9539001,10.1823,1.7421,7.1061001,,2.9531,5.2333002,,7.7702999,6.6981001,9.3822002,2.8436999,6.0833998,4.4745998,5.1633,2.5655,3.0167,,6.3578,9.0517998,2.99,4.9054999,8.0597,14.0408,10.6871,6.6810999,,,3.5076001,14.0228,2.3185,3.1924,2.5978,
2.2839,3.2628,9.9827995,,5.2841001,3.9935999,10.2454,1.7565,7.1838002,,2.9809999,5.2554002,,7.8276,6.7498999,9.4401999,2.872,6.1269002,4.5437002,5.2235999,2.5867,3.0376999,,6.4088998,9.1316004,3.0253,4.9447999,8.1227999,14.1219,10.754,6.7444,,,3.5358,14.0653,2.3361001,3.2205,2.6157,
2.3048,3.2874999,10.0371,,5.3334999,4.0064001,10.3175,1.77,7.2242999,,2.9972999,5.3218002,,7.8786001,6.7986002,9.5397997,2.8929999,6.1834002,4.5825,5.2658,2.6145,3.0671,,6.4601002,9.2346001,3.0469,4.9825001,8.1982002,14.1944,10.8369,6.8573999,,,3.5573001,14.1075,2.3546,3.2465999,2.6394999,
2.3274,3.3162999,10.1434,,5.3829999,4.0488,10.3264,1.7826999,7.2554998,,3.0365,5.3459001,,7.9425998,6.8399,9.6542997,2.9240999,6.2319002,4.6283998,5.3234,2.6345,3.0882001,,6.5071001,9.3369999,3.0783999,5.0208001,8.2754002,14.2625,10.9349,6.9243999,,,3.589,14.1586,2.3771999,3.2707,2.665,
2.3452001,3.3453,10.2447,,5.4334998,4.0570002,10.4269,1.7963001,7.3315001,,3.0488999,5.3888001,,7.9891,6.8892999,9.7460003,2.9451001,6.2763,4.6841998,5.3727999,2.6647,3.1170001,,6.5601001,9.3846998,3.0977001,5.0636001,8.3430004,14.3371,11.0364,6.9731002,,,3.6071999,14.2048,2.3973,3.3034999,2.6863999,
2.3659999,3.3738999,10.2998,,5.4780002,4.1066999,10.4962,1.8102,7.3850002,,3.0848999,5.4306002,,8.0496998,6.9474001,9.8365002,2.9730999,6.3264999,4.7273998,5.4263,2.6805,3.1410999,,6.6082001,9.4551001,3.1287999,5.0941,8.4102001,14.4203,11.134,7.0363998,,,3.6317,14.253,2.4209001,3.326,2.7121999,
2.3868001,3.3966,10.3992,,5.5286999,4.1577001,10.5734,1.8245,7.4443002,,3.099,5.4822998,,8.1613998,7.0251999,9.8902998,2.9937999,6.3800998,4.7550001,5.4706998,2.6996,3.1693001,,6.6668,9.5036001,3.1717,5.1378002,8.4750996,14.5051,11.2348,7.1018,,,3.6573,14.3069,2.4381001,3.3729,2.7312,
2.4021001,3.4289,10.4904,,5.5826001,4.1966,10.6818,1.8395,7.4994998,,3.1380999,5.5334001,,8.2208996,7.0700002,9.9530001,3.0202999,6.4260001,4.7948999,5.5214,2.7200999,3.1900001,,6.7094998,9.5548,3.1924,5.204,8.5434999,14.5826,11.3345,7.1479998,,,3.6847,14.3537,2.4672,3.3994,2.7535999,
2.4166,3.4552,10.5806,,5.6321001,4.2073002,10.7402,1.8541,7.5636001,,3.1821001,5.5883002,,8.2866001,7.1118002,10.0356,3.0408001,6.4802999,4.8330002,5.5576,2.7388999,3.2149999,,6.7581,9.6426001,3.2256,5.2536998,8.6253996,14.6564,11.4306,7.2033,,,3.7075,14.4092,2.484,3.4212999,2.7716,
2.4342999,3.4814999,10.6973,,5.6873002,4.2543998,10.806,1.8684,7.6412001,,3.1973,5.6363001,,8.3430996,7.1708999,10.089,3.0701001,6.5286999,4.8860998,5.5959001,2.7656,3.2395999,,6.8088002,9.7017002,3.2479,5.2934999,8.6896,14.7306,11.5854,7.2557998,,,3.7369001,14.4625,2.5236001,3.4481001,2.7934999,
2.4498999,3.5107999,10.7856,,5.7346001,4.2845001,10.8951,1.8818001,7.698,,3.2441001,5.6761999,,8.4048996,7.2049999,10.1497,3.0924001,6.5804,4.9319,5.6336999,2.7862999,3.267,,6.8572001,9.7926998,3.2794001,5.3245001,8.7587996,14.8067,11.6832,7.3245001,,,3.7567999,14.5135,2.5416999,3.4756999,2.8150001,
2.4677999,3.5397999,10.837,,5.7827001,4.3063002,10.994,1.8954,7.7516999,,3.2862,5.7249999,,8.4720001,7.2908001,10.2844,3.1184001,6.6353002,4.9777002,5.6711998,2.8141999,3.2883,,6.9324002,9.8458004,3.3288,5.3660998,8.8268003,14.8756,11.7823,7.3852,,,3.7828,14.5621,2.5692,3.5035,2.8361001,
